bnum	position	modification
JYG34_00600	1518	m62A
JYG34_00600	1519	m62A
JYG34_02150	1518	m62A
JYG34_02150	1519	m62A
JYG34_03170	1518	m62A
JYG34_03170	1519	m62A
JYG34_06125	1518	m62A
JYG34_06125	1519	m62A
JYG34_12545	1518	m62A
JYG34_12545	1519	m62A
JYG34_16845	1518	m62A
JYG34_16845	1519	m62A
JYG34_22250	1518	m62A
JYG34_22250	1519	m62A
JYG34_00600	967	m5C
JYG34_02150	967	m5C
JYG34_03170	967	m5C
JYG34_06125	967	m5C
JYG34_12545	967	m5C
JYG34_16845	967	m5C
JYG34_22250	967	m5C
JYG34_00600	966	m2G
JYG34_02150	966	m2G
JYG34_03170	966	m2G
JYG34_06125	966	m2G
JYG34_12545	966	m2G
JYG34_16845	966	m2G
JYG34_22250	966	m2G
JYG34_00600	1498	m3U
JYG34_02150	1498	m3U
JYG34_03170	1498	m3U
JYG34_06125	1498	m3U
JYG34_12545	1498	m3U
JYG34_16845	1498	m3U
JYG34_22250	1498	m3U
JYG34_00600	527	m7G
JYG34_02150	527	m7G
JYG34_03170	527	m7G
JYG34_06125	527	m7G
JYG34_12545	527	m7G
JYG34_16845	527	m7G
JYG34_22250	527	m7G
JYG34_00600	1402	m4Cm
JYG34_02150	1402	m4Cm
JYG34_03170	1402	m4Cm
JYG34_06125	1402	m4Cm
JYG34_12545	1402	m4Cm
JYG34_16845	1402	m4Cm
JYG34_22250	1402	m4Cm
JYG34_00600	516	Y
JYG34_02150	516	Y
JYG34_03170	516	Y
JYG34_06125	516	Y
JYG34_12545	516	Y
JYG34_16845	516	Y
JYG34_22250	516	Y
JYG34_00615	2503	m2A
JYG34_02165	2503	m2A
JYG34_03185	2503	m2A
JYG34_06140	2503	m2A
JYG34_12560	2503	m2A
JYG34_16830	2503	m2A
JYG34_22235	2503	m2A
JYG34_00615	2251	Gm
JYG34_02165	2251	Gm
JYG34_03185	2251	Gm
JYG34_06140	2251	Gm
JYG34_12560	2251	Gm
JYG34_16830	2251	Gm
JYG34_22235	2251	Gm
JYG34_00615	1939	m5U
JYG34_02165	1939	m5U
JYG34_03185	1939	m5U
JYG34_06140	1939	m5U
JYG34_12560	1939	m5U
JYG34_16830	1939	m5U
JYG34_22235	1939	m5U
JYG34_00615	2498	Cm
JYG34_02165	2498	Cm
JYG34_03185	2498	Cm
JYG34_06140	2498	Cm
JYG34_12560	2498	Cm
JYG34_16830	2498	Cm
JYG34_22235	2498	Cm
JYG34_00615	745	m1G
JYG34_02165	745	m1G
JYG34_03185	745	m1G
JYG34_06140	745	m1G
JYG34_12560	745	m1G
JYG34_16830	745	m1G
JYG34_22235	745	m1G
JYG34_00615	1835	m2G
JYG34_02165	1835	m2G
JYG34_03185	1835	m2G
JYG34_06140	1835	m2G
JYG34_12560	1835	m2G
JYG34_16830	1835	m2G
JYG34_22235	1835	m2G
JYG34_00615	1962	m5C
JYG34_02165	1962	m5C
JYG34_03185	1962	m5C
JYG34_06140	1962	m5C
JYG34_12560	1962	m5C
JYG34_16830	1962	m5C
JYG34_22235	1962	m5C
JYG34_00615	1618	m6A
JYG34_02165	1618	m6A
JYG34_03185	1618	m6A
JYG34_06140	1618	m6A
JYG34_12560	1618	m6A
JYG34_16830	1618	m6A
JYG34_22235	1618	m6A
JYG34_00615	2069	m7G
JYG34_02165	2069	m7G
JYG34_03185	2069	m7G
JYG34_06140	2069	m7G
JYG34_12560	2069	m7G
JYG34_16830	2069	m7G
JYG34_22235	2069	m7G
JYG34_00615	2552	Um
JYG34_02165	2552	Um
JYG34_03185	2552	Um
JYG34_06140	2552	Um
JYG34_12560	2552	Um
JYG34_16830	2552	Um
JYG34_22235	2552	Um
JYG34_00615	1911	Y
JYG34_00615	1915	Y
JYG34_00615	1917	Y
JYG34_02165	1911	Y
JYG34_02165	1915	Y
JYG34_02165	1917	Y
JYG34_03185	1911	Y
JYG34_03185	1915	Y
JYG34_03185	1917	Y
JYG34_06140	1911	Y
JYG34_06140	1915	Y
JYG34_06140	1917	Y
JYG34_12560	1911	Y
JYG34_12560	1915	Y
JYG34_12560	1917	Y
JYG34_16830	1911	Y
JYG34_16830	1915	Y
JYG34_16830	1917	Y
JYG34_22235	1911	Y
JYG34_22235	1915	Y
JYG34_22235	1917	Y
