Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
JYG34_24575-MONOMER	Inner_Membrane	JYG34_24575()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	JYG34_24575()	Inner_Membrane	r
JYG34_24580-MONOMER	Inner_Membrane	JYG34_24580()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	JYG34_24580()	Inner_Membrane	r
JYG34_09545-MONOMER	Periplasm	JYG34_09545()	Periplasm	s
JYG34_23470-MONOMER	Outer_Membrane	JYG34_23470()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	JYG34_23470()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	JYG34_23470()	Outer_Membrane	sb
JYG34_08665-MONOMER	Inner_Membrane	JYG34_08665()	Inner_Membrane	r
JYG34_19610-MONOMER	Inner_Membrane	JYG34_19610()	Inner_Membrane	r
JYG34_21320-MONOMER	Inner_Membrane	JYG34_21320()	Inner_Membrane	r
JYG34_10985-MONOMER	Inner_Membrane	JYG34_10985()	Inner_Membrane	r
JYG34_17905-MONOMER	Periplasm	JYG34_17905()	Periplasm	s
JYG34_25840-MONOMER	Inner_Membrane	JYG34_25840()	Inner_Membrane	r
JYG34_08915-MONOMER	Inner_Membrane	JYG34_08915()	Inner_Membrane	r
JYG34_18565-MONOMER	Inner_Membrane	JYG34_18565()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	JYG34_18565()	Periplasm	s
JYG34_08910-MONOMER	Inner_Membrane	JYG34_08910()	Inner_Membrane	r
JYG34_07930-MONOMER	Inner_Membrane	JYG34_07930()	Inner_Membrane	r
JYG34_04470-MONOMER	Inner_Membrane	JYG34_04470()	Inner_Membrane	r
JYG34_04460-MONOMER	Inner_Membrane	JYG34_04460()	Inner_Membrane	p
JYG34_04465-MONOMER	Inner_Membrane	JYG34_04465()	Inner_Membrane	r
JYG34_04455-MONOMER	Inner_Membrane	JYG34_04455()	Inner_Membrane	p
JYG34_17735-MONOMER	Periplasm	JYG34_17735()	Periplasm	s
JYG34_23930-MONOMER	Inner_Membrane	JYG34_23930()	Inner_Membrane	r
JYG34_20825-MONOMER	Inner_Membrane	JYG34_20825()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	JYG34_20825()	Inner_Membrane	r
JYG34_24940-MONOMER	Inner_Membrane	JYG34_24940()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	JYG34_24940()	Periplasm	s
JYG34_24930-MONOMER	Inner_Membrane	JYG34_24930()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	JYG34_24930()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	JYG34_24930()	Inner_Membrane	r
JYG34_24935-MONOMER	Inner_Membrane	JYG34_24935()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	JYG34_24935()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	JYG34_24935()	Inner_Membrane	r
JYG34_05590-MONOMER	Inner_Membrane	JYG34_05590()	Inner_Membrane	r
JYG34_05790-MONOMER	Inner_Membrane	JYG34_05790()	Inner_Membrane	p
JYG34_05795-MONOMER	Inner_Membrane	JYG34_05795()	Inner_Membrane	p
JYG34_05805-MONOMER	Inner_Membrane	JYG34_05805()	Periplasm	s
