Reaction	Complexes
2AGPE140tipp	JYG34_06600-MONOMER
2AGPE141tipp	JYG34_06600-MONOMER
2AGPG140tipp	JYG34_06600-MONOMER
2AGPG141tipp	JYG34_06600-MONOMER
2HH24DDH1	JYG34_14865-MONOMER
2MAHMP	JYG34_10585-MONOMER
3HAACOAT100	JYG34_20535-MONOMER
3HAACOAT120	JYG34_20535-MONOMER
3HAACOAT121	JYG34_20535-MONOMER
3HAACOAT140	JYG34_20535-MONOMER
3HAACOAT141	JYG34_20535-MONOMER
3HAACOAT60	JYG34_20535-MONOMER
3HAACOAT80	JYG34_20535-MONOMER
3HAD100	JYG34_19985-MONOMER
3HAD120	JYG34_19985-MONOMER
3HAD121	JYG34_19985-MONOMER
3HAD140	JYG34_19985-MONOMER
3HAD141	JYG34_19985-MONOMER
3HAD160	JYG34_19985-MONOMER
3HAD161	JYG34_19985-MONOMER
3HAD180	JYG34_19985-MONOMER
3HAD181	JYG34_19985-MONOMER
3HAD40	JYG34_19985-MONOMER
3HAD60	JYG34_19985-MONOMER
3HAD80	JYG34_19985-MONOMER
3HOXPACt2pp	JYG34_11300-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	JYG34_07710-MONOMER
3OAR120	JYG34_07710-MONOMER
3OAR121	JYG34_07710-MONOMER
3OAR140	JYG34_07710-MONOMER
3OAR141	JYG34_07710-MONOMER
3OAR160	JYG34_07710-MONOMER
3OAR161	JYG34_07710-MONOMER
3OAR180	JYG34_07710-MONOMER
3OAR181	JYG34_07710-MONOMER
3OAR40	JYG34_07710-MONOMER
3OAR60	JYG34_07710-MONOMER
3OAR80	JYG34_07710-MONOMER
3OAS100	JYG34_07720-MONOMER OR JYG34_17280-MONOMER
3OAS120	JYG34_07720-MONOMER OR JYG34_17280-MONOMER
3OAS121	JYG34_17280-MONOMER
3OAS140	JYG34_07720-MONOMER OR JYG34_17280-MONOMER
3OAS141	JYG34_17280-MONOMER
3OAS160	JYG34_07720-MONOMER OR JYG34_17280-MONOMER
3OAS161	JYG34_17280-MONOMER
3OAS180	JYG34_17280-MONOMER
3OAS181	JYG34_17280-MONOMER
3OAS60	JYG34_07720-MONOMER OR JYG34_17280-MONOMER
3OAS80	JYG34_07720-MONOMER OR JYG34_17280-MONOMER
3OXCOAT	JYG34_05425-MONOMER
3OXOADPt_pp	JYG34_05430-MONOMER
3PEPTabcpp	JYG34_17040-MONOMER OR JYG34_17045-MONOMER OR JYG34_17050-MONOMER OR JYG34_17055-MONOMER
3_4DHBZ1t_pp	JYG34_05410-MONOMER
3_4DHBZt2	JYG34_20755-MONOMER
4CMLCL_kt	JYG34_05445-MONOMER OR JYG34_05010-MONOMER
4HBHYOX	JYG34_14675-MONOMER
4HBZtex	JYG34_20740-MONOMER
4HTHRS	JYG34_20195-MONOMER_mod_pydx5p(1)
4PEPTabcpp	JYG34_17040-MONOMER OR JYG34_17045-MONOMER OR JYG34_17050-MONOMER OR JYG34_17055-MONOMER
5HPUDICDC_c	JYG34_08080-MONOMER
A5PISO	JYG34_05160-MONOMER
