Reaction	Complexes
2AGPE140tipp	H7683_01930-MONOMER
2AGPE141tipp	H7683_01930-MONOMER
2AGPG140tipp	H7683_01930-MONOMER
2AGPG141tipp	H7683_01930-MONOMER
2MAHMP	H7683_22740-MONOMER
34HPPOR	H7683_00480-MONOMER
3AMACHYD	H7683_15835-MONOMER
3HAACOAT100	H7683_16900-MONOMER
3HAACOAT120	H7683_16900-MONOMER
3HAACOAT121	H7683_16900-MONOMER
3HAACOAT140	H7683_16900-MONOMER
3HAACOAT141	H7683_16900-MONOMER
3HAACOAT60	H7683_16900-MONOMER
3HAACOAT80	H7683_16900-MONOMER
3HAD100	H7683_01365-MONOMER
3HAD120	H7683_01365-MONOMER
3HAD121	H7683_01365-MONOMER
3HAD140	H7683_01365-MONOMER
3HAD141	H7683_01365-MONOMER
3HAD160	H7683_01365-MONOMER
3HAD161	H7683_01365-MONOMER
3HAD180	H7683_01365-MONOMER
3HAD181	H7683_01365-MONOMER
3HAD40	H7683_01365-MONOMER
3HAD60	H7683_01365-MONOMER
3HAD80	H7683_01365-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	H7683_18325-MONOMER
3OAR120	H7683_18325-MONOMER
3OAR121	H7683_18325-MONOMER
3OAR140	H7683_18325-MONOMER
3OAR141	H7683_18325-MONOMER
3OAR160	H7683_18325-MONOMER
3OAR161	H7683_18325-MONOMER
3OAR180	H7683_18325-MONOMER
3OAR181	H7683_18325-MONOMER
3OAR40	H7683_18325-MONOMER
3OAR60	H7683_18325-MONOMER
3OAR80	H7683_18325-MONOMER
3OAS100	H7683_18335-MONOMER OR H7683_23095-MONOMER OR H7683_02730-MONOMER
3OAS120	H7683_18335-MONOMER OR H7683_23095-MONOMER OR H7683_02730-MONOMER
3OAS121	H7683_23095-MONOMER
3OAS140	H7683_18335-MONOMER OR H7683_23095-MONOMER OR H7683_02730-MONOMER
3OAS141	H7683_23095-MONOMER
3OAS160	H7683_18335-MONOMER OR H7683_23095-MONOMER OR H7683_02730-MONOMER
3OAS161	H7683_23095-MONOMER
3OAS180	H7683_23095-MONOMER
3OAS181	H7683_23095-MONOMER
3OAS60	H7683_18335-MONOMER OR H7683_23095-MONOMER OR H7683_02730-MONOMER
3OAS80	H7683_18335-MONOMER OR H7683_23095-MONOMER OR H7683_02730-MONOMER
3OXCOAT	H7683_05800-MONOMER
3PEPTabcpp	H7683_20925-MONOMER OR H7683_20920-MONOMER OR H7683_20915-MONOMER OR H7683_20910-MONOMER
3_4DHBZt2	H7683_08390-MONOMER
4CMLCL_kt	H7683_05785-MONOMER OR H7683_14670-MONOMER
4HTHRS	H7683_03435-MONOMER_mod_pydx5p(1)
4PCP	H7683_11995-MONOMER
4PEPTabcpp	H7683_20925-MONOMER OR H7683_20920-MONOMER OR H7683_20915-MONOMER OR H7683_20910-MONOMER
5HPUDICDC_c	H7683_19665-MONOMER
A5PISO	H7683_14795-MONOMER
AACPS1	H7683_18330-MONOMER_mod_pan4p(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_ac(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_mal(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_but2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_act(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_but(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ha(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_egme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_ogme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_gme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_hgme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_hex(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_pim(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_epme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_opme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_pme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_hpme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_oc(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3odec(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_dca(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_ddca(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_tde(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_myrs(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_hde(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_palm(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_octe(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR H7683_18330-MONOMER_mod_pan4p(1)_mod_3hocta(1)
