bnum	position	modification
H7683_04260	1518	m62A
H7683_04260	1519	m62A
H7683_06380	1518	m62A
H7683_06380	1519	m62A
H7683_08790	1518	m62A
H7683_08790	1519	m62A
H7683_23535	1518	m62A
H7683_23535	1519	m62A
H7683_04260	967	m5C
H7683_06380	967	m5C
H7683_08790	967	m5C
H7683_23535	967	m5C
H7683_04260	966	m2G
H7683_06380	966	m2G
H7683_08790	966	m2G
H7683_23535	966	m2G
H7683_04260	1498	m3U
H7683_06380	1498	m3U
H7683_08790	1498	m3U
H7683_23535	1498	m3U
H7683_04260	527	m7G
H7683_06380	527	m7G
H7683_08790	527	m7G
H7683_23535	527	m7G
H7683_04260	1402	m4Cm
H7683_06380	1402	m4Cm
H7683_08790	1402	m4Cm
H7683_23535	1402	m4Cm
H7683_04260	516	Y
H7683_06380	516	Y
H7683_08790	516	Y
H7683_23535	516	Y
H7683_04245	2503	m2A
H7683_06365	2503	m2A
H7683_08775	2503	m2A
H7683_23520	2503	m2A
H7683_04245	2251	Gm
H7683_06365	2251	Gm
H7683_08775	2251	Gm
H7683_23520	2251	Gm
H7683_04245	1939	m5U
H7683_06365	1939	m5U
H7683_08775	1939	m5U
H7683_23520	1939	m5U
H7683_04245	2498	Cm
H7683_06365	2498	Cm
H7683_08775	2498	Cm
H7683_23520	2498	Cm
H7683_04245	745	m1G
H7683_06365	745	m1G
H7683_08775	745	m1G
H7683_23520	745	m1G
H7683_04245	1835	m2G
H7683_06365	1835	m2G
H7683_08775	1835	m2G
H7683_23520	1835	m2G
H7683_04245	1962	m5C
H7683_06365	1962	m5C
H7683_08775	1962	m5C
H7683_23520	1962	m5C
H7683_04245	1618	m6A
H7683_06365	1618	m6A
H7683_08775	1618	m6A
H7683_23520	1618	m6A
H7683_04245	2069	m7G
H7683_06365	2069	m7G
H7683_08775	2069	m7G
H7683_23520	2069	m7G
H7683_04245	2552	Um
H7683_06365	2552	Um
H7683_08775	2552	Um
H7683_23520	2552	Um
H7683_04245	1911	Y
H7683_04245	1915	Y
H7683_04245	1917	Y
H7683_06365	1911	Y
H7683_06365	1915	Y
H7683_06365	1917	Y
H7683_08775	1911	Y
H7683_08775	1915	Y
H7683_08775	1917	Y
H7683_23520	1911	Y
H7683_23520	1915	Y
H7683_23520	1917	Y
