Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
H7683_13300-MONOMER	Outer_Membrane	H7683_13300()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	H7683_13300()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	H7683_13300()	Outer_Membrane	sb
H7683_13900-MONOMER	Inner_Membrane	H7683_13900()	Inner_Membrane	r
H7683_14365-MONOMER	Inner_Membrane	H7683_14365()	Inner_Membrane	r
H7683_15010-MONOMER	Inner_Membrane	H7683_15010()	Inner_Membrane	r
H7683_22330-MONOMER	Periplasm	H7683_22330()	Periplasm	s
H7683_01200-MONOMER	Periplasm	H7683_01200()	Periplasm	s
H7683_08675-MONOMER	Inner_Membrane	H7683_08675()	Inner_Membrane	r
H7683_18660-MONOMER	Inner_Membrane	H7683_18660()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	H7683_18660()	Inner_Membrane	r
H7683_18655-MONOMER	Inner_Membrane	H7683_18655()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	H7683_18655()	Periplasm	s
H7683_18665-MONOMER	Inner_Membrane	H7683_18665()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	H7683_18665()	Inner_Membrane	r
H7683_19640-MONOMER	Inner_Membrane	H7683_19640()	Inner_Membrane	r
H7683_17800-MONOMER	Inner_Membrane	H7683_17800()	Inner_Membrane	r
H7683_17790-MONOMER	Inner_Membrane	H7683_17790()	Inner_Membrane	p
H7683_17795-MONOMER	Inner_Membrane	H7683_17795()	Inner_Membrane	r
H7683_17785-MONOMER	Inner_Membrane	H7683_17785()	Inner_Membrane	p
H7683_18060-MONOMER	Periplasm	H7683_18060()	Periplasm	s
H7683_12675-MONOMER	Inner_Membrane	H7683_12675()	Inner_Membrane	r
H7683_08340-MONOMER	Inner_Membrane	H7683_08340()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	H7683_08340()	Periplasm	s
H7683_08120-MONOMER	Inner_Membrane	H7683_08120()	Inner_Membrane	r
H7683_08125-MONOMER	Inner_Membrane	H7683_08125()	Inner_Membrane	r
H7683_20690-MONOMER	Periplasm	H7683_20690()	Periplasm	s
H7683_02225-MONOMER	Periplasm	H7683_02225()	Periplasm	s
H7683_01395-MONOMER	Inner_Membrane	H7683_01395()	Inner_Membrane	r
H7683_23250-MONOMER	Inner_Membrane	H7683_23250()	Inner_Membrane	r
H7683_13980-MONOMER	Inner_Membrane	H7683_13980()	Inner_Membrane	s
H7683_15170-MONOMER	Inner_Membrane	H7683_15170()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	H7683_15170()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	H7683_15170()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	H7683_15170()	Inner_Membrane	r
H7683_08130-MONOMER	Inner_Membrane	H7683_08130()	Periplasm	s
H7683_17960-MONOMER	Inner_Membrane	H7683_17960()	Inner_Membrane	r
H7683_07740-MONOMER	Inner_Membrane	H7683_07740()	Inner_Membrane	r
H7683_16425-MONOMER	Outer_Membrane	H7683_16425()	Inner_Membrane	s
H7683_23295-MONOMER	Inner_Membrane	H7683_23295()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	H7683_23295()	Inner_Membrane	r
H7683_23290-MONOMER	Inner_Membrane	H7683_23290()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	H7683_23290()	Inner_Membrane	r
H7683_01930-MONOMER	Inner_Membrane	H7683_01930()	Inner_Membrane	r
H7683_24255-MONOMER	Inner_Membrane	H7683_24255()	Inner_Membrane	p
H7683_22800-MONOMER	Inner_Membrane	H7683_22800()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	H7683_22800()	Inner_Membrane	p
H7683_22855-MONOMER	Inner_Membrane	H7683_22855()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	H7683_22855()	Inner_Membrane	r
H7683_22840-MONOMER	Inner_Membrane	H7683_22840()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	H7683_22840()	Inner_Membrane	r
H7683_22845-MONOMER	Inner_Membrane	H7683_22845()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	H7683_22845()	Inner_Membrane	p
H7683_22850-MONOMER	Inner_Membrane	H7683_22850()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	H7683_22850()	Inner_Membrane	r
H7683_22830-MONOMER	Inner_Membrane	H7683_22830()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	H7683_22830()	Inner_Membrane	r
H7683_22860-MONOMER	Inner_Membrane	H7683_22860()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	H7683_22860()	Inner_Membrane	r
H7683_23145-MONOMER	Inner_Membrane	H7683_23145()	Inner_Membrane	r
H7683_00200-MONOMER	Outer_Membrane	H7683_00200()	Outer_Membrane	sb
