Reaction	Complexes
3HAD100	FXF61_09100-MONOMER
3HAD120	FXF61_09100-MONOMER
3HAD121	FXF61_09100-MONOMER
3HAD140	FXF61_09100-MONOMER
3HAD141	FXF61_09100-MONOMER
3HAD160	FXF61_09100-MONOMER
3HAD161	FXF61_09100-MONOMER
3HAD180	FXF61_09100-MONOMER
3HAD181	FXF61_09100-MONOMER
3HAD40	FXF61_09100-MONOMER
3HAD60	FXF61_09100-MONOMER
3HAD80	FXF61_09100-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FXF61_02475-MONOMER
3OAR120	FXF61_02475-MONOMER
3OAR121	FXF61_02475-MONOMER
3OAR140	FXF61_02475-MONOMER
3OAR141	FXF61_02475-MONOMER
3OAR160	FXF61_02475-MONOMER
3OAR161	FXF61_02475-MONOMER
3OAR180	FXF61_02475-MONOMER
3OAR181	FXF61_02475-MONOMER
3OAR40	FXF61_02475-MONOMER
3OAR60	FXF61_02475-MONOMER
3OAR80	FXF61_02475-MONOMER
3OAS100	FXF61_02485-MONOMER OR FXF61_07475-MONOMER
3OAS120	FXF61_02485-MONOMER OR FXF61_07475-MONOMER
3OAS121	FXF61_07475-MONOMER
3OAS140	FXF61_02485-MONOMER OR FXF61_07475-MONOMER
3OAS141	FXF61_07475-MONOMER
3OAS160	FXF61_02485-MONOMER OR FXF61_07475-MONOMER
3OAS161	FXF61_07475-MONOMER
3OAS180	FXF61_07475-MONOMER
3OAS181	FXF61_07475-MONOMER
3OAS60	FXF61_02485-MONOMER OR FXF61_07475-MONOMER
3OAS80	FXF61_02485-MONOMER OR FXF61_07475-MONOMER
3PEPTabcpp	FXF61_07085-MONOMER OR FXF61_07090-MONOMER OR FXF61_07095-MONOMER OR FXF61_07100-MONOMER
4CMLCL_kt	FXF61_08610-MONOMER
4HTHRS	FXF61_02260-MONOMER_mod_pydx5p(1)
4PEPTabcpp	FXF61_07085-MONOMER OR FXF61_07090-MONOMER OR FXF61_07095-MONOMER OR FXF61_07100-MONOMER
A5PISO	FXF61_10860-MONOMER
