complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,FXF61_00240(2) AND FXF61_00235(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,FXF61_04960(2) AND FXF61_04955(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,FXF61_02330(2) AND FXF61_06530(2) AND FXF61_04525(2) AND FXF61_02335(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,FXF61_01645(2) AND FXF61_01640(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,FXF61_02480() AND FXF61_07475(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,FXF61_09980(4) AND FXF61_09975(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,FXF61_00980() AND FXF61_00975(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),FXF61_11710() AND FXF61_03150(),,
CPLX_ANS-0,Anthranilate synthase,FXF61_01020() AND FXF61_01030(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,FXF61_05120() AND FXF61_13275(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,FXF61_01980() AND FXF61_10655(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,FXF61_08590(2) AND FXF61_08595(2),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,FXF61_08240() AND FXF61_08245() AND FXF61_08250(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,FXF61_01945() AND FXF61_01950() AND FXF61_01955(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,FXF61_06305() AND FXF61_06400(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),FXF61_08740(1) AND FXF61_06265(2) AND FXF61_06260(1) AND FXF61_06255(1),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,FXF61_11085() AND FXF61_11080() AND FXF61_11075(),,
CPLX_DKMPPD2_PA-0,,FXF61_05870() AND FXF61_05875(),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),FXF61_14135() AND FXF61_13700() AND FXF61_08210(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",FXF61_01135() AND FXF61_01125() AND FXF61_01130(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,FXF61_01390() AND FXF61_01385(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,FXF61_12975(1) AND FXF61_12985(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),FXF61_07170(1) AND FXF61_07180(1) AND FXF61_07175(1) AND FXF61_07190(1) AND FXF61_07185(1),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,FXF61_06560(1) AND FXF61_06565(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),FXF61_02470() AND FXF61_02485() AND FXF61_02475() AND FXF61_09100(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),FXF61_00350() AND FXF61_00345() AND FXF61_00335() AND FXF61_00330(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,FXF61_02480() AND FXF61_02470(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,FXF61_13370() AND FXF61_13275(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,FXF61_13370() AND FXF61_01700(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,FXF61_13265() AND FXF61_00965(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),FXF61_05120() AND FXF61_01700(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),FXF61_05120() AND FXF61_12950(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,FXF61_12085() AND FXF61_07250(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),FXF61_04835() AND FXF61_04840() AND FXF61_04845(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),FXF61_01440() AND FXF61_01445() AND FXF61_01450() AND FXF61_01455(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),FXF61_01455(1) AND FXF61_01450(1) AND FXF61_01435(1) AND FXF61_01445(2),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),FXF61_01445() AND FXF61_01450() AND FXF61_01455(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),FXF61_00815() AND FXF61_00805() AND FXF61_00810(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),FXF61_04495() AND FXF61_13275(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),FXF61_04495() AND FXF61_01700(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),FXF61_11450() AND FXF61_13275(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),FXF61_11450() AND FXF61_01700(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),FXF61_05460() AND FXF61_13275(),,
