Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FXF61_08390-MONOMER	Inner_Membrane	FXF61_08390()	Inner_Membrane	r
FXF61_08395-MONOMER	Inner_Membrane	FXF61_08395()	Inner_Membrane	r
FXF61_10010-MONOMER	Periplasm	FXF61_10010()	Periplasm	s
FXF61_01600-MONOMER	Outer_Membrane	FXF61_01600()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FXF61_01600()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FXF61_01600()	Outer_Membrane	sb
FXF61_13325-MONOMER	Inner_Membrane	FXF61_13325()	Inner_Membrane	r
FXF61_10795-MONOMER	Inner_Membrane	FXF61_10795()	Inner_Membrane	r
FXF61_07365-MONOMER	Periplasm	FXF61_07365()	Periplasm	s
FXF61_06675-MONOMER	Periplasm	FXF61_06675()	Periplasm	s
FXF61_12930-MONOMER	Inner_Membrane	FXF61_12930()	Inner_Membrane	r
FXF61_04665-MONOMER	Periplasm	FXF61_04665()	Periplasm	s
FXF61_11605-MONOMER	Inner_Membrane	FXF61_11605()	Inner_Membrane	r
FXF61_02175-MONOMER	Inner_Membrane	FXF61_02175()	Inner_Membrane	r
FXF61_06485-MONOMER	Inner_Membrane	FXF61_06485()	Inner_Membrane	r
FXF61_08740-MONOMER	Inner_Membrane	FXF61_08740()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FXF61_08740()	Periplasm	s
FXF61_06260-MONOMER	Inner_Membrane	FXF61_06260()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FXF61_06260()	Inner_Membrane	r
FXF61_06255-MONOMER	Inner_Membrane	FXF61_06255()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FXF61_06255()	Inner_Membrane	r
FXF61_02060-MONOMER	Periplasm	FXF61_02060()	Periplasm	s
FXF61_09130-MONOMER	Inner_Membrane	FXF61_09130()	Inner_Membrane	r
FXF61_04230-MONOMER	Inner_Membrane	FXF61_04230()	Inner_Membrane	r
FXF61_02280-MONOMER	Inner_Membrane	FXF61_02280()	Inner_Membrane	r
FXF61_08500-MONOMER	Inner_Membrane	FXF61_08500()	Inner_Membrane	r
FXF61_11645-MONOMER	Inner_Membrane	FXF61_11645()	Inner_Membrane	r
FXF61_06050-MONOMER	Outer_Membrane	FXF61_06050()	Inner_Membrane	r
