Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
IE322_11990-MONOMER	Periplasm	IE322_11990()	Periplasm	s
IE322_23980-MONOMER	Outer_Membrane	IE322_23980()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	IE322_23980()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	IE322_23980()	Outer_Membrane	sb
IE322_18465-MONOMER	Inner_Membrane	IE322_18465()	Inner_Membrane	r
IE322_11105-MONOMER	Inner_Membrane	IE322_11105()	Inner_Membrane	r
IE322_00665-MONOMER	Inner_Membrane	IE322_00665()	Inner_Membrane	r
IE322_09185-MONOMER	Periplasm	IE322_09185()	Periplasm	s
IE322_06260-MONOMER	Inner_Membrane	IE322_06260()	Inner_Membrane	r
IE322_13600-MONOMER	Periplasm	IE322_13600()	Periplasm	s
IE322_21945-MONOMER	Inner_Membrane	IE322_21945()	Inner_Membrane	r
IE322_03230-MONOMER	Inner_Membrane	IE322_03230()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	IE322_03230()	Inner_Membrane	r
IE322_03225-MONOMER	Inner_Membrane	IE322_03225()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	IE322_03225()	Periplasm	s
IE322_03235-MONOMER	Inner_Membrane	IE322_03235()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	IE322_03235()	Inner_Membrane	r
IE322_03895-MONOMER	Inner_Membrane	IE322_03895()	Inner_Membrane	r
IE322_17225-MONOMER	Inner_Membrane	IE322_17225()	Inner_Membrane	r
IE322_17235-MONOMER	Inner_Membrane	IE322_17235()	Inner_Membrane	p
IE322_17230-MONOMER	Inner_Membrane	IE322_17230()	Inner_Membrane	r
IE322_17240-MONOMER	Inner_Membrane	IE322_17240()	Inner_Membrane	p
IE322_13430-MONOMER	Periplasm	IE322_13430()	Periplasm	s
IE322_23530-MONOMER	Inner_Membrane	IE322_23530()	Inner_Membrane	r
IE322_22670-MONOMER	Inner_Membrane	IE322_22670()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	IE322_22670()	Periplasm	s
IE322_22680-MONOMER	Inner_Membrane	IE322_22680()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	IE322_22680()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	IE322_22680()	Inner_Membrane	r
IE322_22675-MONOMER	Inner_Membrane	IE322_22675()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	IE322_22675()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	IE322_22675()	Inner_Membrane	r
IE322_01690-MONOMER	Inner_Membrane	IE322_01690()	Inner_Membrane	r
IE322_16035-MONOMER	Inner_Membrane	IE322_16035()	Inner_Membrane	p
IE322_16030-MONOMER	Inner_Membrane	IE322_16030()	Inner_Membrane	p
IE322_16020-MONOMER	Inner_Membrane	IE322_16020()	Periplasm	s
IE322_13085-MONOMER	Periplasm	IE322_13085()	Periplasm	s
IE322_15725-MONOMER	Inner_Membrane	IE322_15725()	Inner_Membrane	r
IE322_04470-MONOMER	Inner_Membrane	IE322_04470()	Inner_Membrane	r
IE322_18410-MONOMER	Inner_Membrane	IE322_18410()	Inner_Membrane	s
IE322_18235-MONOMER	Inner_Membrane	IE322_18235()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	IE322_18235()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	IE322_18235()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	IE322_18235()	Inner_Membrane	r
IE322_10205-MONOMER	Inner_Membrane	IE322_10205()	Inner_Membrane	r
IE322_07225-MONOMER	Inner_Membrane	IE322_07225()	Inner_Membrane	r
IE322_22285-MONOMER	Inner_Membrane	IE322_22285()	Inner_Membrane	r
IE322_22875-MONOMER	Inner_Membrane	IE322_22875()	Inner_Membrane	r
IE322_21995-MONOMER	Outer_Membrane	IE322_21995()	Inner_Membrane	s
IE322_12840-MONOMER	Outer_Membrane	IE322_12840()	Outer_Membrane	sb
IE322_22000-MONOMER	Outer_Membrane	IE322_22000()	Inner_Membrane	p
IE322_04425-MONOMER	Inner_Membrane	IE322_04425()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	IE322_04425()	Inner_Membrane	r
IE322_04430-MONOMER	Inner_Membrane	IE322_04430()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	IE322_04430()	Inner_Membrane	r
