complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,IE322_11905(2) AND IE322_11910(2),,
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,IE322_21210(2) AND IE322_21205(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,IE322_18475(2) AND IE322_14075(2) AND IE322_15670(2) AND IE322_18480(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,IE322_25265(2) AND IE322_25260(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,IE322_14280() AND IE322_04515(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),IE322_14280() AND IE322_14295(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,IE322_00510(4) AND IE322_00505(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,IE322_21860() AND IE322_21855(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),IE322_18880() AND IE322_24400(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),IE322_16865() AND IE322_16870() AND IE322_16875() AND IE322_16880() AND IE322_16885(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),IE322_16885(1) AND IE322_16880(1) AND IE322_16875(1) AND IE322_16870(1) AND IE322_16850(1),,
CPLX_ANS-0,Anthranilate synthase,IE322_19240() AND IE322_19230(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,IE322_12520() AND IE322_22425(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),IE322_03230(1) AND IE322_03225(1) AND IE322_03235(1) AND IE322_03240(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),IE322_01665() AND IE322_01660() AND IE322_01655() AND IE322_01650(),,
CPLX_AST-0,Arginine succinyltransferase,IE322_03260() AND IE322_03255(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,IE322_16635() AND IE322_24140(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),IE322_21665() AND IE322_21645() AND IE322_21680() AND IE322_21675() AND IE322_21650() AND IE322_21655() AND IE322_21670() AND IE322_21660() AND IE322_21640(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,IE322_08715(2) AND IE322_08710(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),IE322_20175(2) AND IE322_20170(2) AND IE322_20185(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",IE322_08925() AND IE322_08930() AND IE322_08935(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),IE322_19890() AND IE322_19885() AND IE322_19880(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,IE322_01135() AND IE322_01130() AND IE322_01125(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,IE322_16670() AND IE322_16665() AND IE322_16660(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,IE322_00450() AND IE322_02585(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),IE322_22670(1) AND IE322_22685(2) AND IE322_22680(1) AND IE322_22675(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),IE322_22685() AND IE322_22675() AND IE322_22680() AND IE322_03915(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),IE322_18615() AND IE322_18625(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,IE322_00575() AND IE322_00580() AND IE322_00585(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),IE322_05135() AND IE322_05140(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,IE322_18560(6) AND IE322_18565(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),IE322_22535() AND IE322_22540() AND IE322_01700(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),IE322_15525() AND IE322_00180(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),IE322_16410() AND IE322_16405() AND IE322_16400() AND IE322_16395(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,IE322_23210(4) AND IE322_23205(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),IE322_15045() AND IE322_19890() AND IE322_19885(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,IE322_23100() AND IE322_23095(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,IE322_04045() AND IE322_04050() AND IE322_04040(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,IE322_19895(1) AND IE322_19910(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),IE322_01980(1) AND IE322_01970(1) AND IE322_01975(1) AND IE322_01960(1) AND IE322_01965(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),IE322_24300() AND IE322_24295() AND IE322_24285() AND IE322_24280() AND IE322_24290(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,IE322_14115(1) AND IE322_14120(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),IE322_14290() AND IE322_14275() AND IE322_14285() AND IE322_15695(),,
CPLX_LCYSTabcpp-0,L-cysteate transport via ABC system (periplasm),IE322_07060() AND IE322_20340() AND IE322_20215(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),IE322_19980() AND IE322_19975() AND IE322_19970() AND IE322_19965(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,IE322_07850() AND IE322_14280(),,
CPLX_MCOATA-1,Malonyl-CoA-ACP transacylase,IE322_14280() AND IE322_14290(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,IE322_19655() AND IE322_22425(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,IE322_14465() AND IE322_22425(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,IE322_19655() AND IE322_18740(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,IE322_14465() AND IE322_18740(),,
CPLX_MNabc_1-0,Manganese Mn2 transport via ABC system periplasm,IE322_06435() AND IE322_06425() AND IE322_06430(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),IE322_06140() AND IE322_06135() AND IE322_06130(),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,IE322_25245() AND IE322_00675() AND IE322_18235(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,IE322_23165() AND IE322_00675() AND IE322_18235(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,IE322_23050() AND IE322_00675() AND IE322_18235(),,
CPLX_MPTS-0,Molybdopterin synthase,IE322_00455() AND IE322_00460(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),IE322_04805(1) AND IE322_04780() AND IE322_04785() AND IE322_04750() AND IE322_04765() AND IE322_04790() AND IE322_04760() AND IE322_04770() AND IE322_04795() AND IE322_04755() AND IE322_04775() AND IE322_04745() AND IE322_04800(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,IE322_01705() AND IE322_16485(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),IE322_03380() AND IE322_03375() AND IE322_03370() AND IE322_03365(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,IE322_22435() AND IE322_18535(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),IE322_12520() AND IE322_18740(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),IE322_12520() AND IE322_23310(),,
CPLX_PC-0,Pyruvate carboxylase,IE322_21795() AND IE322_21800(),,
CPLX_PCADYOX-0,Protocatechuate 3 4 dioxygenase,IE322_00020() AND IE322_00025(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,IE322_19315() AND IE322_01525(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),IE322_03810() AND IE322_03815() AND IE322_03820(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",IE322_21900() AND IE322_21905() AND IE322_21895() AND IE322_21890(),,
CPLX_PROabcpp-0,L-proline transport via ABC system (periplasm),IE322_10495() AND IE322_10500() AND IE322_10505(),,
CPLX_PROabcpp-1,L-proline transport via ABC system (periplasm),IE322_16930() AND IE322_16925(),,
CPLX_PROabcpp-2,L-proline transport via ABC system (periplasm),IE322_23275() AND IE322_19890() AND IE322_19885() AND IE322_19880(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),IE322_19265() AND IE322_19270() AND IE322_19260() AND IE322_19255() AND IE322_19265(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),IE322_22620() AND IE322_22625() AND IE322_22630() AND IE322_22635(),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),IE322_22635(1) AND IE322_22630(1) AND IE322_22615(1) AND IE322_22625(2),,
CPLX_PTRCabcpp-3,Putrescine transport via ABC system (periplasm),IE322_22625() AND IE322_22630() AND IE322_22635(),,
CPLX_PTRCabcpp-4,Putrescine transport via ABC system (periplasm),IE322_16905() AND IE322_22625() AND IE322_22630() AND IE322_22635(),,
CPLX_PTRCabcpp-5,Putrescine transport via ABC system (periplasm),IE322_15140() AND IE322_15130() AND IE322_15135() AND IE322_15120(),,
CPLX_RIBabcpp-0,D-ribose transport via ABC system (periplasm),IE322_11975() AND IE322_11985() AND IE322_11980(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),IE322_02165() AND IE322_02170() AND IE322_22425(),,
CPLX_SARCOX-0,Sarcosine oxidase,IE322_19735() AND IE322_19730() AND IE322_19725() AND IE322_19720(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),IE322_20730() AND IE322_20720() AND IE322_20725(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),IE322_02455() AND IE322_22425(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),IE322_02455() AND IE322_18740(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),IE322_01730() AND IE322_22425(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),IE322_01730() AND IE322_18740(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),IE322_06185() AND IE322_22425(),,
CPLX_THIORDXi-5,Hydrogen peroxide reductase (thioredoxin),IE322_06185() AND IE322_18740(),,
CPLX_THIORDXi-6,Hydrogen peroxide reductase (thioredoxin),IE322_07285() AND IE322_22425(),,
CPLX_THIORDXi-7,Hydrogen peroxide reductase (thioredoxin),IE322_07285() AND IE322_18740(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),IE322_22425() AND IE322_17365(),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),IE322_21105(2) AND IE322_21100(2),,
CPLX_UREAabcpp-0,Urea transport via ABC system (periplasm),IE322_24405() AND IE322_24400() AND IE322_24395() AND IE322_24390() AND IE322_24385(),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),IE322_20925(2) AND IE322_20920(2) AND IE322_20910(1),,
CPLX_CRNDH-0,Carnitine 3 dehydrogenase,IE322_19860() AND IE322_19855(),,
CPLX_GLYCL-0,Glycine Cleavage System,IE322_22550(1) AND IE322_04455(2) AND IE322_22545(1) AND IE322_22555(2),,
CPLX_GLYCL-1,Glycine Cleavage System,IE322_16525() AND IE322_16530() AND IE322_16540() AND IE322_04455(),,
CPLX_ADCPS1-0,Adenosylcobinamide-phosphate synthase,IE322_15350() AND IE322_15355(),,
CPLX_PYOVDM1-0,Pyoverdine maduration I,IE322_04325() AND IE322_02815() AND IE322_04335(),,
CPLX_PYOVD2tex-0,Pyoverdine export system,IE322_04340() AND IE322_04350() AND IE322_04345(),,
CPLX_MCCC-0,Methylcrotonoyl-CoA carboxylase,IE322_05035() AND IE322_05025(),,
CPLX_CBIuabcpp-0,"Cobinamide transport via ABC system (uptake, periplasm)",IE322_18670() AND IE322_25225() AND IE322_25220(),,
CPLX_rxn12206-0,,IE322_07820() AND IE322_07830() AND IE322_07835() AND IE322_07840(),,
CPLX_rxn05542-0,,IE322_16870() AND IE322_16875() AND IE322_16880() AND IE322_16885(),,
CPLX_rxn13804cyt-0,,IE322_10905() AND IE322_10900(),,
CPLX_SUCOASr-0,,IE322_04460(2) AND IE322_04465(2),,
CPLX_ACTD2-0,Acetoin dehydrogenase,IE322_18495() AND IE322_18500() AND IE322_18505() AND IE322_18490(),,
CPLX_GLYCTO1-0,Glycolate oxidase,IE322_06630() AND IE322_06635() AND IE322_06640(),,
CPLX_I4FE4ST-0,ISC [4Fe-4S] Transfer,IE322_17055() AND IE322_17060(),,
CPLX_SCYSDS-0,SUF Cysteine desulfuration,IE322_15790() AND IE322_15795(),,
CPLX_I2FE2SR-0,ISC [2Fe-2S] regeneration,IE322_17065() AND IE322_17060(),,
CPLX_I2FE2SR-1,ISC [2Fe-2S] regeneration,IE322_06295() AND IE322_17060(),,
CPLX_THZPSN3_PA-0,,IE322_23350() AND IE322_23065(),,
CPLX_MOADSUx-0,"MoaD sulfuration (nadh, assumed)",IE322_17065() AND IE322_00455(),,
CPLX_MOADSUx-1,"MoaD sulfuration (nadh, assumed)",IE322_06295() AND IE322_00455(),,
CPLX_CBPS-0,Carbamoyl-phosphate synthase (glutamine-hydrolysing),IE322_25020(2) AND IE322_25025(2),,
CPLX_K2L4Aabctex-0,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),IE322_16555() AND IE322_16560() AND IE322_16695() AND IE322_16690() AND IE322_19305(),,
CPLX_NO3abcpp-0,Nitrate transport via ABC system (periplasm),IE322_07060() AND IE322_07055() AND IE322_07065(),,
CPLX_MINCYCtpp-0,Minocycline transport via TolC system,IE322_01130() AND IE322_01135() AND IE322_23980(),,
CPLX_RFAMPtpp-0,Rifampin transport via TolC system,IE322_01135() AND IE322_23980(),,
CPLX_Kt2pp-0,Potassium transport in via proton symport (periplasm),IE322_21185() AND IE322_02500(),,
CPLX_Kt2pp-1,Potassium transport in via proton symport (periplasm),IE322_21185() AND IE322_03120(),,
CPLX_FDHr-0,,IE322_18850() AND IE322_18845() AND IE322_18840() AND IE322_18835(),,
CPLX_FDH4pp-0,Formate dehydrogenase (quinone-8) (periplasm),IE322_18840(1) AND IE322_18845(1) AND IE322_18850(1),,
CPLX_rxn13892-0,,IE322_17160() AND IE322_17165() AND IE322_17155() AND IE322_17150(),,
CPLX_rxn05620-0,,IE322_20340() AND IE322_20335(),,
CPLX_rxn05620-1,,IE322_20595() AND IE322_20590() AND IE322_20585(),,
CPLX_rxn05620-2,,IE322_20175() AND IE322_20170(),,
CPLX_rxn05614-0,,IE322_20275() AND IE322_20270() AND IE322_20265(),,
CPLX_rxn13870-0,,IE322_19615() AND IE322_19610(),,
CPLX_SUCD4i-0,,IE322_04380() AND IE322_04375() AND IE322_04370(),,
CPLX_I2FE2SS2fdx-0,ISC 2Fe 2S Synthesis II,IE322_17055() AND IE322_17065() AND IE322_17060(),,
CPLX_I2FE2SS2fdx-1,ISC 2Fe 2S Synthesis II,IE322_17055() AND IE322_06295() AND IE322_17060(),,
CPLX_SUCDi-0,Succinate dehydrogenase (irreversible),IE322_04425(1) AND IE322_04435(1) AND IE322_04430(1) AND IE322_04440(1),,
CPLX_UAGAAT2_1-0,UDP N acetylglucosamine acyltransferase  hydroxydecanoyl,IE322_14280() AND IE322_15690(),,
CPLX_METabcpp-0,L-methionine transport via ABC system (periplasm),IE322_20945() AND IE322_20940() AND IE322_20950(),,
