bnum	position	modification
IE322_02070	1518	m62A
IE322_02070	1519	m62A
IE322_12875	1518	m62A
IE322_12875	1519	m62A
IE322_18280	1518	m62A
IE322_18280	1519	m62A
IE322_19145	1518	m62A
IE322_19145	1519	m62A
IE322_20685	1518	m62A
IE322_20685	1519	m62A
IE322_20700	1518	m62A
IE322_20700	1519	m62A
IE322_25290	1518	m62A
IE322_25290	1519	m62A
IE322_02070	967	m5C
IE322_12875	967	m5C
IE322_18280	967	m5C
IE322_19145	967	m5C
IE322_20685	967	m5C
IE322_20700	967	m5C
IE322_25290	967	m5C
IE322_02070	966	m2G
IE322_12875	966	m2G
IE322_18280	966	m2G
IE322_19145	966	m2G
IE322_20685	966	m2G
IE322_20700	966	m2G
IE322_25290	966	m2G
IE322_02070	1498	m3U
IE322_12875	1498	m3U
IE322_18280	1498	m3U
IE322_19145	1498	m3U
IE322_20685	1498	m3U
IE322_20700	1498	m3U
IE322_25290	1498	m3U
IE322_02070	527	m7G
IE322_12875	527	m7G
IE322_18280	527	m7G
IE322_19145	527	m7G
IE322_20685	527	m7G
IE322_20700	527	m7G
IE322_25290	527	m7G
IE322_02070	1402	m4Cm
IE322_12875	1402	m4Cm
IE322_18280	1402	m4Cm
IE322_19145	1402	m4Cm
IE322_20685	1402	m4Cm
IE322_20700	1402	m4Cm
IE322_25290	1402	m4Cm
IE322_02070	516	Y
IE322_12875	516	Y
IE322_18280	516	Y
IE322_19145	516	Y
IE322_20685	516	Y
IE322_20700	516	Y
IE322_25290	516	Y
IE322_02075	2503	m2A
IE322_12860	2503	m2A
IE322_18265	2503	m2A
IE322_19140	2503	m2A
IE322_20670	2503	m2A
IE322_20695	2503	m2A
IE322_25305	2503	m2A
IE322_02075	2251	Gm
IE322_12860	2251	Gm
IE322_18265	2251	Gm
IE322_19140	2251	Gm
IE322_20670	2251	Gm
IE322_20695	2251	Gm
IE322_25305	2251	Gm
IE322_02075	1939	m5U
IE322_12860	1939	m5U
IE322_18265	1939	m5U
IE322_19140	1939	m5U
IE322_20670	1939	m5U
IE322_20695	1939	m5U
IE322_25305	1939	m5U
IE322_02075	2498	Cm
IE322_12860	2498	Cm
IE322_18265	2498	Cm
IE322_19140	2498	Cm
IE322_20670	2498	Cm
IE322_20695	2498	Cm
IE322_25305	2498	Cm
IE322_02075	745	m1G
IE322_12860	745	m1G
IE322_18265	745	m1G
IE322_19140	745	m1G
IE322_20670	745	m1G
IE322_20695	745	m1G
IE322_25305	745	m1G
IE322_02075	1835	m2G
IE322_12860	1835	m2G
IE322_18265	1835	m2G
IE322_19140	1835	m2G
IE322_20670	1835	m2G
IE322_20695	1835	m2G
IE322_25305	1835	m2G
IE322_02075	1962	m5C
IE322_12860	1962	m5C
IE322_18265	1962	m5C
IE322_19140	1962	m5C
IE322_20670	1962	m5C
IE322_20695	1962	m5C
IE322_25305	1962	m5C
IE322_02075	1618	m6A
IE322_12860	1618	m6A
IE322_18265	1618	m6A
IE322_19140	1618	m6A
IE322_20670	1618	m6A
IE322_20695	1618	m6A
IE322_25305	1618	m6A
IE322_02075	2069	m7G
IE322_12860	2069	m7G
IE322_18265	2069	m7G
IE322_19140	2069	m7G
IE322_20670	2069	m7G
IE322_20695	2069	m7G
IE322_25305	2069	m7G
IE322_02075	2552	Um
IE322_12860	2552	Um
IE322_18265	2552	Um
IE322_19140	2552	Um
IE322_20670	2552	Um
IE322_20695	2552	Um
IE322_25305	2552	Um
IE322_02075	1911	Y
IE322_02075	1915	Y
IE322_02075	1917	Y
IE322_12860	1911	Y
IE322_12860	1915	Y
IE322_12860	1917	Y
IE322_18265	1911	Y
IE322_18265	1915	Y
IE322_18265	1917	Y
IE322_19140	1911	Y
IE322_19140	1915	Y
IE322_19140	1917	Y
IE322_20670	1911	Y
IE322_20670	1915	Y
IE322_20670	1917	Y
IE322_20695	1911	Y
IE322_20695	1915	Y
IE322_20695	1917	Y
IE322_25305	1911	Y
IE322_25305	1915	Y
IE322_25305	1917	Y
