Reaction	Complexes
2AGPE140tipp	HZ99_26580-MONOMER
2AGPE141tipp	HZ99_26580-MONOMER
2AGPG140tipp	HZ99_26580-MONOMER
2AGPG141tipp	HZ99_26580-MONOMER
2DHGLCK	HZ99_04025-MONOMER
2DHGLCNkt_tpp	HZ99_04030-MONOMER
2HH24DDH1	HZ99_06990-MONOMER
2MAHMP	HZ99_05735-MONOMER
3HAACOAT100	HZ99_15540-MONOMER
3HAACOAT120	HZ99_15540-MONOMER
3HAACOAT121	HZ99_15540-MONOMER
3HAACOAT140	HZ99_15540-MONOMER
3HAACOAT141	HZ99_15540-MONOMER
3HAACOAT60	HZ99_15540-MONOMER
3HAACOAT80	HZ99_15540-MONOMER
3HAD100	HZ99_24200-MONOMER
3HAD120	HZ99_24200-MONOMER
3HAD121	HZ99_24200-MONOMER
3HAD140	HZ99_24200-MONOMER
3HAD141	HZ99_24200-MONOMER
3HAD160	HZ99_24200-MONOMER
3HAD161	HZ99_24200-MONOMER
3HAD180	HZ99_24200-MONOMER
3HAD181	HZ99_24200-MONOMER
3HAD40	HZ99_24200-MONOMER
3HAD60	HZ99_24200-MONOMER
3HAD80	HZ99_24200-MONOMER
3HOXPACt2pp	HZ99_06985-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	HZ99_09135-MONOMER
3OAR120	HZ99_09135-MONOMER
3OAR121	HZ99_09135-MONOMER
3OAR140	HZ99_09135-MONOMER
3OAR141	HZ99_09135-MONOMER
3OAR160	HZ99_09135-MONOMER
3OAR161	HZ99_09135-MONOMER
3OAR180	HZ99_09135-MONOMER
3OAR181	HZ99_09135-MONOMER
3OAR40	HZ99_09135-MONOMER
3OAR60	HZ99_09135-MONOMER
3OAR80	HZ99_09135-MONOMER
3OAS100	HZ99_09125-MONOMER OR HZ99_26320-MONOMER
3OAS120	HZ99_09125-MONOMER OR HZ99_26320-MONOMER
3OAS121	HZ99_26320-MONOMER
3OAS140	HZ99_09125-MONOMER OR HZ99_26320-MONOMER
3OAS141	HZ99_26320-MONOMER
3OAS160	HZ99_09125-MONOMER OR HZ99_26320-MONOMER
3OAS161	HZ99_26320-MONOMER
3OAS180	HZ99_26320-MONOMER
3OAS181	HZ99_26320-MONOMER
3OAS60	HZ99_09125-MONOMER OR HZ99_26320-MONOMER
3OAS80	HZ99_09125-MONOMER OR HZ99_26320-MONOMER
3OXCOAT	HZ99_24560-MONOMER
3OXOADPt_pp	HZ99_24575-MONOMER
3PEPTabcpp	HZ99_04385-MONOMER OR HZ99_04390-MONOMER OR HZ99_04395-MONOMER OR HZ99_04400-MONOMER
3_4DHBZ1t_pp	HZ99_24545-MONOMER
3_4DHBZt2	HZ99_18820-MONOMER
4CMLCL_kt	HZ99_24590-MONOMER OR HZ99_12525-MONOMER
4HBHYOX	HZ99_25195-MONOMER
4HBZtex	HZ99_24600-MONOMER
4HTHRS	HZ99_23870-MONOMER_mod_pydx5p(1)
4PEPTabcpp	HZ99_04385-MONOMER OR HZ99_04390-MONOMER OR HZ99_04395-MONOMER OR HZ99_04400-MONOMER
5HPUDICDC_c	HZ99_26790-MONOMER
A5PISO	HZ99_12375-MONOMER
AACPS1	HZ99_09130-MONOMER_mod_pan4p(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ac(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_mal(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_act(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ha(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_egme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ogme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_gme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hgme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pim(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_epme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_opme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hpme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_oc(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3odec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_dca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ddca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_myrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_palm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_octe(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hocta(1)
AACPS2	HZ99_09130-MONOMER_mod_pan4p(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ac(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_mal(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_act(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ha(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_egme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ogme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_gme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hgme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pim(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_epme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_opme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hpme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_oc(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3odec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_dca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ddca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_myrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_palm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_octe(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hocta(1)
AACPS3	HZ99_09130-MONOMER_mod_pan4p(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ac(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_mal(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_act(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ha(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_egme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ogme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_gme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hgme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pim(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_epme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_opme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hpme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_oc(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3odec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_dca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ddca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_myrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_palm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_octe(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hocta(1)
AACPS4	HZ99_09130-MONOMER_mod_pan4p(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ac(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_mal(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_act(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_but(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ha(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_egme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ogme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_gme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hgme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pim(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_epme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_opme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_pme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hpme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_oc(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3odec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_dca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ddca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_myrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_hde(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_palm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_octe(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR HZ99_09130-MONOMER_mod_pan4p(1)_mod_3hocta(1)
