Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
HZ99_07380-MONOMER	Periplasm	HZ99_07380()	Periplasm	s
HZ99_20520-MONOMER	Outer_Membrane	HZ99_20520()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	HZ99_20520()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	HZ99_20520()	Outer_Membrane	sb
HZ99_27735-MONOMER	Inner_Membrane	HZ99_27735()	Inner_Membrane	r
HZ99_11085-MONOMER	Inner_Membrane	HZ99_11085()	Inner_Membrane	r
HZ99_12125-MONOMER	Inner_Membrane	HZ99_12125()	Inner_Membrane	r
HZ99_00775-MONOMER	Inner_Membrane	HZ99_00775()	Inner_Membrane	r
HZ99_27140-MONOMER	Inner_Membrane	HZ99_27140()	Inner_Membrane	r
HZ99_23185-MONOMER	Periplasm	HZ99_23185()	Periplasm	s
HZ99_17090-MONOMER	Inner_Membrane	HZ99_17090()	Inner_Membrane	r
HZ99_06360-MONOMER	Inner_Membrane	HZ99_06360()	Inner_Membrane	r
HZ99_09950-MONOMER	Inner_Membrane	HZ99_09950()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	HZ99_09950()	Periplasm	s
HZ99_06365-MONOMER	Inner_Membrane	HZ99_06365()	Inner_Membrane	r
HZ99_08700-MONOMER	Inner_Membrane	HZ99_08700()	Inner_Membrane	r
HZ99_23230-MONOMER	Inner_Membrane	HZ99_23230()	Inner_Membrane	r
HZ99_23220-MONOMER	Inner_Membrane	HZ99_23220()	Inner_Membrane	p
HZ99_23225-MONOMER	Inner_Membrane	HZ99_23225()	Inner_Membrane	r
HZ99_23215-MONOMER	Inner_Membrane	HZ99_23215()	Inner_Membrane	p
HZ99_08175-MONOMER	Periplasm	HZ99_08175()	Periplasm	s
HZ99_20020-MONOMER	Inner_Membrane	HZ99_20020()	Inner_Membrane	r
HZ99_23750-MONOMER	Inner_Membrane	HZ99_23750()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	HZ99_23750()	Inner_Membrane	r
HZ99_18800-MONOMER	Inner_Membrane	HZ99_18800()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	HZ99_18800()	Periplasm	s
HZ99_18810-MONOMER	Inner_Membrane	HZ99_18810()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	HZ99_18810()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	HZ99_18810()	Inner_Membrane	r
HZ99_18805-MONOMER	Inner_Membrane	HZ99_18805()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	HZ99_18805()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	HZ99_18805()	Inner_Membrane	r
HZ99_11385-MONOMER	Inner_Membrane	HZ99_11385()	Inner_Membrane	r
HZ99_02745-MONOMER	Periplasm	HZ99_02745()	Periplasm	s
HZ99_24170-MONOMER	Inner_Membrane	HZ99_24170()	Inner_Membrane	r
HZ99_26255-MONOMER	Inner_Membrane	HZ99_26255()	Inner_Membrane	r
HZ99_21175-MONOMER	Inner_Membrane	HZ99_21175()	Inner_Membrane	s
HZ99_12965-MONOMER	Inner_Membrane	HZ99_12965()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	HZ99_12965()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	HZ99_12965()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	HZ99_12965()	Inner_Membrane	r
HZ99_02670-MONOMER	Inner_Membrane	HZ99_02670()	Inner_Membrane	r
HZ99_16135-MONOMER	Inner_Membrane	HZ99_16135()	Inner_Membrane	r
HZ99_17025-MONOMER	Outer_Membrane	HZ99_17025()	Inner_Membrane	s
HZ99_12680-MONOMER	Outer_Membrane	HZ99_12680()	Outer_Membrane	sb
HZ99_17020-MONOMER	Outer_Membrane	HZ99_17020()	Inner_Membrane	p
HZ99_26210-MONOMER	Inner_Membrane	HZ99_26210()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	HZ99_26210()	Inner_Membrane	r
HZ99_26215-MONOMER	Inner_Membrane	HZ99_26215()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	HZ99_26215()	Inner_Membrane	r
HZ99_10345-MONOMER	Inner_Membrane	HZ99_10345()	Inner_Membrane	p
CPLX_Kt2pp-0	Inner_Membrane	HZ99_10345()	Inner_Membrane	p
HZ99_05780-MONOMER	Inner_Membrane	HZ99_05780()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05780()	Inner_Membrane	p
HZ99_05835-MONOMER	Inner_Membrane	HZ99_05835()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05835()	Inner_Membrane	r
HZ99_05820-MONOMER	Inner_Membrane	HZ99_05820()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05820()	Inner_Membrane	r
HZ99_05825-MONOMER	Inner_Membrane	HZ99_05825()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05825()	Inner_Membrane	p
HZ99_05830-MONOMER	Inner_Membrane	HZ99_05830()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05830()	Inner_Membrane	r
HZ99_05810-MONOMER	Inner_Membrane	HZ99_05810()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05810()	Inner_Membrane	r
HZ99_05840-MONOMER	Inner_Membrane	HZ99_05840()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	HZ99_05840()	Inner_Membrane	r
HZ99_11125-MONOMER	Inner_Membrane	HZ99_11125()	Inner_Membrane	r
HZ99_25675-MONOMER	Outer_Membrane	HZ99_25675()	Outer_Membrane	sb
HZ99_26885-MONOMER	Inner_Membrane	HZ99_26885()	Inner_Membrane	r
HZ99_02680-MONOMER	Inner_Membrane	HZ99_02680()	Inner_Membrane	r
HZ99_19210-MONOMER	Inner_Membrane	HZ99_19210()	Inner_Membrane	r
HZ99_24615-MONOMER	Outer_Membrane	HZ99_24615()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	HZ99_24615()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	HZ99_24615()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	HZ99_24615()	Inner_Membrane	pa
HZ99_18875-MONOMER	Inner_Membrane	HZ99_18875()	Inner_Membrane	r
HZ99_10385-MONOMER	Inner_Membrane	HZ99_10385()	Inner_Membrane	r
HZ99_26200-MONOMER	Inner_Membrane	HZ99_26200()	Inner_Membrane	r
HZ99_02165-MONOMER	Inner_Membrane	HZ99_02165()	Inner_Membrane	r
HZ99_24575-MONOMER	Inner_Membrane	HZ99_24575()	Inner_Membrane	r
HZ99_23235-MONOMER	Inner_Membrane	HZ99_23235()	Inner_Membrane	r
HZ99_23730-MONOMER	Periplasm	HZ99_23730()	Periplasm	s
HZ99_13150-MONOMER	Inner_Membrane	HZ99_13150()	Inner_Membrane	r
HZ99_00375-MONOMER	Inner_Membrane	HZ99_00375()	Inner_Membrane	r
HZ99_13145-MONOMER	Inner_Membrane	HZ99_13145()	Inner_Membrane	r
