Reaction	Complexes
2AGPE140tipp	HAV28_19265-MONOMER
2AGPE141tipp	HAV28_19265-MONOMER
2AGPG140tipp	HAV28_19265-MONOMER
2AGPG141tipp	HAV28_19265-MONOMER
2MAHMP	HAV28_15515-MONOMER
3AMACHYD	HAV28_08840-MONOMER
3HAACOAT100	HAV28_20305-MONOMER
3HAACOAT120	HAV28_20305-MONOMER
3HAACOAT121	HAV28_20305-MONOMER
3HAACOAT140	HAV28_20305-MONOMER
3HAACOAT141	HAV28_20305-MONOMER
3HAACOAT60	HAV28_20305-MONOMER
3HAACOAT80	HAV28_20305-MONOMER
3HAD100	HAV28_06085-MONOMER
3HAD120	HAV28_06085-MONOMER
3HAD121	HAV28_06085-MONOMER
3HAD140	HAV28_06085-MONOMER
3HAD141	HAV28_06085-MONOMER
3HAD160	HAV28_06085-MONOMER
3HAD161	HAV28_06085-MONOMER
3HAD180	HAV28_06085-MONOMER
3HAD181	HAV28_06085-MONOMER
3HAD40	HAV28_06085-MONOMER
3HAD60	HAV28_06085-MONOMER
3HAD80	HAV28_06085-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	HAV28_18250-MONOMER
3OAR120	HAV28_18250-MONOMER
3OAR121	HAV28_18250-MONOMER
3OAR140	HAV28_18250-MONOMER
3OAR141	HAV28_18250-MONOMER
3OAR160	HAV28_18250-MONOMER
3OAR161	HAV28_18250-MONOMER
3OAR180	HAV28_18250-MONOMER
3OAR181	HAV28_18250-MONOMER
3OAR40	HAV28_18250-MONOMER
3OAR60	HAV28_18250-MONOMER
3OAR80	HAV28_18250-MONOMER
3OAS100	HAV28_18240-MONOMER OR HAV28_08420-MONOMER
3OAS120	HAV28_18240-MONOMER OR HAV28_08420-MONOMER
3OAS121	HAV28_08420-MONOMER
3OAS140	HAV28_18240-MONOMER OR HAV28_08420-MONOMER
3OAS141	HAV28_08420-MONOMER
3OAS160	HAV28_18240-MONOMER OR HAV28_08420-MONOMER
3OAS161	HAV28_08420-MONOMER
3OAS180	HAV28_08420-MONOMER
3OAS181	HAV28_08420-MONOMER
3OAS60	HAV28_18240-MONOMER OR HAV28_08420-MONOMER
3OAS80	HAV28_18240-MONOMER OR HAV28_08420-MONOMER
3OXCOAT	HAV28_20470-MONOMER
3OXOADPt_pp	HAV28_20465-MONOMER
3PEPTabcpp	HAV28_08555-MONOMER OR HAV28_08550-MONOMER OR HAV28_08545-MONOMER OR HAV28_08540-MONOMER
3_4DHBZ1t_pp	HAV28_20485-MONOMER
3_4DHBZt2	HAV28_20445-MONOMER
4CMLCL_kt	HAV28_20450-MONOMER
4HBHYOX	HAV28_13815-MONOMER
4HBZtex	HAV28_20435-MONOMER
4HTHRS	HAV28_05680-MONOMER_mod_pydx5p(1)
4PEPTabcpp	HAV28_08555-MONOMER OR HAV28_08550-MONOMER OR HAV28_08545-MONOMER OR HAV28_08540-MONOMER
5HPUDICDC_c	HAV28_07955-MONOMER
A5PISO	HAV28_05160-MONOMER
