Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
HAV28_14900-MONOMER	Periplasm	HAV28_14900()	Periplasm	s
HAV28_02435-MONOMER	Outer_Membrane	HAV28_02435()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	HAV28_02435()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	HAV28_02435()	Outer_Membrane	sb
HAV28_08185-MONOMER	Inner_Membrane	HAV28_08185()	Inner_Membrane	r
HAV28_06280-MONOMER	Inner_Membrane	HAV28_06280()	Inner_Membrane	r
HAV28_20865-MONOMER	Inner_Membrane	HAV28_20865()	Inner_Membrane	r
HAV28_12255-MONOMER	Periplasm	HAV28_12255()	Periplasm	s
HAV28_09935-MONOMER	Inner_Membrane	HAV28_09935()	Inner_Membrane	r
HAV28_17685-MONOMER	Periplasm	HAV28_17685()	Periplasm	s
HAV28_24925-MONOMER	Inner_Membrane	HAV28_24925()	Inner_Membrane	r
HAV28_07245-MONOMER	Inner_Membrane	HAV28_07245()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	HAV28_07245()	Inner_Membrane	r
HAV28_07240-MONOMER	Inner_Membrane	HAV28_07240()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	HAV28_07240()	Periplasm	s
HAV28_07250-MONOMER	Inner_Membrane	HAV28_07250()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	HAV28_07250()	Inner_Membrane	r
HAV28_07845-MONOMER	Inner_Membrane	HAV28_07845()	Inner_Membrane	r
HAV28_04295-MONOMER	Inner_Membrane	HAV28_04295()	Inner_Membrane	r
HAV28_04285-MONOMER	Inner_Membrane	HAV28_04285()	Inner_Membrane	p
HAV28_04290-MONOMER	Inner_Membrane	HAV28_04290()	Inner_Membrane	r
HAV28_04280-MONOMER	Inner_Membrane	HAV28_04280()	Inner_Membrane	p
HAV28_17330-MONOMER	Periplasm	HAV28_17330()	Periplasm	s
HAV28_01995-MONOMER	Inner_Membrane	HAV28_01995()	Inner_Membrane	r
HAV28_01005-MONOMER	Inner_Membrane	HAV28_01005()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	HAV28_01005()	Periplasm	s
HAV28_01015-MONOMER	Inner_Membrane	HAV28_01015()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	HAV28_01015()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	HAV28_01015()	Inner_Membrane	r
HAV28_01010-MONOMER	Inner_Membrane	HAV28_01010()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	HAV28_01010()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	HAV28_01010()	Inner_Membrane	r
HAV28_19985-MONOMER	Inner_Membrane	HAV28_19985()	Inner_Membrane	r
HAV28_10270-MONOMER	Inner_Membrane	HAV28_10270()	Inner_Membrane	r
HAV28_05725-MONOMER	Inner_Membrane	HAV28_05725()	Inner_Membrane	p
HAV28_05730-MONOMER	Inner_Membrane	HAV28_05730()	Inner_Membrane	p
HAV28_05740-MONOMER	Inner_Membrane	HAV28_05740()	Periplasm	s
HAV28_08825-MONOMER	Periplasm	HAV28_08825()	Periplasm	s
HAV28_06055-MONOMER	Inner_Membrane	HAV28_06055()	Inner_Membrane	r
HAV28_08375-MONOMER	Inner_Membrane	HAV28_08375()	Inner_Membrane	r
HAV28_03040-MONOMER	Inner_Membrane	HAV28_03040()	Inner_Membrane	s
HAV28_03215-MONOMER	Inner_Membrane	HAV28_03215()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	HAV28_03215()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	HAV28_03215()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	HAV28_03215()	Inner_Membrane	r
HAV28_11800-MONOMER	Inner_Membrane	HAV28_11800()	Inner_Membrane	r
HAV28_11525-MONOMER	Inner_Membrane	HAV28_11525()	Inner_Membrane	r
