Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CHR29_16975-MONOMER	Periplasm	CHR29_16975()	Periplasm	s
CHR29_25180-MONOMER	Outer_Membrane	CHR29_25180()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	CHR29_25180()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	CHR29_25180()	Outer_Membrane	sb
CHR29_19020-MONOMER	Inner_Membrane	CHR29_19020()	Inner_Membrane	r
CHR29_21210-MONOMER	Inner_Membrane	CHR29_21210()	Inner_Membrane	r
CHR29_22780-MONOMER	Inner_Membrane	CHR29_22780()	Inner_Membrane	r
CHR29_12480-MONOMER	Periplasm	CHR29_12480()	Periplasm	s
CHR29_10865-MONOMER	Inner_Membrane	CHR29_10865()	Inner_Membrane	r
CHR29_08825-MONOMER	Periplasm	CHR29_08825()	Periplasm	s
CHR29_27430-MONOMER	Inner_Membrane	CHR29_27430()	Inner_Membrane	r
CHR29_19985-MONOMER	Inner_Membrane	CHR29_19985()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	CHR29_19985()	Inner_Membrane	r
CHR29_19990-MONOMER	Inner_Membrane	CHR29_19990()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	CHR29_19990()	Periplasm	s
CHR29_19980-MONOMER	Inner_Membrane	CHR29_19980()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	CHR29_19980()	Inner_Membrane	r
CHR29_09235-MONOMER	Inner_Membrane	CHR29_09235()	Inner_Membrane	r
CHR29_04620-MONOMER	Inner_Membrane	CHR29_04620()	Inner_Membrane	r
CHR29_04610-MONOMER	Inner_Membrane	CHR29_04610()	Inner_Membrane	p
CHR29_04615-MONOMER	Inner_Membrane	CHR29_04615()	Inner_Membrane	r
CHR29_04605-MONOMER	Inner_Membrane	CHR29_04605()	Inner_Membrane	p
CHR29_09000-MONOMER	Periplasm	CHR29_09000()	Periplasm	s
CHR29_25635-MONOMER	Inner_Membrane	CHR29_25635()	Inner_Membrane	r
CHR29_26440-MONOMER	Inner_Membrane	CHR29_26440()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	CHR29_26440()	Periplasm	s
CHR29_26430-MONOMER	Inner_Membrane	CHR29_26430()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CHR29_26430()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	CHR29_26430()	Inner_Membrane	r
CHR29_26435-MONOMER	Inner_Membrane	CHR29_26435()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CHR29_26435()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	CHR29_26435()	Inner_Membrane	r
CHR29_21830-MONOMER	Inner_Membrane	CHR29_21830()	Inner_Membrane	r
CHR29_21360-MONOMER	Inner_Membrane	CHR29_21360()	Inner_Membrane	r
CHR29_05785-MONOMER	Inner_Membrane	CHR29_05785()	Inner_Membrane	p
CHR29_05790-MONOMER	Inner_Membrane	CHR29_05790()	Inner_Membrane	p
CHR29_05800-MONOMER	Inner_Membrane	CHR29_05800()	Periplasm	s
CHR29_09405-MONOMER	Periplasm	CHR29_09405()	Periplasm	s
CHR29_06075-MONOMER	Inner_Membrane	CHR29_06075()	Inner_Membrane	r
CHR29_18800-MONOMER	Inner_Membrane	CHR29_18800()	Inner_Membrane	r
CHR29_03325-MONOMER	Inner_Membrane	CHR29_03325()	Inner_Membrane	s
CHR29_03495-MONOMER	Inner_Membrane	CHR29_03495()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	CHR29_03495()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	CHR29_03495()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	CHR29_03495()	Inner_Membrane	r
CHR29_12885-MONOMER	Inner_Membrane	CHR29_12885()	Inner_Membrane	r
CHR29_15645-MONOMER	Inner_Membrane	CHR29_15645()	Inner_Membrane	r
CHR29_26865-MONOMER	Inner_Membrane	CHR29_26865()	Inner_Membrane	r
CHR29_07560-MONOMER	Inner_Membrane	CHR29_07560()	Inner_Membrane	r
CHR29_27380-MONOMER	Outer_Membrane	CHR29_27380()	Inner_Membrane	s
CHR29_09620-MONOMER	Outer_Membrane	CHR29_09620()	Outer_Membrane	sb
CHR29_27375-MONOMER	Outer_Membrane	CHR29_27375()	Inner_Membrane	p
CHR29_18845-MONOMER	Inner_Membrane	CHR29_18845()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	CHR29_18845()	Inner_Membrane	r
CHR29_18840-MONOMER	Inner_Membrane	CHR29_18840()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	CHR29_18840()	Inner_Membrane	r
CHR29_06550-MONOMER	Inner_Membrane	CHR29_06550()	Inner_Membrane	r
CHR29_18495-MONOMER	Inner_Membrane	CHR29_18495()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18495()	Inner_Membrane	p
CHR29_18550-MONOMER	Inner_Membrane	CHR29_18550()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18550()	Inner_Membrane	r
CHR29_18535-MONOMER	Inner_Membrane	CHR29_18535()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18535()	Inner_Membrane	r
CHR29_18540-MONOMER	Inner_Membrane	CHR29_18540()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18540()	Inner_Membrane	p
CHR29_18545-MONOMER	Inner_Membrane	CHR29_18545()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18545()	Inner_Membrane	r
CHR29_18525-MONOMER	Inner_Membrane	CHR29_18525()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18525()	Inner_Membrane	r
CHR29_18555-MONOMER	Inner_Membrane	CHR29_18555()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	CHR29_18555()	Inner_Membrane	r
CHR29_06265-MONOMER	Inner_Membrane	CHR29_06265()	Inner_Membrane	r
CHR29_06500-MONOMER	Outer_Membrane	CHR29_06500()	Outer_Membrane	sb
CHR29_07190-MONOMER	Inner_Membrane	CHR29_07190()	Inner_Membrane	r
CHR29_12895-MONOMER	Inner_Membrane	CHR29_12895()	Inner_Membrane	r
CHR29_07495-MONOMER	Inner_Membrane	CHR29_07495()	Inner_Membrane	r
CHR29_22320-MONOMER	Outer_Membrane	CHR29_22320()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	CHR29_22320()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	CHR29_22320()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	CHR29_22320()	Inner_Membrane	pa
CHR29_15925-MONOMER	Inner_Membrane	CHR29_15925()	Inner_Membrane	r
CHR29_05010-MONOMER	Inner_Membrane	CHR29_05010()	Inner_Membrane	r
CHR29_20100-MONOMER	Inner_Membrane	CHR29_20100()	Inner_Membrane	r
CPLX_Kt2pp-0	Inner_Membrane	CHR29_20100()	Inner_Membrane	r
CHR29_06785-MONOMER	Inner_Membrane	CHR29_06785()	Inner_Membrane	r
CHR29_22365-MONOMER	Inner_Membrane	CHR29_22365()	Inner_Membrane	r
CHR29_04625-MONOMER	Inner_Membrane	CHR29_04625()	Inner_Membrane	r
CHR29_05540-MONOMER	Periplasm	CHR29_05540()	Periplasm	s
CHR29_23405-MONOMER	Inner_Membrane	CHR29_23405()	Inner_Membrane	r
CHR29_23400-MONOMER	Inner_Membrane	CHR29_23400()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	CHR29_23400()	Inner_Membrane	r
CHR29_23395-MONOMER	Inner_Membrane	CHR29_23395()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	CHR29_23395()	Inner_Membrane	r
CHR29_17495-MONOMER	Inner_Membrane	CHR29_17495()	Inner_Membrane	r
CHR29_00810-MONOMER	Inner_Membrane	CHR29_00810()	Inner_Membrane	r
CHR29_00455-MONOMER	Inner_Membrane	CHR29_00455()	Inner_Membrane	r
CHR29_03055-MONOMER	Inner_Membrane	CHR29_03055()	Inner_Membrane	r
CHR29_07220-MONOMER	Inner_Membrane	CHR29_07220()	Inner_Membrane	r
CHR29_22230-MONOMER	Periplasm	CHR29_22230()	Periplasm	s
CHR29_07545-MONOMER	Inner_Membrane	CHR29_07545()	Inner_Membrane	r
CHR29_16970-MONOMER	Inner_Membrane	CHR29_16970()	Periplasm	s
CPLX_RIBabcpp-0	Inner_Membrane	CHR29_16970()	Periplasm	s
CHR29_16960-MONOMER	Inner_Membrane	CHR29_16960()	Inner_Membrane	r
CPLX_RIBabcpp-0	Inner_Membrane	CHR29_16960()	Inner_Membrane	r
CHR29_02905-MONOMER	Inner_Membrane	CHR29_02905()	Inner_Membrane	r
CPLX_FDHr-0	Inner_Membrane	CHR29_02905()	Inner_Membrane	r
CPLX_FDH4pp-0	Inner_Membrane	CHR29_02905()	Inner_Membrane	r
CHR29_02900-MONOMER	Inner_Membrane	CHR29_02900()	Inner_Membrane	t
CPLX_FDHr-0	Inner_Membrane	CHR29_02900()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	CHR29_02900()	Inner_Membrane	t
CHR29_02895-MONOMER	Inner_Membrane	CHR29_02895()	Periplasm	t
CPLX_FDHr-0	Inner_Membrane	CHR29_02895()	Periplasm	t
CPLX_FDH4pp-0	Inner_Membrane	CHR29_02895()	Periplasm	t
CHR29_27720-MONOMER	Inner_Membrane	CHR29_27720()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	CHR29_27720()	Inner_Membrane	r
CHR29_27695-MONOMER	Inner_Membrane	CHR29_27695()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	CHR29_27695()	Inner_Membrane	y
CHR29_27730-MONOMER	Inner_Membrane	CHR29_27730()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	CHR29_27730()	Inner_Membrane	p
CHR29_27725-MONOMER	Inner_Membrane	CHR29_27725()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	CHR29_27725()	Inner_Membrane	r
CHR29_01275-MONOMER	Inner_Membrane	CHR29_01275()	Inner_Membrane	r
CHR29_21535-MONOMER	Inner_Membrane	CHR29_21535()	Inner_Membrane	p
