bnum	position	modification
CHR29_00575	1518	m62A
CHR29_00575	1519	m62A
CHR29_00600	1518	m62A
CHR29_00600	1519	m62A
CHR29_02555	1518	m62A
CHR29_02555	1519	m62A
CHR29_03460	1518	m62A
CHR29_03460	1519	m62A
CHR29_09595	1518	m62A
CHR29_09595	1519	m62A
CHR29_21435	1518	m62A
CHR29_21435	1519	m62A
CHR29_23625	1518	m62A
CHR29_23625	1519	m62A
CHR29_00575	967	m5C
CHR29_00600	967	m5C
CHR29_02555	967	m5C
CHR29_03460	967	m5C
CHR29_09595	967	m5C
CHR29_21435	967	m5C
CHR29_23625	967	m5C
CHR29_00575	966	m2G
CHR29_00600	966	m2G
CHR29_02555	966	m2G
CHR29_03460	966	m2G
CHR29_09595	966	m2G
CHR29_21435	966	m2G
CHR29_23625	966	m2G
CHR29_00575	1498	m3U
CHR29_00600	1498	m3U
CHR29_02555	1498	m3U
CHR29_03460	1498	m3U
CHR29_09595	1498	m3U
CHR29_21435	1498	m3U
CHR29_23625	1498	m3U
CHR29_00575	527	m7G
CHR29_00600	527	m7G
CHR29_02555	527	m7G
CHR29_03460	527	m7G
CHR29_09595	527	m7G
CHR29_21435	527	m7G
CHR29_23625	527	m7G
CHR29_00575	1402	m4Cm
CHR29_00600	1402	m4Cm
CHR29_02555	1402	m4Cm
CHR29_03460	1402	m4Cm
CHR29_09595	1402	m4Cm
CHR29_21435	1402	m4Cm
CHR29_23625	1402	m4Cm
CHR29_00575	516	Y
CHR29_00600	516	Y
CHR29_02555	516	Y
CHR29_03460	516	Y
CHR29_09595	516	Y
CHR29_21435	516	Y
CHR29_23625	516	Y
CHR29_00590	2503	m2A
CHR29_00605	2503	m2A
CHR29_02560	2503	m2A
CHR29_03465	2503	m2A
CHR29_09600	2503	m2A
CHR29_21420	2503	m2A
CHR29_23610	2503	m2A
CHR29_00590	2251	Gm
CHR29_00605	2251	Gm
CHR29_02560	2251	Gm
CHR29_03465	2251	Gm
CHR29_09600	2251	Gm
CHR29_21420	2251	Gm
CHR29_23610	2251	Gm
CHR29_00590	1939	m5U
CHR29_00605	1939	m5U
CHR29_02560	1939	m5U
CHR29_03465	1939	m5U
CHR29_09600	1939	m5U
CHR29_21420	1939	m5U
CHR29_23610	1939	m5U
CHR29_00590	2498	Cm
CHR29_00605	2498	Cm
CHR29_02560	2498	Cm
CHR29_03465	2498	Cm
CHR29_09600	2498	Cm
CHR29_21420	2498	Cm
CHR29_23610	2498	Cm
CHR29_00590	745	m1G
CHR29_00605	745	m1G
CHR29_02560	745	m1G
CHR29_03465	745	m1G
CHR29_09600	745	m1G
CHR29_21420	745	m1G
CHR29_23610	745	m1G
CHR29_00590	1835	m2G
CHR29_00605	1835	m2G
CHR29_02560	1835	m2G
CHR29_03465	1835	m2G
CHR29_09600	1835	m2G
CHR29_21420	1835	m2G
CHR29_23610	1835	m2G
CHR29_00590	1962	m5C
CHR29_00605	1962	m5C
CHR29_02560	1962	m5C
CHR29_03465	1962	m5C
CHR29_09600	1962	m5C
CHR29_21420	1962	m5C
CHR29_23610	1962	m5C
CHR29_00590	1618	m6A
CHR29_00605	1618	m6A
CHR29_02560	1618	m6A
CHR29_03465	1618	m6A
CHR29_09600	1618	m6A
CHR29_21420	1618	m6A
CHR29_23610	1618	m6A
CHR29_00590	2069	m7G
CHR29_00605	2069	m7G
CHR29_02560	2069	m7G
CHR29_03465	2069	m7G
CHR29_09600	2069	m7G
CHR29_21420	2069	m7G
CHR29_23610	2069	m7G
CHR29_00590	2552	Um
CHR29_00605	2552	Um
CHR29_02560	2552	Um
CHR29_03465	2552	Um
CHR29_09600	2552	Um
CHR29_21420	2552	Um
CHR29_23610	2552	Um
CHR29_00590	1911	Y
CHR29_00590	1915	Y
CHR29_00590	1917	Y
CHR29_00605	1911	Y
CHR29_00605	1915	Y
CHR29_00605	1917	Y
CHR29_02560	1911	Y
CHR29_02560	1915	Y
CHR29_02560	1917	Y
CHR29_03465	1911	Y
CHR29_03465	1915	Y
CHR29_03465	1917	Y
CHR29_09600	1911	Y
CHR29_09600	1915	Y
CHR29_09600	1917	Y
CHR29_21420	1911	Y
CHR29_21420	1915	Y
CHR29_21420	1917	Y
CHR29_23610	1911	Y
CHR29_23610	1915	Y
CHR29_23610	1917	Y
