Reaction	Complexes
2AGPE140tipp	CS390_18390-MONOMER
2AGPE141tipp	CS390_18390-MONOMER
2AGPG140tipp	CS390_18390-MONOMER
2AGPG141tipp	CS390_18390-MONOMER
2HH24DDH1	CS390_11395-MONOMER
2MAHMP	CS390_15495-MONOMER
3HAACOAT100	CS390_19430-MONOMER
3HAACOAT120	CS390_19430-MONOMER
3HAACOAT121	CS390_19430-MONOMER
3HAACOAT140	CS390_19430-MONOMER
3HAACOAT141	CS390_19430-MONOMER
3HAACOAT60	CS390_19430-MONOMER
3HAACOAT80	CS390_19430-MONOMER
3HAD100	CS390_05750-MONOMER
3HAD120	CS390_05750-MONOMER
3HAD121	CS390_05750-MONOMER
3HAD140	CS390_05750-MONOMER
3HAD141	CS390_05750-MONOMER
3HAD160	CS390_05750-MONOMER
3HAD161	CS390_05750-MONOMER
3HAD180	CS390_05750-MONOMER
3HAD181	CS390_05750-MONOMER
3HAD40	CS390_05750-MONOMER
3HAD60	CS390_05750-MONOMER
3HAD80	CS390_05750-MONOMER
3HOXPACt2pp	CS390_11400-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	CS390_17450-MONOMER
3OAR120	CS390_17450-MONOMER
3OAR121	CS390_17450-MONOMER
3OAR140	CS390_17450-MONOMER
3OAR141	CS390_17450-MONOMER
3OAR160	CS390_17450-MONOMER
3OAR161	CS390_17450-MONOMER
3OAR180	CS390_17450-MONOMER
3OAR181	CS390_17450-MONOMER
3OAR40	CS390_17450-MONOMER
3OAR60	CS390_17450-MONOMER
3OAR80	CS390_17450-MONOMER
3OAS100	CS390_17440-MONOMER OR CS390_08340-MONOMER
3OAS120	CS390_17440-MONOMER OR CS390_08340-MONOMER
3OAS121	CS390_08340-MONOMER
3OAS140	CS390_17440-MONOMER OR CS390_08340-MONOMER
3OAS141	CS390_08340-MONOMER
3OAS160	CS390_17440-MONOMER OR CS390_08340-MONOMER
3OAS161	CS390_08340-MONOMER
3OAS180	CS390_08340-MONOMER
3OAS181	CS390_08340-MONOMER
3OAS60	CS390_17440-MONOMER OR CS390_08340-MONOMER
3OAS80	CS390_17440-MONOMER OR CS390_08340-MONOMER
3OXCOAT	CS390_19625-MONOMER
3PEPTabcpp	CS390_16045-MONOMER OR CS390_16050-MONOMER OR CS390_16055-MONOMER OR CS390_16060-MONOMER
3_4DHBZ1t_pp	CS390_19640-MONOMER
