complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,CS390_00305(2) AND CS390_00310(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,CS390_09185(2) AND CS390_09180(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,CS390_03045(2) AND CS390_17255(2) AND CS390_05775(2) AND CS390_03040(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,CS390_20735(2) AND CS390_20740(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,CS390_17445() AND CS390_08340(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,CS390_19380() AND CS390_19390() AND CS390_19385(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),CS390_17445() AND CS390_17460(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,CS390_20180(4) AND CS390_20185(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,CS390_24235() AND CS390_24240(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),CS390_21850() AND CS390_02885(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),CS390_04760() AND CS390_04755() AND CS390_04750() AND CS390_04745() AND CS390_04740(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),CS390_04740(1) AND CS390_04745(1) AND CS390_04750(1) AND CS390_04755(1) AND CS390_04775(1),,
CPLX_ANS-0,Anthranilate synthase,CS390_22220() AND CS390_22215(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,CS390_08545() AND CS390_01275(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),CS390_07025() AND CS390_07020() AND CS390_07015() AND CS390_07010(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),CS390_19165() AND CS390_19170() AND CS390_19175() AND CS390_19180(),,
CPLX_AST-0,Arginine succinyltransferase,CS390_07045() AND CS390_07040(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,CS390_04990() AND CS390_02670(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),CS390_24745() AND CS390_24765() AND CS390_24730() AND CS390_24735() AND CS390_24760() AND CS390_24755() AND CS390_24740() AND CS390_24750() AND CS390_24770(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,CS390_11670() AND CS390_11665(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),CS390_23380(2) AND CS390_23375(2) AND CS390_23390(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",CS390_24470() AND CS390_24465() AND CS390_24460(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),CS390_22810() AND CS390_22805() AND CS390_22800(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,CS390_19585() AND CS390_19590() AND CS390_19595(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,CS390_04955() AND CS390_04960() AND CS390_04965(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),CS390_23710(1) AND CS390_23695(2) AND CS390_23700(1) AND CS390_23705(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),CS390_23695() AND CS390_23705() AND CS390_23700() AND CS390_07700(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),CS390_12260() AND CS390_12255(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,CS390_20115() AND CS390_20110() AND CS390_20105(),,
CPLX_DKMPPD2_PA-0,,CS390_17790() AND CS390_17795(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),CS390_12320() AND CS390_12325(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,CS390_08805(6) AND CS390_08800(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),CS390_02690() AND CS390_02685() AND CS390_19135(),,
CPLX_FE3abcpp-1,Iron (III) transport via ABC system (periplasm to cytoplasm),CS390_23610() AND CS390_23605() AND CS390_19135(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),CS390_14585() AND CS390_14575() AND CS390_14580(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),CS390_06150() AND CS390_20395(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),CS390_05160() AND CS390_05165() AND CS390_05170() AND CS390_05175(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,CS390_01760(4) AND CS390_01755(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),CS390_18190() AND CS390_22810() AND CS390_22805(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,CS390_01645() AND CS390_01640(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,CS390_07835() AND CS390_07840() AND CS390_07830(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,CS390_22815(1) AND CS390_22830(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),CS390_18790(1) AND CS390_18805(1) AND CS390_18800(1) AND CS390_18815(1) AND CS390_18810(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),CS390_02795() AND CS390_02790() AND CS390_02780() AND CS390_02775() AND CS390_02785(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,CS390_17295(1) AND CS390_17300(1),,
CPLX_Kabcpp-0,Potassium ABC transporter (periplasm),CS390_08405() AND CS390_08410() AND CS390_08415() AND CS390_08400(),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),CS390_17455() AND CS390_17440() AND CS390_17450() AND CS390_05750(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),CS390_22900() AND CS390_22895() AND CS390_22890() AND CS390_22885(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,CS390_17445() AND CS390_17455(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,CS390_22605() AND CS390_01275(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,CS390_17595() AND CS390_01275(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,CS390_22605() AND CS390_21755(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,CS390_17595() AND CS390_21755(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),CS390_14085(2) AND CS390_14090(2) AND CS390_14080(1),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,CS390_20755() AND CS390_20020() AND CS390_20665(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,CS390_01710() AND CS390_20020() AND CS390_20665(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,CS390_01595() AND CS390_20020() AND CS390_20665(),,
CPLX_MPTS-0,Molybdopterin synthase,CS390_20255() AND CS390_20250(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),CS390_15535(1) AND CS390_15560() AND CS390_15555() AND CS390_15590() AND CS390_15575() AND CS390_15550() AND CS390_15580() AND CS390_15570() AND CS390_15545() AND CS390_15585() AND CS390_15565() AND CS390_15595() AND CS390_15540(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,CS390_19130() AND CS390_05110(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),CS390_07190() AND CS390_07185() AND CS390_07180() AND CS390_07175(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,CS390_01285() AND CS390_21505(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),CS390_08545() AND CS390_21755(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),CS390_08545() AND CS390_01870(),,
CPLX_PC-0,Pyruvate carboxylase,CS390_24320() AND CS390_24315(),,
CPLX_PCADYOX-0,Protocatechuate 3 4 dioxygenase,CS390_03350() AND CS390_03355(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,CS390_22295() AND CS390_19290(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),CS390_07570() AND CS390_07575() AND CS390_07580(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",CS390_24195() AND CS390_24190() AND CS390_24200() AND CS390_24205(),,
CPLX_PROabcpp-0,L-proline transport via ABC system (periplasm),CS390_01830() AND CS390_22810() AND CS390_22805() AND CS390_22800(),,
