Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CS390_16970-MONOMER	Inner_Membrane	CS390_16970()	Inner_Membrane	r
CS390_09105-MONOMER	Periplasm	CS390_09105()	Periplasm	s
CS390_02505-MONOMER	Outer_Membrane	CS390_02505()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	CS390_02505()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	CS390_02505()	Outer_Membrane	sb
CS390_08130-MONOMER	Inner_Membrane	CS390_08130()	Inner_Membrane	r
CS390_06185-MONOMER	Inner_Membrane	CS390_06185()	Inner_Membrane	r
CS390_20030-MONOMER	Inner_Membrane	CS390_20030()	Inner_Membrane	r
CS390_12310-MONOMER	Inner_Membrane	CS390_12310()	Inner_Membrane	r
CS390_16935-MONOMER	Periplasm	CS390_16935()	Periplasm	s
CS390_24155-MONOMER	Inner_Membrane	CS390_24155()	Inner_Membrane	r
CS390_14900-MONOMER	Inner_Membrane	CS390_14900()	Inner_Membrane	r
CS390_14905-MONOMER	Inner_Membrane	CS390_14905()	Inner_Membrane	r
CS390_12335-MONOMER	Inner_Membrane	CS390_12335()	Inner_Membrane	r
CS390_04355-MONOMER	Inner_Membrane	CS390_04355()	Inner_Membrane	r
CS390_04345-MONOMER	Inner_Membrane	CS390_04345()	Inner_Membrane	p
CS390_04350-MONOMER	Inner_Membrane	CS390_04350()	Inner_Membrane	r
CS390_04340-MONOMER	Inner_Membrane	CS390_04340()	Inner_Membrane	p
CS390_16755-MONOMER	Periplasm	CS390_16755()	Periplasm	s
CS390_02070-MONOMER	Inner_Membrane	CS390_02070()	Inner_Membrane	r
CS390_23710-MONOMER	Inner_Membrane	CS390_23710()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	CS390_23710()	Periplasm	s
CS390_23700-MONOMER	Inner_Membrane	CS390_23700()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CS390_23700()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	CS390_23700()	Inner_Membrane	r
CS390_23705-MONOMER	Inner_Membrane	CS390_23705()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CS390_23705()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	CS390_23705()	Inner_Membrane	r
CS390_19145-MONOMER	Inner_Membrane	CS390_19145()	Inner_Membrane	r
CS390_03385-MONOMER	Inner_Membrane	CS390_03385()	Inner_Membrane	r
CS390_05450-MONOMER	Inner_Membrane	CS390_05450()	Inner_Membrane	p
CS390_05455-MONOMER	Inner_Membrane	CS390_05455()	Inner_Membrane	p
CS390_05465-MONOMER	Inner_Membrane	CS390_05465()	Periplasm	s
CS390_05720-MONOMER	Inner_Membrane	CS390_05720()	Inner_Membrane	r
