complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,I9X27_00040(2) AND I9X27_00045(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,I9X27_11460(2) AND I9X27_11455(2),,
CPLX_3HPAOX-0,HPA monooxygenase,I9X27_04320() AND I9X27_04325(),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,I9X27_26055(2) AND I9X27_09430(2) AND I9X27_06735(2) AND I9X27_26060(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),I9X27_01720() AND I9X27_06120() AND I9X27_24015() AND I9X27_06125(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,I9X27_25265(2) AND I9X27_25270(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,I9X27_10185() AND I9X27_17710(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,I9X27_22585() AND I9X27_22595() AND I9X27_22590(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),I9X27_10185() AND I9X27_10170(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,I9X27_23895(4) AND I9X27_23900(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,I9X27_29150() AND I9X27_29155(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),I9X27_03590() AND I9X27_05580(),,
CPLX_ALAabcpp-1,L-alanine transport via ABC system (periplasm),I9X27_03590() AND I9X27_26115(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),I9X27_24195() AND I9X27_24200() AND I9X27_24205() AND I9X27_24210() AND I9X27_24215(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),I9X27_24215(1) AND I9X27_24210(1) AND I9X27_24205(1) AND I9X27_24200(1) AND I9X27_24165(1),,
CPLX_ANS-0,Anthranilate synthase,I9X27_20805() AND I9X27_20800(),,
CPLX_ANS-1,Anthranilate synthase,I9X27_03100() AND I9X27_03215(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,I9X27_16960() AND I9X27_28070(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),I9X27_21870() AND I9X27_21880() AND I9X27_21885() AND I9X27_21890(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),I9X27_18350() AND I9X27_18355() AND I9X27_18360() AND I9X27_18365(),,
