Reaction	Complexes
1PPDCRc	I9X27_19465-MONOMER
2AGPE140tipp	I9X27_08640-MONOMER
2AGPE141tipp	I9X27_08640-MONOMER
2AGPG140tipp	I9X27_08640-MONOMER
2AGPG141tipp	I9X27_08640-MONOMER
2DHGLCK	I9X27_14275-MONOMER
2DHGLCNkt_tpp	I9X27_14270-MONOMER
2HH24DDH1	I9X27_04125-MONOMER
2MAHMP	I9X27_12075-MONOMER
34HPPOR	I9X27_22005-MONOMER
3AMACHYD	I9X27_09740-MONOMER
3HAACOAT100	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAACOAT120	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAACOAT121	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAACOAT140	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAACOAT141	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAACOAT60	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAACOAT80	I9X27_22715-MONOMER OR I9X27_07540-MONOMER
3HAD100	I9X27_06705-MONOMER
3HAD120	I9X27_06705-MONOMER
3HAD121	I9X27_06705-MONOMER
3HAD140	I9X27_06705-MONOMER
3HAD141	I9X27_06705-MONOMER
3HAD160	I9X27_06705-MONOMER
3HAD161	I9X27_06705-MONOMER
3HAD180	I9X27_06705-MONOMER
3HAD181	I9X27_06705-MONOMER
3HAD40	I9X27_06705-MONOMER
3HAD60	I9X27_06705-MONOMER
3HAD80	I9X27_06705-MONOMER
3HOXPACt2pp	I9X27_04130-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	I9X27_10180-MONOMER
3OAR120	I9X27_10180-MONOMER
3OAR121	I9X27_10180-MONOMER
3OAR140	I9X27_10180-MONOMER
3OAR141	I9X27_10180-MONOMER
3OAR160	I9X27_10180-MONOMER
3OAR161	I9X27_10180-MONOMER
3OAR180	I9X27_10180-MONOMER
3OAR181	I9X27_10180-MONOMER
3OAR40	I9X27_10180-MONOMER
3OAR60	I9X27_10180-MONOMER
3OAR80	I9X27_10180-MONOMER
3OAS100	I9X27_10190-MONOMER OR I9X27_17710-MONOMER OR I9X27_18195-MONOMER
3OAS120	I9X27_10190-MONOMER OR I9X27_17710-MONOMER OR I9X27_18195-MONOMER
3OAS121	I9X27_17710-MONOMER
3OAS140	I9X27_10190-MONOMER OR I9X27_17710-MONOMER OR I9X27_18195-MONOMER
3OAS141	I9X27_17710-MONOMER
3OAS160	I9X27_10190-MONOMER OR I9X27_17710-MONOMER OR I9X27_18195-MONOMER
3OAS161	I9X27_17710-MONOMER
3OAS180	I9X27_17710-MONOMER
3OAS181	I9X27_17710-MONOMER
3OAS60	I9X27_10190-MONOMER OR I9X27_17710-MONOMER OR I9X27_18195-MONOMER
3OAS80	I9X27_10190-MONOMER OR I9X27_17710-MONOMER OR I9X27_18195-MONOMER
3OXCOAT	I9X27_01165-MONOMER
3OXOADPt_pp	I9X27_01170-MONOMER
3PEPTabcpp	I9X27_16660-MONOMER OR I9X27_16665-MONOMER OR I9X27_16670-MONOMER OR I9X27_16675-MONOMER
3_4DHBZ1t_pp	I9X27_01200-MONOMER
3_4DHBZt2	I9X27_01400-MONOMER
4CMLCL_kt	I9X27_01185-MONOMER OR I9X27_24115-MONOMER
4HBHYOX	I9X27_01260-MONOMER
4HBZtex	I9X27_01225-MONOMER
4HOXPACt2pp	I9X27_14625-MONOMER
4HTHRS	I9X27_06250-MONOMER_mod_pydx5p(1)
4PCP	I9X27_27855-MONOMER
4PEPTabcpp	I9X27_16660-MONOMER OR I9X27_16665-MONOMER OR I9X27_16670-MONOMER OR I9X27_16675-MONOMER
5HPUDICDC_c	I9X27_18620-MONOMER
5MEPCAtex	CPLX_5MEPCAtex-0
