Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
I9X27_18070-MONOMER	Inner_Membrane	I9X27_18070()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	I9X27_18070()	Inner_Membrane	r
I9X27_18065-MONOMER	Inner_Membrane	I9X27_18065()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	I9X27_18065()	Inner_Membrane	r
I9X27_18375-MONOMER	Periplasm	I9X27_18375()	Periplasm	s
I9X27_26700-MONOMER	Outer_Membrane	I9X27_26700()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	I9X27_26700()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	I9X27_26700()	Outer_Membrane	sb
I9X27_13150-MONOMER	Inner_Membrane	I9X27_13150()	Inner_Membrane	r
I9X27_05430-MONOMER	Inner_Membrane	I9X27_05430()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	I9X27_05430()	Inner_Membrane	r
I9X27_21730-MONOMER	Inner_Membrane	I9X27_21730()	Inner_Membrane	r
I9X27_23755-MONOMER	Inner_Membrane	I9X27_23755()	Inner_Membrane	r
I9X27_14900-MONOMER	Periplasm	I9X27_14900()	Periplasm	s
I9X27_04195-MONOMER	Inner_Membrane	I9X27_04195()	Inner_Membrane	r
I9X27_09770-MONOMER	Periplasm	I9X27_09770()	Periplasm	s
I9X27_28790-MONOMER	Inner_Membrane	I9X27_28790()	Inner_Membrane	r
I9X27_10400-MONOMER	Inner_Membrane	I9X27_10400()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	I9X27_10400()	Inner_Membrane	r
I9X27_10395-MONOMER	Inner_Membrane	I9X27_10395()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	I9X27_10395()	Inner_Membrane	r
I9X27_02425-MONOMER	Inner_Membrane	I9X27_02425()	Inner_Membrane	r
I9X27_18460-MONOMER	Inner_Membrane	I9X27_18460()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X27_18460()	Inner_Membrane	r
I9X27_18470-MONOMER	Inner_Membrane	I9X27_18470()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X27_18470()	Inner_Membrane	p
I9X27_18465-MONOMER	Inner_Membrane	I9X27_18465()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X27_18465()	Inner_Membrane	r
I9X27_18475-MONOMER	Inner_Membrane	I9X27_18475()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X27_18475()	Inner_Membrane	p
I9X27_09910-MONOMER	Periplasm	I9X27_09910()	Periplasm	s
I9X27_27165-MONOMER	Inner_Membrane	I9X27_27165()	Inner_Membrane	r
I9X27_06120-MONOMER	Inner_Membrane	I9X27_06120()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	I9X27_06120()	Inner_Membrane	r
I9X27_29195-MONOMER	Inner_Membrane	I9X27_29195()	Inner_Membrane	r
I9X27_01435-MONOMER	Inner_Membrane	I9X27_01435()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	I9X27_01435()	Periplasm	s
I9X27_01425-MONOMER	Inner_Membrane	I9X27_01425()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	I9X27_01425()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	I9X27_01425()	Inner_Membrane	r
I9X27_01430-MONOMER	Inner_Membrane	I9X27_01430()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	I9X27_01430()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	I9X27_01430()	Inner_Membrane	r
I9X27_07025-MONOMER	Inner_Membrane	I9X27_07025()	Inner_Membrane	r
I9X27_01230-MONOMER	Inner_Membrane	I9X27_01230()	Inner_Membrane	r
I9X27_20170-MONOMER	Periplasm	I9X27_20170()	Periplasm	s
I9X27_06675-MONOMER	Inner_Membrane	I9X27_06675()	Inner_Membrane	r
I9X27_15850-MONOMER	Inner_Membrane	I9X27_15850()	Inner_Membrane	r
I9X27_24525-MONOMER	Inner_Membrane	I9X27_24525()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	I9X27_24525()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	I9X27_24525()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	I9X27_24525()	Inner_Membrane	r
I9X27_15915-MONOMER	Inner_Membrane	I9X27_15915()	Inner_Membrane	r
I9X27_13500-MONOMER	Periplasm	I9X27_13500()	Periplasm	s
I9X27_19685-MONOMER	Inner_Membrane	I9X27_19685()	Inner_Membrane	r
I9X27_06480-MONOMER	Inner_Membrane	I9X27_06480()	Inner_Membrane	r
I9X27_29690-MONOMER	Outer_Membrane	I9X27_29690()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	I9X27_29690()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	I9X27_29690()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	I9X27_29690()	Inner_Membrane	r
