Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
BVH74_08760-MONOMER	Outer_Membrane	BVH74_08760()	Outer_Membrane	sb
BVH74_09035-MONOMER	Inner_Membrane	BVH74_09035()	Inner_Membrane	r
BVH74_08300-MONOMER	Inner_Membrane	BVH74_08300()	Inner_Membrane	r
BVH74_17240-MONOMER	Periplasm	BVH74_17240()	Periplasm	s
BVH74_11870-MONOMER	Periplasm	BVH74_11870()	Periplasm	s
BVH74_05145-MONOMER	Inner_Membrane	BVH74_05145()	Inner_Membrane	r
BVH74_06530-MONOMER	Inner_Membrane	BVH74_06530()	Inner_Membrane	r
CPLX_LYSabcpp-0	Inner_Membrane	BVH74_06530()	Inner_Membrane	r
BVH74_06535-MONOMER	Inner_Membrane	BVH74_06535()	Inner_Membrane	r
CPLX_LYSabcpp-0	Inner_Membrane	BVH74_06535()	Inner_Membrane	r
BVH74_04305-MONOMER	Inner_Membrane	BVH74_04305()	Inner_Membrane	p
CPLX_CYTCAA6pp-0	Inner_Membrane	BVH74_04305()	Inner_Membrane	p
BVH74_04295-MONOMER	Inner_Membrane	BVH74_04295()	Inner_Membrane	r
CPLX_CYTCAA6pp-0	Inner_Membrane	BVH74_04295()	Inner_Membrane	r
BVH74_12875-MONOMER	Periplasm	BVH74_12875()	Periplasm	s
BVH74_03660-MONOMER	Inner_Membrane	BVH74_03660()	Inner_Membrane	r
BVH74_07555-MONOMER	Inner_Membrane	BVH74_07555()	Periplasm	s
BVH74_02660-MONOMER	Inner_Membrane	BVH74_02660()	Inner_Membrane	r
BVH74_02665-MONOMER	Inner_Membrane	BVH74_02665()	Inner_Membrane	r
BVH74_07140-MONOMER	Periplasm	BVH74_07140()	Periplasm	s
BVH74_00215-MONOMER	Inner_Membrane	BVH74_00215()	Inner_Membrane	r
BVH74_15760-MONOMER	Inner_Membrane	BVH74_15760()	Inner_Membrane	r
BVH74_08465-MONOMER	Inner_Membrane	BVH74_08465()	Inner_Membrane	r
BVH74_02670-MONOMER	Inner_Membrane	BVH74_02670()	Periplasm	s
BVH74_11585-MONOMER	Inner_Membrane	BVH74_11585()	Inner_Membrane	r
BVH74_15425-MONOMER	Inner_Membrane	BVH74_15425()	Inner_Membrane	r
BVH74_03235-MONOMER	Outer_Membrane	BVH74_03235()	Inner_Membrane	r
BVH74_02265-MONOMER	Outer_Membrane	BVH74_02265()	Inner_Membrane	s
BVH74_02270-MONOMER	Outer_Membrane	BVH74_02270()	Inner_Membrane	p
BVH74_15805-MONOMER	Inner_Membrane	BVH74_15805()	Inner_Membrane	r
