Reaction	Complexes
2AGPE140tipp	BVH74_10855-MONOMER
2AGPE141tipp	BVH74_10855-MONOMER
2AGPG140tipp	BVH74_10855-MONOMER
2AGPG141tipp	BVH74_10855-MONOMER
2MAHMP	BVH74_14045-MONOMER
3HAACOAT100	BVH74_09600-MONOMER
3HAACOAT120	BVH74_09600-MONOMER
3HAACOAT121	BVH74_09600-MONOMER
3HAACOAT140	BVH74_09600-MONOMER
3HAACOAT141	BVH74_09600-MONOMER
3HAACOAT60	BVH74_09600-MONOMER
3HAACOAT80	BVH74_09600-MONOMER
3HAD100	BVH74_00185-MONOMER
3HAD120	BVH74_00185-MONOMER
3HAD121	BVH74_00185-MONOMER
3HAD140	BVH74_00185-MONOMER
3HAD141	BVH74_00185-MONOMER
3HAD160	BVH74_00185-MONOMER
3HAD161	BVH74_00185-MONOMER
3HAD180	BVH74_00185-MONOMER
3HAD181	BVH74_00185-MONOMER
3HAD40	BVH74_00185-MONOMER
3HAD60	BVH74_00185-MONOMER
3HAD80	BVH74_00185-MONOMER
3OAR100	BVH74_13130-MONOMER
3OAR120	BVH74_13130-MONOMER
3OAR121	BVH74_13130-MONOMER
3OAR140	BVH74_13130-MONOMER
3OAR141	BVH74_13130-MONOMER
3OAR160	BVH74_13130-MONOMER
3OAR161	BVH74_13130-MONOMER
3OAR180	BVH74_13130-MONOMER
3OAR181	BVH74_13130-MONOMER
3OAR40	BVH74_13130-MONOMER
3OAR60	BVH74_13130-MONOMER
3OAR80	BVH74_13130-MONOMER
3OAS100	BVH74_13140-MONOMER OR BVH74_14905-MONOMER
3OAS120	BVH74_13140-MONOMER OR BVH74_14905-MONOMER
3OAS121	BVH74_14905-MONOMER
3OAS140	BVH74_13140-MONOMER OR BVH74_14905-MONOMER
3OAS141	BVH74_14905-MONOMER
3OAS160	BVH74_13140-MONOMER OR BVH74_14905-MONOMER
3OAS161	BVH74_14905-MONOMER
3OAS180	BVH74_14905-MONOMER
3OAS181	BVH74_14905-MONOMER
3OAS60	BVH74_13140-MONOMER OR BVH74_14905-MONOMER
3OAS80	BVH74_13140-MONOMER OR BVH74_14905-MONOMER
3PEPTabcpp	BVH74_12315-MONOMER OR BVH74_12310-MONOMER OR BVH74_12305-MONOMER OR BVH74_12300-MONOMER
4CMLCL_kt	BVH74_04055-MONOMER
4HTHRS	BVH74_00745-MONOMER_mod_pydx5p(1)
4PEPTabcpp	BVH74_12315-MONOMER OR BVH74_12310-MONOMER OR BVH74_12305-MONOMER OR BVH74_12300-MONOMER
A5PISO	BVH74_01035-MONOMER
