complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,BVH74_04665(2) AND BVH74_04660(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,BVH74_14415(2) AND BVH74_14420(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,BVH74_09025(2) AND BVH74_14700(2) AND BVH74_00160(2) AND BVH74_09020(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,BVH74_01750(2) AND BVH74_01755(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,BVH74_13135() AND BVH74_14905(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,BVH74_00965(4) AND BVH74_00970(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,BVH74_04870() AND BVH74_04875(),,
CPLX_ANS-0,Anthranilate synthase,BVH74_06960() AND BVH74_06965(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,BVH74_11960() AND BVH74_06380(),,
CPLX_AST-0,Arginine succinyltransferase,BVH74_10310() AND BVH74_10305(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,BVH74_00995() AND BVH74_08930(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,BVH74_01030() AND BVH74_01025() AND BVH74_01020(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,BVH74_16600() AND BVH74_16515(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,BVH74_08185() AND BVH74_08190() AND BVH74_08195(),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),BVH74_07365() AND BVH74_07370() AND BVH74_10905(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),BVH74_14775() AND BVH74_01235(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,BVH74_06745(4) AND BVH74_06740(4),,
CPLX_HSERTA-0,Homoserine O trans acetylase,BVH74_05835() AND BVH74_05830(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,BVH74_06475(1) AND BVH74_06485(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),BVH74_09550(1) AND BVH74_09540(1) AND BVH74_09545(1) AND BVH74_09530(1) AND BVH74_09535(1),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,BVH74_14745(1) AND BVH74_14750(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),BVH74_13125() AND BVH74_13140() AND BVH74_13130() AND BVH74_00185(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),BVH74_06535() AND BVH74_06530() AND BVH74_06525() AND BVH74_06520(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,BVH74_13135() AND BVH74_13125(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,BVH74_07670() AND BVH74_06380(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,BVH74_07670() AND BVH74_03205(),,
CPLX_MPTS-0,Molybdopterin synthase,BVH74_16595() AND BVH74_16590(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,BVH74_10910() AND BVH74_09380(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,BVH74_06370() AND BVH74_09100(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),BVH74_11960() AND BVH74_03205(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),BVH74_11960() AND BVH74_06445(),,
CPLX_PC-0,Pyruvate carboxylase,BVH74_04900() AND BVH74_04895(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,BVH74_06915() AND BVH74_00390(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),BVH74_16180() AND BVH74_16175() AND BVH74_16170(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),BVH74_06260() AND BVH74_06255() AND BVH74_06250(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),BVH74_11420() AND BVH74_11425() AND BVH74_06380(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),BVH74_10075() AND BVH74_06380(),,
