complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,FIU98_00070(2) AND FIU98_00075(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,FIU98_14380(2) AND FIU98_14385(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,FIU98_03555(2) AND FIU98_09840(2) AND FIU98_16345(2) AND FIU98_03550(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,FIU98_18945(2) AND FIU98_18950(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,FIU98_08175() AND FIU98_11115(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),FIU98_08175() AND FIU98_08160(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,FIU98_04560(4) AND FIU98_04555(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,FIU98_00550() AND FIU98_00555(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),FIU98_20910() AND FIU98_03490(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FIU98_04310() AND FIU98_04305() AND FIU98_04300() AND FIU98_04295() AND FIU98_04290(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FIU98_04290(1) AND FIU98_04295(1) AND FIU98_04300(1) AND FIU98_04305(1) AND FIU98_04315(1),,
CPLX_ANS-0,Anthranilate synthase,FIU98_21300() AND FIU98_21295(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),FIU98_08425(1) AND FIU98_08420(1) AND FIU98_08430(1) AND FIU98_08435(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),FIU98_21930() AND FIU98_21935() AND FIU98_21940() AND FIU98_21945(),,
CPLX_AST-0,Arginine succinyltransferase,FIU98_08455() AND FIU98_08450(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,FIU98_04530() AND FIU98_03165(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),FIU98_24585() AND FIU98_24605() AND FIU98_24570() AND FIU98_24575() AND FIU98_24600() AND FIU98_24595() AND FIU98_24580() AND FIU98_24590() AND FIU98_24610(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,FIU98_05615(2) AND FIU98_05620(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),FIU98_22850(2) AND FIU98_22845(2) AND FIU98_22860(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,FIU98_00245() AND FIU98_00250(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,FIU98_19810() AND FIU98_19815() AND FIU98_19820(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,FIU98_04495() AND FIU98_04500() AND FIU98_04505(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,FIU98_05125() AND FIU98_14090(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),FIU98_23145() AND FIU98_23130() AND FIU98_23135() AND FIU98_23140(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),FIU98_20555() AND FIU98_20545(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,FIU98_04625() AND FIU98_04630() AND FIU98_04635(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,FIU98_18660(6) AND FIU98_18665(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),FIU98_01710() AND FIU98_01715() AND FIU98_17725(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),FIU98_24365() AND FIU98_24375() AND FIU98_24370(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),FIU98_06480() AND FIU98_13335(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",FIU98_22745() AND FIU98_22735() AND FIU98_22740(),,
CPLX_GALURt2rpp-1,"D-galacturonate transport via proton symport, reversible (periplasm)",FIU98_18180() AND FIU98_18175() AND FIU98_18170(),,
