Reaction	Complexes
1PPDCRc	FIU98_23955-MONOMER
2AGPE140tipp	FIU98_16915-MONOMER
2AGPE141tipp	FIU98_16915-MONOMER
2AGPG140tipp	FIU98_16915-MONOMER
2AGPG141tipp	FIU98_16915-MONOMER
2MAHMP	FIU98_11485-MONOMER
34HPPOR	FIU98_08670-MONOMER
3HAACOAT100	FIU98_06795-MONOMER
3HAACOAT120	FIU98_06795-MONOMER
3HAACOAT121	FIU98_06795-MONOMER
3HAACOAT140	FIU98_06795-MONOMER
3HAACOAT141	FIU98_06795-MONOMER
3HAACOAT60	FIU98_06795-MONOMER
3HAACOAT80	FIU98_06795-MONOMER
3HAD100	FIU98_16370-MONOMER
3HAD120	FIU98_16370-MONOMER
3HAD121	FIU98_16370-MONOMER
3HAD140	FIU98_16370-MONOMER
3HAD141	FIU98_16370-MONOMER
3HAD160	FIU98_16370-MONOMER
3HAD161	FIU98_16370-MONOMER
3HAD180	FIU98_16370-MONOMER
3HAD181	FIU98_16370-MONOMER
3HAD40	FIU98_16370-MONOMER
3HAD60	FIU98_16370-MONOMER
3HAD80	FIU98_16370-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FIU98_08170-MONOMER
3OAR120	FIU98_08170-MONOMER
3OAR121	FIU98_08170-MONOMER
3OAR140	FIU98_08170-MONOMER
3OAR141	FIU98_08170-MONOMER
3OAR160	FIU98_08170-MONOMER
3OAR161	FIU98_08170-MONOMER
3OAR180	FIU98_08170-MONOMER
3OAR181	FIU98_08170-MONOMER
3OAR40	FIU98_08170-MONOMER
3OAR60	FIU98_08170-MONOMER
3OAR80	FIU98_08170-MONOMER
3OAS100	FIU98_08180-MONOMER OR FIU98_11115-MONOMER
3OAS120	FIU98_08180-MONOMER OR FIU98_11115-MONOMER
3OAS121	FIU98_11115-MONOMER
3OAS140	FIU98_08180-MONOMER OR FIU98_11115-MONOMER
3OAS141	FIU98_11115-MONOMER
3OAS160	FIU98_08180-MONOMER OR FIU98_11115-MONOMER
3OAS161	FIU98_11115-MONOMER
3OAS180	FIU98_11115-MONOMER
3OAS181	FIU98_11115-MONOMER
3OAS60	FIU98_08180-MONOMER OR FIU98_11115-MONOMER
3OAS80	FIU98_08180-MONOMER OR FIU98_11115-MONOMER
3PEPTabcpp	FIU98_10605-MONOMER OR FIU98_10600-MONOMER OR FIU98_10595-MONOMER OR FIU98_10590-MONOMER
3_4DHBZt2	FIU98_23180-MONOMER
4CMLCL_kt	FIU98_04340-MONOMER
4HTHRS	FIU98_17965-MONOMER_mod_pydx5p(1)
4PCP	FIU98_01880-MONOMER
4PEPTabcpp	FIU98_10605-MONOMER OR FIU98_10600-MONOMER OR FIU98_10595-MONOMER OR FIU98_10590-MONOMER
5HPUDICDC_c	FIU98_14920-MONOMER
A5PISO	FIU98_04490-MONOMER
