Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FIU98_03015-MONOMER	Outer_Membrane	FIU98_03015()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FIU98_03015()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FIU98_03015()	Outer_Membrane	sb
FIU98_19985-MONOMER	Inner_Membrane	FIU98_19985()	Inner_Membrane	r
FIU98_04710-MONOMER	Inner_Membrane	FIU98_04710()	Inner_Membrane	r
FIU98_05580-MONOMER	Periplasm	FIU98_05580()	Periplasm	s
FIU98_16190-MONOMER	Periplasm	FIU98_16190()	Periplasm	s
FIU98_23480-MONOMER	Inner_Membrane	FIU98_23480()	Inner_Membrane	r
FIU98_08425-MONOMER	Inner_Membrane	FIU98_08425()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	FIU98_08425()	Inner_Membrane	r
FIU98_08420-MONOMER	Inner_Membrane	FIU98_08420()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	FIU98_08420()	Periplasm	s
FIU98_08430-MONOMER	Inner_Membrane	FIU98_08430()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	FIU98_08430()	Inner_Membrane	r
FIU98_14945-MONOMER	Inner_Membrane	FIU98_14945()	Inner_Membrane	r
FIU98_07610-MONOMER	Inner_Membrane	FIU98_07610()	Inner_Membrane	r
FIU98_07600-MONOMER	Inner_Membrane	FIU98_07600()	Inner_Membrane	p
FIU98_07605-MONOMER	Inner_Membrane	FIU98_07605()	Inner_Membrane	r
FIU98_07595-MONOMER	Inner_Membrane	FIU98_07595()	Inner_Membrane	p
FIU98_07900-MONOMER	Periplasm	FIU98_07900()	Periplasm	s
FIU98_02585-MONOMER	Inner_Membrane	FIU98_02585()	Inner_Membrane	r
FIU98_23130-MONOMER	Inner_Membrane	FIU98_23130()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FIU98_23130()	Periplasm	s
FIU98_22825-MONOMER	Inner_Membrane	FIU98_22825()	Inner_Membrane	r
FIU98_22830-MONOMER	Inner_Membrane	FIU98_22830()	Inner_Membrane	r
FIU98_10370-MONOMER	Periplasm	FIU98_10370()	Periplasm	s
FIU98_17325-MONOMER	Periplasm	FIU98_17325()	Periplasm	s
FIU98_16400-MONOMER	Inner_Membrane	FIU98_16400()	Inner_Membrane	r
FIU98_10965-MONOMER	Inner_Membrane	FIU98_10965()	Inner_Membrane	r
FIU98_03645-MONOMER	Inner_Membrane	FIU98_03645()	Inner_Membrane	s
FIU98_04900-MONOMER	Inner_Membrane	FIU98_04900()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	FIU98_04900()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	FIU98_04900()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	FIU98_04900()	Inner_Membrane	r
FIU98_22835-MONOMER	Inner_Membrane	FIU98_22835()	Periplasm	s
FIU98_07800-MONOMER	Inner_Membrane	FIU98_07800()	Inner_Membrane	r
FIU98_22480-MONOMER	Inner_Membrane	FIU98_22480()	Inner_Membrane	r
FIU98_06390-MONOMER	Outer_Membrane	FIU98_06390()	Inner_Membrane	s
FIU98_01525-MONOMER	Outer_Membrane	FIU98_01525()	Outer_Membrane	sb
FIU98_10920-MONOMER	Inner_Membrane	FIU98_10920()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIU98_10920()	Inner_Membrane	r
FIU98_10925-MONOMER	Inner_Membrane	FIU98_10925()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIU98_10925()	Inner_Membrane	r
FIU98_09425-MONOMER	Inner_Membrane	FIU98_09425()	Inner_Membrane	p
FIU98_11420-MONOMER	Inner_Membrane	FIU98_11420()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11420()	Inner_Membrane	p
FIU98_11365-MONOMER	Inner_Membrane	FIU98_11365()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11365()	Inner_Membrane	r
FIU98_11380-MONOMER	Inner_Membrane	FIU98_11380()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11380()	Inner_Membrane	r
FIU98_11375-MONOMER	Inner_Membrane	FIU98_11375()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11375()	Inner_Membrane	p
FIU98_11370-MONOMER	Inner_Membrane	FIU98_11370()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11370()	Inner_Membrane	r
FIU98_11390-MONOMER	Inner_Membrane	FIU98_11390()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11390()	Inner_Membrane	r
FIU98_11360-MONOMER	Inner_Membrane	FIU98_11360()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU98_11360()	Inner_Membrane	r
FIU98_11065-MONOMER	Inner_Membrane	FIU98_11065()	Inner_Membrane	r
FIU98_09075-MONOMER	Outer_Membrane	FIU98_09075()	Outer_Membrane	sb
FIU98_14800-MONOMER	Inner_Membrane	FIU98_14800()	Inner_Membrane	r
FIU98_05145-MONOMER	Periplasm	FIU98_05145()	Periplasm	s
FIU98_11960-MONOMER	Inner_Membrane	FIU98_11960()	Inner_Membrane	r
FIU98_20600-MONOMER	Inner_Membrane	FIU98_20600()	Inner_Membrane	r
FIU98_19810-MONOMER	Outer_Membrane	FIU98_19810()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	FIU98_19810()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	FIU98_19810()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	FIU98_19810()	Inner_Membrane	pa
FIU98_07540-MONOMER	Inner_Membrane	FIU98_07540()	Inner_Membrane	r
FIU98_05540-MONOMER	Inner_Membrane	FIU98_05540()	Inner_Membrane	r
FIU98_07615-MONOMER	Inner_Membrane	FIU98_07615()	Inner_Membrane	r
FIU98_18100-MONOMER	Periplasm	FIU98_18100()	Periplasm	s
FIU98_10720-MONOMER	Inner_Membrane	FIU98_10720()	Inner_Membrane	r
