ZMO0001	b2155	29.534	193	101	8	4	194	7	166	2.95e-12	67.0
ZMO0001	b2155	22.115	208	131	5	363	566	306	486	4.30e-04	40.4
ZMO0001	b0584	39.474	76	46	0	101	176	94	169	2.62e-10	60.8
ZMO0001	b3966	31.293	147	84	6	37	181	26	157	4.61e-08	53.1
ZMO0001	b0805	27.517	149	82	7	49	192	66	193	3.20e-04	40.8
ZMO0001	b4291	28.906	128	68	8	59	177	138	251	0.001	38.9
ZMO0001	b4472	28.972	107	70	3	536	638	14	118	0.40	30.8
ZMO0001	b0324	25.275	91	60	3	244	334	49	131	0.91	29.6
ZMO0001	b0110	29.730	37	26	0	261	297	110	146	3.4	27.3
ZMO0001	b3018	28.358	67	44	4	588	652	131	195	4.9	26.9
ZMO0001	b1888	29.167	48	34	0	569	616	422	469	7.4	26.6
ZMO0001	b2286	26.316	133	66	6	555	671	387	503	8.2	26.6
ZMO0002	b2021	26.254	339	216	13	42	365	32	351	7.83e-21	89.4
ZMO0002	b0600	25.746	268	160	11	130	368	126	383	9.11e-10	56.6
ZMO0002	b2379	26.689	296	187	13	52	324	51	339	2.04e-08	52.4
ZMO0002	b2290	28.829	111	74	3	151	256	157	267	1.13e-04	40.8
ZMO0002	b0956	45.238	42	21	1	48	89	10	49	0.066	30.8
ZMO0002	b1622	26.596	94	62	4	118	205	114	206	1.2	28.1
ZMO0002	b4102	33.333	48	32	0	219	266	125	172	1.2	27.7
ZMO0002	b0393	34.091	44	25	1	37	80	60	99	1.6	27.3
ZMO0002	b0314	27.027	111	63	4	51	152	537	638	2.9	26.9
ZMO0002	b3572	30.435	46	31	1	159	203	176	221	5.0	25.8
ZMO0002	b3904	35.294	68	38	3	144	207	303	368	6.8	25.4
ZMO0002	b3482	31.250	48	26	2	265	312	365	405	8.1	25.4
ZMO0002	b1719	35.484	31	20	0	304	334	122	152	8.6	25.4
ZMO0002	b3593	31.250	48	26	2	265	312	365	405	8.7	25.4
ZMO0002	b1723	43.333	30	17	0	262	291	273	302	9.5	25.0
ZMO0002	b0465	28.814	59	34	2	38	91	27	82	9.9	25.0
ZMO0003	b2750	77.249	189	43	0	14	202	5	193	5.65e-110	310
ZMO0003	b3437	26.087	184	109	7	33	210	6	168	0.001	35.4
ZMO0003	b3464	29.787	47	33	0	38	84	294	340	0.11	30.0
ZMO0003	b3725	40.000	45	23	1	36	76	35	79	0.20	28.9
ZMO0003	b2677	32.836	67	36	3	31	97	48	105	0.26	28.9
ZMO0003	b3454	27.907	43	31	0	15	57	9	51	0.33	28.1
ZMO0003	b0809	26.606	109	61	3	12	120	2	91	0.73	27.3
ZMO0003	b2180	38.095	42	24	1	37	78	312	351	0.80	27.3
ZMO0003	b2180	31.429	70	44	2	12	79	8	75	3.1	25.4
ZMO0003	b4268	22.148	149	92	6	42	182	8	140	0.80	26.9
ZMO0003	b0829	32.692	52	33	1	12	61	15	66	2.3	26.2
ZMO0003	b0829	32.787	61	33	2	37	90	350	409	2.7	25.8
ZMO0003	b3749	28.099	121	67	6	35	144	276	387	2.5	25.8
ZMO0003	b3749	31.915	47	31	1	24	70	17	62	4.2	25.0
ZMO0003	b0507	30.909	55	37	1	55	109	287	340	2.5	25.8
ZMO0003	b2950	50.000	28	13	1	30	57	114	140	2.5	25.8
ZMO0003	b2066	68.750	16	5	0	139	154	136	151	2.8	25.4
ZMO0003	b4058	64.706	17	6	0	37	53	633	649	2.8	25.8
ZMO0003	b4058	62.500	16	6	0	39	54	26	41	8.5	24.3
