Reaction	Complexes
2AGPE140tipp	AO353_02530-MONOMER
2AGPE141tipp	AO353_02530-MONOMER
2AGPG140tipp	AO353_02530-MONOMER
2AGPG141tipp	AO353_02530-MONOMER
2DHGLCK	AO353_26875-MONOMER
2DHGLCNkt_tpp	AO353_26880-MONOMER
2MAHMP	AO353_27700-MONOMER
3HAACOAT100	AO353_22470-MONOMER
3HAACOAT120	AO353_22470-MONOMER
3HAACOAT121	AO353_22470-MONOMER
3HAACOAT140	AO353_22470-MONOMER
3HAACOAT141	AO353_22470-MONOMER
3HAACOAT60	AO353_22470-MONOMER
3HAACOAT80	AO353_22470-MONOMER
3HAD100	AO353_16515-MONOMER
3HAD120	AO353_16515-MONOMER
3HAD121	AO353_16515-MONOMER
3HAD140	AO353_16515-MONOMER
3HAD141	AO353_16515-MONOMER
3HAD160	AO353_16515-MONOMER
3HAD161	AO353_16515-MONOMER
3HAD180	AO353_16515-MONOMER
3HAD181	AO353_16515-MONOMER
3HAD40	AO353_16515-MONOMER
3HAD60	AO353_16515-MONOMER
3HAD80	AO353_16515-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	AO353_01365-MONOMER
3OAR120	AO353_01365-MONOMER
3OAR121	AO353_01365-MONOMER
3OAR140	AO353_01365-MONOMER
3OAR141	AO353_01365-MONOMER
3OAR160	AO353_01365-MONOMER
3OAR161	AO353_01365-MONOMER
3OAR180	AO353_01365-MONOMER
3OAR181	AO353_01365-MONOMER
3OAR40	AO353_01365-MONOMER
3OAR60	AO353_01365-MONOMER
3OAR80	AO353_01365-MONOMER
3OAS100	AO353_01355-MONOMER OR AO353_01760-MONOMER OR AO353_22590-MONOMER
3OAS120	AO353_01355-MONOMER OR AO353_01760-MONOMER OR AO353_22590-MONOMER
3OAS121	AO353_01760-MONOMER
3OAS140	AO353_01355-MONOMER OR AO353_01760-MONOMER OR AO353_22590-MONOMER
3OAS141	AO353_01760-MONOMER
3OAS160	AO353_01355-MONOMER OR AO353_01760-MONOMER OR AO353_22590-MONOMER
3OAS161	AO353_01760-MONOMER
3OAS180	AO353_01760-MONOMER
3OAS181	AO353_01760-MONOMER
3OAS60	AO353_01355-MONOMER OR AO353_01760-MONOMER OR AO353_22590-MONOMER
3OAS80	AO353_01355-MONOMER OR AO353_01760-MONOMER OR AO353_22590-MONOMER
3OXCOAT	AO353_17205-MONOMER
3OXOADPt_pp	AO353_17220-MONOMER
3PEPTabcpp	AO353_23475-MONOMER OR AO353_23470-MONOMER OR AO353_23465-MONOMER OR AO353_23460-MONOMER
3_4DHBZ1t_pp	AO353_17190-MONOMER
3_4DHBZt2	AO353_11560-MONOMER
4CMLCL_kt	AO353_17235-MONOMER OR AO353_05280-MONOMER
4HBHYOX	AO353_03895-MONOMER
4HBZtex	AO353_17245-MONOMER
4HTHRS	AO353_04350-MONOMER_mod_pydx5p(1)
4PEPTabcpp	AO353_23475-MONOMER OR AO353_23470-MONOMER OR AO353_23465-MONOMER OR AO353_23460-MONOMER
5HPUDICDC_c	AO353_02325-MONOMER
A5PISO	AO353_05155-MONOMER
