bnum	position	modification
AO353_06075	1518	m62A
AO353_06075	1519	m62A
AO353_07130	1518	m62A
AO353_07130	1519	m62A
AO353_11110	1518	m62A
AO353_11110	1519	m62A
AO353_14525	1518	m62A
AO353_14525	1519	m62A
AO353_19450	1518	m62A
AO353_19450	1519	m62A
AO353_29415	1518	m62A
AO353_29415	1519	m62A
AO353_06075	967	m5C
AO353_07130	967	m5C
AO353_11110	967	m5C
AO353_14525	967	m5C
AO353_19450	967	m5C
AO353_29415	967	m5C
AO353_06075	966	m2G
AO353_07130	966	m2G
AO353_11110	966	m2G
AO353_14525	966	m2G
AO353_19450	966	m2G
AO353_29415	966	m2G
AO353_06075	1498	m3U
AO353_07130	1498	m3U
AO353_11110	1498	m3U
AO353_14525	1498	m3U
AO353_19450	1498	m3U
AO353_29415	1498	m3U
AO353_06075	527	m7G
AO353_07130	527	m7G
AO353_11110	527	m7G
AO353_14525	527	m7G
AO353_19450	527	m7G
AO353_29415	527	m7G
AO353_06075	1402	m4Cm
AO353_07130	1402	m4Cm
AO353_11110	1402	m4Cm
AO353_14525	1402	m4Cm
AO353_19450	1402	m4Cm
AO353_29415	1402	m4Cm
AO353_06075	516	Y
AO353_07130	516	Y
AO353_11110	516	Y
AO353_14525	516	Y
AO353_19450	516	Y
AO353_29415	516	Y
AO353_06060	2503	m2A
AO353_07115	2503	m2A
AO353_11115	2503	m2A
AO353_14540	2503	m2A
AO353_19465	2503	m2A
AO353_29400	2503	m2A
AO353_06060	2251	Gm
AO353_07115	2251	Gm
AO353_11115	2251	Gm
AO353_14540	2251	Gm
AO353_19465	2251	Gm
AO353_29400	2251	Gm
AO353_06060	1939	m5U
AO353_07115	1939	m5U
AO353_11115	1939	m5U
AO353_14540	1939	m5U
AO353_19465	1939	m5U
AO353_29400	1939	m5U
AO353_06060	2498	Cm
AO353_07115	2498	Cm
AO353_11115	2498	Cm
AO353_14540	2498	Cm
AO353_19465	2498	Cm
AO353_29400	2498	Cm
AO353_06060	745	m1G
AO353_07115	745	m1G
AO353_11115	745	m1G
AO353_14540	745	m1G
AO353_19465	745	m1G
AO353_29400	745	m1G
AO353_06060	1835	m2G
AO353_07115	1835	m2G
AO353_11115	1835	m2G
AO353_14540	1835	m2G
AO353_19465	1835	m2G
AO353_29400	1835	m2G
AO353_06060	1962	m5C
AO353_07115	1962	m5C
AO353_11115	1962	m5C
AO353_14540	1962	m5C
AO353_19465	1962	m5C
AO353_29400	1962	m5C
AO353_06060	1618	m6A
AO353_07115	1618	m6A
AO353_11115	1618	m6A
AO353_14540	1618	m6A
AO353_19465	1618	m6A
AO353_29400	1618	m6A
AO353_06060	2069	m7G
AO353_07115	2069	m7G
AO353_11115	2069	m7G
AO353_14540	2069	m7G
AO353_19465	2069	m7G
AO353_29400	2069	m7G
AO353_06060	2552	Um
AO353_07115	2552	Um
AO353_11115	2552	Um
AO353_14540	2552	Um
AO353_19465	2552	Um
AO353_29400	2552	Um
AO353_06060	1911	Y
AO353_06060	1915	Y
AO353_06060	1917	Y
AO353_07115	1911	Y
AO353_07115	1915	Y
AO353_07115	1917	Y
AO353_11115	1911	Y
AO353_11115	1915	Y
AO353_11115	1917	Y
AO353_14540	1911	Y
AO353_14540	1915	Y
AO353_14540	1917	Y
AO353_19465	1911	Y
AO353_19465	1915	Y
AO353_19465	1917	Y
AO353_29400	1911	Y
AO353_29400	1915	Y
AO353_29400	1917	Y
