Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
AO353_20805-MONOMER	Periplasm	AO353_20805()	Periplasm	s
AO353_13005-MONOMER	Outer_Membrane	AO353_13005()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	AO353_13005()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	AO353_13005()	Outer_Membrane	sb
AO353_19365-MONOMER	Inner_Membrane	AO353_19365()	Inner_Membrane	r
AO353_16880-MONOMER	Inner_Membrane	AO353_16880()	Inner_Membrane	r
AO353_15325-MONOMER	Inner_Membrane	AO353_15325()	Inner_Membrane	r
AO353_00765-MONOMER	Periplasm	AO353_00765()	Periplasm	s
AO353_09845-MONOMER	Inner_Membrane	AO353_09845()	Inner_Membrane	r
AO353_01535-MONOMER	Inner_Membrane	AO353_01535()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	AO353_01535()	Inner_Membrane	r
AO353_25650-MONOMER	Inner_Membrane	AO353_25650()	Inner_Membrane	r
AO353_26565-MONOMER	Inner_Membrane	AO353_26565()	Inner_Membrane	r
AO353_15465-MONOMER	Inner_Membrane	AO353_15465()	Inner_Membrane	r
AO353_15455-MONOMER	Inner_Membrane	AO353_15455()	Inner_Membrane	p
AO353_15460-MONOMER	Inner_Membrane	AO353_15460()	Inner_Membrane	r
AO353_15450-MONOMER	Inner_Membrane	AO353_15450()	Inner_Membrane	p
AO353_00530-MONOMER	Periplasm	AO353_00530()	Periplasm	s
AO353_12370-MONOMER	Inner_Membrane	AO353_12370()	Inner_Membrane	r
AO353_04465-MONOMER	Inner_Membrane	AO353_04465()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	AO353_04465()	Inner_Membrane	r
AO353_11540-MONOMER	Inner_Membrane	AO353_11540()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	AO353_11540()	Periplasm	s
AO353_11550-MONOMER	Inner_Membrane	AO353_11550()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	AO353_11550()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	AO353_11550()	Inner_Membrane	r
AO353_11545-MONOMER	Inner_Membrane	AO353_11545()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	AO353_11545()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	AO353_11545()	Inner_Membrane	r
AO353_04175-MONOMER	Inner_Membrane	AO353_04175()	Inner_Membrane	r
AO353_06195-MONOMER	Inner_Membrane	AO353_06195()	Inner_Membrane	r
AO353_04285-MONOMER	Inner_Membrane	AO353_04285()	Inner_Membrane	p
AO353_04280-MONOMER	Inner_Membrane	AO353_04280()	Inner_Membrane	p
AO353_04270-MONOMER	Inner_Membrane	AO353_04270()	Periplasm	s
AO353_16485-MONOMER	Inner_Membrane	AO353_16485()	Inner_Membrane	r
AO353_01810-MONOMER	Inner_Membrane	AO353_01810()	Inner_Membrane	r
AO353_15515-MONOMER	Inner_Membrane	AO353_15515()	Inner_Membrane	s
AO353_14130-MONOMER	Inner_Membrane	AO353_14130()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	AO353_14130()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	AO353_14130()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	AO353_14130()	Inner_Membrane	r
AO353_25770-MONOMER	Inner_Membrane	AO353_25770()	Inner_Membrane	r
AO353_05295-MONOMER	Inner_Membrane	AO353_05295()	Inner_Membrane	r
AO353_08420-MONOMER	Inner_Membrane	AO353_08420()	Inner_Membrane	r
AO353_09305-MONOMER	Outer_Membrane	AO353_09305()	Inner_Membrane	s
AO353_09300-MONOMER	Outer_Membrane	AO353_09300()	Inner_Membrane	p
AO353_01855-MONOMER	Inner_Membrane	AO353_01855()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	AO353_01855()	Inner_Membrane	r
AO353_01850-MONOMER	Inner_Membrane	AO353_01850()	Inner_Membrane	r
