complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,AO353_10595(2) AND AO353_10600(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,AO353_20900(2) AND AO353_20895(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,AO353_13680(2) AND AO353_20670(2) AND AO353_16540(2) AND AO353_13675(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),AO353_08465() AND AO353_04465() AND AO353_05200() AND AO353_04460(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,AO353_14500(2) AND AO353_14495(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,AO353_01360() AND AO353_01760(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,AO353_17580() AND AO353_17570() AND AO353_17575(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),AO353_01360() AND AO353_01375(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,AO353_05075(4) AND AO353_05080(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,AO353_09935() AND AO353_09940(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),AO353_06855() AND AO353_13540(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),AO353_05390() AND AO353_05395() AND AO353_05400() AND AO353_05405() AND AO353_05410(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),AO353_05375() AND AO353_05395() AND AO353_05400() AND AO353_05405() AND AO353_05410(),,
CPLX_ANS-0,Anthranilate synthase,AO353_07230() AND AO353_07220(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,AO353_00935() AND AO353_08850(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),AO353_03040() AND AO353_03045() AND AO353_03050() AND AO353_03055(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),AO353_16290() AND AO353_16285() AND AO353_16280() AND AO353_16275(),,
CPLX_AST-0,Arginine succinyltransferase,AO353_03015() AND AO353_03020(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,AO353_05115() AND AO353_13165(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),AO353_10400() AND AO353_10420() AND AO353_10385() AND AO353_10390() AND AO353_10415() AND AO353_10410() AND AO353_10395() AND AO353_10405() AND AO353_10425(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,AO353_27940(2) AND AO353_27935(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),AO353_08655(2) AND AO353_08650(2) AND AO353_08665(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",AO353_23535() AND AO353_23540() AND AO353_23545(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),AO353_07790() AND AO353_07785() AND AO353_07780(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,AO353_17300() AND AO353_17295() AND AO353_17290(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,AO353_05150() AND AO353_05145() AND AO353_05140(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,AO353_22120() AND AO353_04660(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),AO353_11540(1) AND AO353_11555(2) AND AO353_11550(1) AND AO353_11545(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),AO353_11555() AND AO353_11545() AND AO353_11550() AND AO353_01955(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),AO353_22210() AND AO353_22205(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,AO353_15245() AND AO353_15250() AND AO353_15255(),,
CPLX_DKMPPD2_PA-0,,AO353_02230() AND AO353_02235(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),AO353_26580() AND AO353_26575(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,AO353_06570(6) AND AO353_06575(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),AO353_13185() AND AO353_13180() AND AO353_04160(),,
CPLX_FE3abcpp-1,Iron (III) transport via ABC system (periplasm to cytoplasm),AO353_08745() AND AO353_08740() AND AO353_04160(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),AO353_13550() AND AO353_13560() AND AO353_13555(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),AO353_16850() AND AO353_04930(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),AO353_03395() AND AO353_03390() AND AO353_03385() AND AO353_03380(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,AO353_12520(4) AND AO353_12515(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),AO353_01875() AND AO353_07790() AND AO353_07785(),,
CPLX_HISabcpp-0,L-histidine transport via ABC system (periplasm),AO353_16950() AND AO353_16960() AND AO353_01535() AND AO353_29015(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,AO353_08180() AND AO353_08185(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,AO353_00735() AND AO353_00730() AND AO353_00740(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,AO353_12090(1) AND AO353_12075(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),AO353_17125(1) AND AO353_17115(1) AND AO353_17120(1) AND AO353_17105(1) AND AO353_17110(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),AO353_13360() AND AO353_13355() AND AO353_13345() AND AO353_13340() AND AO353_13350(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,AO353_20625(1) AND AO353_20620(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),AO353_01370() AND AO353_01355() AND AO353_01365() AND AO353_16515(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),AO353_11985() AND AO353_11990() AND AO353_11995() AND AO353_12000(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,AO353_25315() AND AO353_01360(),,
CPLX_MCOATA-1,Malonyl-CoA-ACP transacylase,AO353_01360() AND AO353_01370(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,AO353_12845() AND AO353_08850(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,AO353_19180() AND AO353_08850(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,AO353_12845() AND AO353_06735(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,AO353_19180() AND AO353_06735(),,
