complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,CHN49_00075(2) AND CHN49_00080(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,CHN49_17100(2) AND CHN49_17105(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,CHN49_02890(2) AND CHN49_19800(2) AND CHN49_21990(2) AND CHN49_02885(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,CHN49_23930(2) AND CHN49_23935(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,CHN49_20010() AND CHN49_08760(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,CHN49_22670() AND CHN49_22680() AND CHN49_22675(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),CHN49_20010() AND CHN49_20025(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,CHN49_23270(4) AND CHN49_23275(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,CHN49_27395() AND CHN49_27400(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),CHN49_02475() AND CHN49_24850(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),CHN49_04630() AND CHN49_04625() AND CHN49_04620() AND CHN49_04615() AND CHN49_04610(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),CHN49_04610(1) AND CHN49_04615(1) AND CHN49_04620(1) AND CHN49_04625(1) AND CHN49_04645(1),,
CPLX_ANS-0,Anthranilate synthase,CHN49_02105() AND CHN49_02115(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,CHN49_17860() AND CHN49_26780(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),CHN49_07425(1) AND CHN49_07420(1) AND CHN49_07430(1) AND CHN49_07435(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),CHN49_05580() AND CHN49_05575() AND CHN49_05570() AND CHN49_05565(),,
CPLX_AST-0,Arginine succinyltransferase,CHN49_07460() AND CHN49_07455(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,CHN49_05055() AND CHN49_25095(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),CHN49_27615() AND CHN49_27635() AND CHN49_27600() AND CHN49_27605() AND CHN49_27630() AND CHN49_27625() AND CHN49_27610() AND CHN49_27620() AND CHN49_27640(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,CHN49_14525() AND CHN49_14530(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),CHN49_01090(2) AND CHN49_01095(2) AND CHN49_01080(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",CHN49_14330() AND CHN49_14325() AND CHN49_14320(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),CHN49_01430() AND CHN49_01435() AND CHN49_01440(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,CHN49_22835() AND CHN49_22840() AND CHN49_22845(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,CHN49_05020() AND CHN49_05025() AND CHN49_05030(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,CHN49_23330() AND CHN49_06825(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),CHN49_26545(1) AND CHN49_26525(2) AND CHN49_26530(1) AND CHN49_26535(1),,
