Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CHN49_17190-MONOMER	Periplasm	CHN49_17190()	Periplasm	s
CHN49_25265-MONOMER	Outer_Membrane	CHN49_25265()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	CHN49_25265()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	CHN49_25265()	Outer_Membrane	sb
CHN49_08440-MONOMER	Inner_Membrane	CHN49_08440()	Inner_Membrane	r
CHN49_06220-MONOMER	Inner_Membrane	CHN49_06220()	Inner_Membrane	r
CHN49_23125-MONOMER	Inner_Membrane	CHN49_23125()	Inner_Membrane	r
CHN49_13915-MONOMER	Periplasm	CHN49_13915()	Periplasm	s
CHN49_17355-MONOMER	Inner_Membrane	CHN49_17355()	Inner_Membrane	r
CHN49_19230-MONOMER	Periplasm	CHN49_19230()	Periplasm	s
CHN49_27310-MONOMER	Inner_Membrane	CHN49_27310()	Inner_Membrane	r
CHN49_07425-MONOMER	Inner_Membrane	CHN49_07425()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	CHN49_07425()	Inner_Membrane	r
CHN49_07420-MONOMER	Inner_Membrane	CHN49_07420()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	CHN49_07420()	Periplasm	s
CHN49_07430-MONOMER	Inner_Membrane	CHN49_07430()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	CHN49_07430()	Inner_Membrane	r
CHN49_08075-MONOMER	Inner_Membrane	CHN49_08075()	Inner_Membrane	r
CHN49_04240-MONOMER	Inner_Membrane	CHN49_04240()	Inner_Membrane	r
CHN49_04230-MONOMER	Inner_Membrane	CHN49_04230()	Inner_Membrane	p
CHN49_04235-MONOMER	Inner_Membrane	CHN49_04235()	Inner_Membrane	r
CHN49_04225-MONOMER	Inner_Membrane	CHN49_04225()	Inner_Membrane	p
CHN49_19065-MONOMER	Periplasm	CHN49_19065()	Periplasm	s
CHN49_25745-MONOMER	Inner_Membrane	CHN49_25745()	Inner_Membrane	r
CHN49_26545-MONOMER	Inner_Membrane	CHN49_26545()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	CHN49_26545()	Periplasm	s
CHN49_26530-MONOMER	Inner_Membrane	CHN49_26530()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CHN49_26530()	Inner_Membrane	r
