bnum	position	modification
CHN49_00605	1518	m62A
CHN49_00605	1519	m62A
CHN49_00620	1518	m62A
CHN49_00620	1519	m62A
CHN49_00645	1518	m62A
CHN49_00645	1519	m62A
CHN49_02200	1518	m62A
CHN49_02200	1519	m62A
CHN49_03105	1518	m62A
CHN49_03105	1519	m62A
CHN49_05980	1518	m62A
CHN49_05980	1519	m62A
CHN49_18190	1518	m62A
CHN49_18190	1519	m62A
CHN49_23895	1518	m62A
CHN49_23895	1519	m62A
CHN49_00605	967	m5C
CHN49_00620	967	m5C
CHN49_00645	967	m5C
CHN49_02200	967	m5C
CHN49_03105	967	m5C
CHN49_05980	967	m5C
CHN49_18190	967	m5C
CHN49_23895	967	m5C
CHN49_00605	966	m2G
CHN49_00620	966	m2G
CHN49_00645	966	m2G
CHN49_02200	966	m2G
CHN49_03105	966	m2G
CHN49_05980	966	m2G
CHN49_18190	966	m2G
CHN49_23895	966	m2G
CHN49_00605	1498	m3U
CHN49_00620	1498	m3U
CHN49_00645	1498	m3U
CHN49_02200	1498	m3U
CHN49_03105	1498	m3U
CHN49_05980	1498	m3U
CHN49_18190	1498	m3U
CHN49_23895	1498	m3U
CHN49_00605	527	m7G
CHN49_00620	527	m7G
CHN49_00645	527	m7G
CHN49_02200	527	m7G
CHN49_03105	527	m7G
CHN49_05980	527	m7G
CHN49_18190	527	m7G
CHN49_23895	527	m7G
CHN49_00605	1402	m4Cm
CHN49_00620	1402	m4Cm
CHN49_00645	1402	m4Cm
CHN49_02200	1402	m4Cm
CHN49_03105	1402	m4Cm
CHN49_05980	1402	m4Cm
CHN49_18190	1402	m4Cm
CHN49_23895	1402	m4Cm
CHN49_00605	516	Y
CHN49_00620	516	Y
CHN49_00645	516	Y
CHN49_02200	516	Y
CHN49_03105	516	Y
CHN49_05980	516	Y
CHN49_18190	516	Y
CHN49_23895	516	Y
CHN49_00610	2503	m2A
CHN49_00635	2503	m2A
CHN49_00650	2503	m2A
CHN49_02215	2503	m2A
CHN49_03120	2503	m2A
CHN49_05995	2503	m2A
CHN49_18175	2503	m2A
CHN49_23880	2503	m2A
CHN49_00610	2251	Gm
CHN49_00635	2251	Gm
CHN49_00650	2251	Gm
CHN49_02215	2251	Gm
CHN49_03120	2251	Gm
CHN49_05995	2251	Gm
CHN49_18175	2251	Gm
CHN49_23880	2251	Gm
CHN49_00610	1939	m5U
CHN49_00635	1939	m5U
CHN49_00650	1939	m5U
CHN49_02215	1939	m5U
CHN49_03120	1939	m5U
CHN49_05995	1939	m5U
CHN49_18175	1939	m5U
CHN49_23880	1939	m5U
CHN49_00610	2498	Cm
CHN49_00635	2498	Cm
CHN49_00650	2498	Cm
CHN49_02215	2498	Cm
CHN49_03120	2498	Cm
CHN49_05995	2498	Cm
CHN49_18175	2498	Cm
CHN49_23880	2498	Cm
CHN49_00610	745	m1G
CHN49_00635	745	m1G
CHN49_00650	745	m1G
CHN49_02215	745	m1G
CHN49_03120	745	m1G
CHN49_05995	745	m1G
CHN49_18175	745	m1G
CHN49_23880	745	m1G
CHN49_00610	1835	m2G
CHN49_00635	1835	m2G
CHN49_00650	1835	m2G
CHN49_02215	1835	m2G
CHN49_03120	1835	m2G
CHN49_05995	1835	m2G
CHN49_18175	1835	m2G
CHN49_23880	1835	m2G
CHN49_00610	1962	m5C
CHN49_00635	1962	m5C
CHN49_00650	1962	m5C
CHN49_02215	1962	m5C
CHN49_03120	1962	m5C
CHN49_05995	1962	m5C
CHN49_18175	1962	m5C
CHN49_23880	1962	m5C
CHN49_00610	1618	m6A
CHN49_00635	1618	m6A
CHN49_00650	1618	m6A
CHN49_02215	1618	m6A
CHN49_03120	1618	m6A
CHN49_05995	1618	m6A
CHN49_18175	1618	m6A
CHN49_23880	1618	m6A
CHN49_00610	2069	m7G
CHN49_00635	2069	m7G
CHN49_00650	2069	m7G
CHN49_02215	2069	m7G
CHN49_03120	2069	m7G
CHN49_05995	2069	m7G
CHN49_18175	2069	m7G
CHN49_23880	2069	m7G
CHN49_00610	2552	Um
CHN49_00635	2552	Um
CHN49_00650	2552	Um
CHN49_02215	2552	Um
CHN49_03120	2552	Um
CHN49_05995	2552	Um
CHN49_18175	2552	Um
CHN49_23880	2552	Um
CHN49_00610	1911	Y
CHN49_00610	1915	Y
CHN49_00610	1917	Y
CHN49_00635	1911	Y
CHN49_00635	1915	Y
CHN49_00635	1917	Y
CHN49_00650	1911	Y
CHN49_00650	1915	Y
CHN49_00650	1917	Y
CHN49_02215	1911	Y
CHN49_02215	1915	Y
CHN49_02215	1917	Y
CHN49_03120	1911	Y
CHN49_03120	1915	Y
CHN49_03120	1917	Y
CHN49_05995	1911	Y
CHN49_05995	1915	Y
CHN49_05995	1917	Y
CHN49_18175	1911	Y
CHN49_18175	1915	Y
CHN49_18175	1917	Y
CHN49_23880	1911	Y
CHN49_23880	1915	Y
CHN49_23880	1917	Y
