Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FQ342_00295-MONOMER	Periplasm	FQ342_00295()	Periplasm	s
FQ342_08230-MONOMER	Outer_Membrane	FQ342_08230()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FQ342_08230()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FQ342_08230()	Outer_Membrane	sb
FQ342_21485-MONOMER	Inner_Membrane	FQ342_21485()	Inner_Membrane	r
FQ342_04610-MONOMER	Inner_Membrane	FQ342_04610()	Inner_Membrane	r
FQ342_16870-MONOMER	Inner_Membrane	FQ342_16870()	Inner_Membrane	r
FQ342_18500-MONOMER	Periplasm	FQ342_18500()	Periplasm	s
FQ342_24975-MONOMER	Inner_Membrane	FQ342_24975()	Inner_Membrane	r
FQ342_01420-MONOMER	Periplasm	FQ342_01420()	Periplasm	s
FQ342_11620-MONOMER	Inner_Membrane	FQ342_11620()	Inner_Membrane	r
FQ342_04520-MONOMER	Inner_Membrane	FQ342_04520()	Inner_Membrane	r
FQ342_31360-MONOMER	Inner_Membrane	FQ342_31360()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	FQ342_31360()	Periplasm	s
FQ342_04525-MONOMER	Inner_Membrane	FQ342_04525()	Inner_Membrane	r
FQ342_01560-MONOMER	Inner_Membrane	FQ342_01560()	Inner_Membrane	r
FQ342_17015-MONOMER	Inner_Membrane	FQ342_17015()	Inner_Membrane	r
FQ342_18565-MONOMER	Inner_Membrane	FQ342_18565()	Inner_Membrane	p
FQ342_17010-MONOMER	Inner_Membrane	FQ342_17010()	Inner_Membrane	r
FQ342_17000-MONOMER	Inner_Membrane	FQ342_17000()	Inner_Membrane	p
FQ342_01135-MONOMER	Periplasm	FQ342_01135()	Periplasm	s
FQ342_08795-MONOMER	Inner_Membrane	FQ342_08795()	Inner_Membrane	r
FQ342_05470-MONOMER	Inner_Membrane	FQ342_05470()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	FQ342_05470()	Inner_Membrane	r
FQ342_09965-MONOMER	Inner_Membrane	FQ342_09965()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FQ342_09965()	Periplasm	s
FQ342_09955-MONOMER	Inner_Membrane	FQ342_09955()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FQ342_09955()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	FQ342_09955()	Inner_Membrane	r
FQ342_09960-MONOMER	Inner_Membrane	FQ342_09960()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FQ342_09960()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	FQ342_09960()	Inner_Membrane	r
FQ342_17890-MONOMER	Inner_Membrane	FQ342_17890()	Inner_Membrane	r
FQ342_15260-MONOMER	Inner_Membrane	FQ342_15260()	Inner_Membrane	r
FQ342_27005-MONOMER	Periplasm	FQ342_27005()	Periplasm	s
FQ342_04955-MONOMER	Inner_Membrane	FQ342_04955()	Inner_Membrane	r
FQ342_02220-MONOMER	Inner_Membrane	FQ342_02220()	Inner_Membrane	r
FQ342_15570-MONOMER	Inner_Membrane	FQ342_15570()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	FQ342_15570()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	FQ342_15570()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	FQ342_15570()	Inner_Membrane	r
FQ342_26940-MONOMER	Inner_Membrane	FQ342_26940()	Inner_Membrane	r
FQ342_30110-MONOMER	Inner_Membrane	FQ342_30110()	Inner_Membrane	r
FQ342_12710-MONOMER	Inner_Membrane	FQ342_12710()	Inner_Membrane	r
FQ342_11810-MONOMER	Outer_Membrane	FQ342_11810()	Inner_Membrane	s
FQ342_29260-MONOMER	Outer_Membrane	FQ342_29260()	Outer_Membrane	sb
FQ342_11815-MONOMER	Outer_Membrane	FQ342_11815()	Inner_Membrane	p
FQ342_02265-MONOMER	Inner_Membrane	FQ342_02265()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FQ342_02265()	Inner_Membrane	r
FQ342_02260-MONOMER	Inner_Membrane	FQ342_02260()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FQ342_02260()	Inner_Membrane	r
FQ342_20320-MONOMER	Inner_Membrane	FQ342_20320()	Inner_Membrane	r
FQ342_02885-MONOMER	Inner_Membrane	FQ342_02885()	Inner_Membrane	p
CPLX_Kt2pp-0	Inner_Membrane	FQ342_02885()	Inner_Membrane	p
FQ342_22895-MONOMER	Inner_Membrane	FQ342_22895()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22895()	Inner_Membrane	p
FQ342_22840-MONOMER	Inner_Membrane	FQ342_22840()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22840()	Inner_Membrane	r
FQ342_22855-MONOMER	Inner_Membrane	FQ342_22855()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22855()	Inner_Membrane	r
FQ342_22850-MONOMER	Inner_Membrane	FQ342_22850()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22850()	Inner_Membrane	p
FQ342_22845-MONOMER	Inner_Membrane	FQ342_22845()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22845()	Inner_Membrane	r
FQ342_22865-MONOMER	Inner_Membrane	FQ342_22865()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22865()	Inner_Membrane	r
FQ342_22835-MONOMER	Inner_Membrane	FQ342_22835()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FQ342_22835()	Inner_Membrane	r
FQ342_04655-MONOMER	Inner_Membrane	FQ342_04655()	Inner_Membrane	r
FQ342_20275-MONOMER	Outer_Membrane	FQ342_20275()	Outer_Membrane	sb
FQ342_20630-MONOMER	Inner_Membrane	FQ342_20630()	Inner_Membrane	r
FQ342_05885-MONOMER	Periplasm	FQ342_05885()	Periplasm	s
FQ342_26950-MONOMER	Inner_Membrane	FQ342_26950()	Inner_Membrane	r
FQ342_07355-MONOMER	Inner_Membrane	FQ342_07355()	Inner_Membrane	r
FQ342_04190-MONOMER	Outer_Membrane	FQ342_04190()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	FQ342_04190()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	FQ342_04190()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	FQ342_04190()	Inner_Membrane	pa
FQ342_09820-MONOMER	Inner_Membrane	FQ342_09820()	Inner_Membrane	r
FQ342_02810-MONOMER	Inner_Membrane	FQ342_02810()	Inner_Membrane	r
FQ342_02275-MONOMER	Inner_Membrane	FQ342_02275()	Inner_Membrane	r
FQ342_22000-MONOMER	Inner_Membrane	FQ342_22000()	Inner_Membrane	r
FQ342_04240-MONOMER	Inner_Membrane	FQ342_04240()	Inner_Membrane	r
FQ342_17020-MONOMER	Inner_Membrane	FQ342_17020()	Inner_Membrane	r
FQ342_05485-MONOMER	Periplasm	FQ342_05485()	Periplasm	s
FQ342_15360-MONOMER	Inner_Membrane	FQ342_15360()	Inner_Membrane	r
FQ342_31310-MONOMER	Inner_Membrane	FQ342_31310()	Inner_Membrane	r
FQ342_23840-MONOMER	Inner_Membrane	FQ342_23840()	Inner_Membrane	r
FQ342_15370-MONOMER	Inner_Membrane	FQ342_15370()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	FQ342_15370()	Inner_Membrane	r
FQ342_22385-MONOMER	Inner_Membrane	FQ342_22385()	Inner_Membrane	r
FQ342_12200-MONOMER	Inner_Membrane	FQ342_12200()	Inner_Membrane	r
FQ342_10495-MONOMER	Inner_Membrane	FQ342_10495()	Inner_Membrane	r
FQ342_14615-MONOMER	Inner_Membrane	FQ342_14615()	Inner_Membrane	r
FQ342_18660-MONOMER	Inner_Membrane	FQ342_18660()	Inner_Membrane	r
FQ342_04095-MONOMER	Periplasm	FQ342_04095()	Periplasm	s
FQ342_16080-MONOMER	Inner_Membrane	FQ342_16080()	Inner_Membrane	r
FQ342_00285-MONOMER	Inner_Membrane	FQ342_00285()	Periplasm	s
CPLX_RIBabcpp-0	Inner_Membrane	FQ342_00285()	Periplasm	s
FQ342_29610-MONOMER	Inner_Membrane	FQ342_29610()	Inner_Membrane	r
FQ342_29620-MONOMER	Inner_Membrane	FQ342_29620()	Periplasm	s
FQ342_11045-MONOMER	Inner_Membrane	FQ342_11045()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	FQ342_11045()	Inner_Membrane	r
FQ342_11070-MONOMER	Inner_Membrane	FQ342_11070()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	FQ342_11070()	Inner_Membrane	y
FQ342_11035-MONOMER	Inner_Membrane	FQ342_11035()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	FQ342_11035()	Inner_Membrane	p
FQ342_11040-MONOMER	Inner_Membrane	FQ342_11040()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	FQ342_11040()	Inner_Membrane	r
FQ342_12700-MONOMER	Inner_Membrane	FQ342_12700()	Inner_Membrane	r
FQ342_09670-MONOMER	Inner_Membrane	FQ342_09670()	Inner_Membrane	r
FQ342_04360-MONOMER	Inner_Membrane	FQ342_04360()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	FQ342_04360()	Inner_Membrane	p
FQ342_04355-MONOMER	Inner_Membrane	FQ342_04355()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	FQ342_04355()	Inner_Membrane	r
FQ342_04285-MONOMER	Inner_Membrane	FQ342_04285()	Inner_Membrane	r
FQ342_16995-MONOMER	Inner_Membrane	FQ342_16995()	Inner_Membrane	r
FQ342_06405-MONOMER	Inner_Membrane	FQ342_06405()	Inner_Membrane	r
FQ342_23320-MONOMER	Inner_Membrane	FQ342_23320()	Inner_Membrane	r
FQ342_24695-MONOMER	Inner_Membrane	FQ342_24695()	Inner_Membrane	r
FQ342_06925-MONOMER	Inner_Membrane	FQ342_06925()	Inner_Membrane	r
FQ342_21475-MONOMER	Periplasm	FQ342_21475()	Periplasm	s
FQ342_21705-MONOMER	Inner_Membrane	FQ342_21705()	Inner_Membrane	r
FQ342_27280-MONOMER	Inner_Membrane	FQ342_27280()	Inner_Membrane	r
FQ342_11455-MONOMER	Inner_Membrane	FQ342_11455()	Inner_Membrane	p
FQ342_10335-MONOMER	Outer_Membrane	FQ342_10335()	Outer_Membrane	sb
FQ342_07300-MONOMER	Inner_Membrane	FQ342_07300()	Inner_Membrane	r
FQ342_08840-MONOMER	Inner_Membrane	FQ342_08840()	Inner_Membrane	r
CPLX_GLNabcpp-0	Inner_Membrane	FQ342_08840()	Inner_Membrane	r
FQ342_03150-MONOMER	Inner_Membrane	FQ342_03150()	Inner_Membrane	r
FQ342_14955-MONOMER	Outer_Membrane	FQ342_14955()	Outer_Membrane	pla
FQ342_27300-MONOMER	Inner_Membrane	FQ342_27300()	Inner_Membrane	r
FQ342_09200-MONOMER	Inner_Membrane	FQ342_09200()	Inner_Membrane	r
FQ342_04200-MONOMER	Outer_Membrane	FQ342_04200()	Outer_Membrane	pla
CPLX_CMtpp-0	Outer_Membrane	FQ342_04200()	Outer_Membrane	pla
