Reaction	Complexes
1PPDCRc	FQ342_03770-MONOMER
2AGPE140tipp	FQ342_20320-MONOMER
2AGPE141tipp	FQ342_20320-MONOMER
2AGPG140tipp	FQ342_20320-MONOMER
2AGPG141tipp	FQ342_20320-MONOMER
2DHGLCK	FQ342_28965-MONOMER
2DHGLCNkt_tpp	FQ342_28970-MONOMER
2HH24DDH1	FQ342_25655-MONOMER
2MAHMP	FQ342_22935-MONOMER
3AMACHYD	FQ342_28090-MONOMER
3HAD100	FQ342_04925-MONOMER
3HAD120	FQ342_04925-MONOMER
3HAD121	FQ342_04925-MONOMER
3HAD140	FQ342_04925-MONOMER
3HAD141	FQ342_04925-MONOMER
3HAD160	FQ342_04925-MONOMER
3HAD161	FQ342_04925-MONOMER
3HAD180	FQ342_04925-MONOMER
3HAD181	FQ342_04925-MONOMER
3HAD40	FQ342_04925-MONOMER
3HAD60	FQ342_04925-MONOMER
3HAD80	FQ342_04925-MONOMER
3HOXPACt2pp	FQ342_25660-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FQ342_01855-MONOMER
3OAR120	FQ342_01855-MONOMER
3OAR121	FQ342_01855-MONOMER
3OAR140	FQ342_01855-MONOMER
3OAR141	FQ342_01855-MONOMER
3OAR160	FQ342_01855-MONOMER
3OAR161	FQ342_01855-MONOMER
3OAR180	FQ342_01855-MONOMER
3OAR181	FQ342_01855-MONOMER
3OAR40	FQ342_01855-MONOMER
3OAR60	FQ342_01855-MONOMER
3OAR80	FQ342_01855-MONOMER
3OAS100	FQ342_01845-MONOMER OR FQ342_02155-MONOMER OR FQ342_25360-MONOMER
3OAS120	FQ342_01845-MONOMER OR FQ342_02155-MONOMER OR FQ342_25360-MONOMER
3OAS121	FQ342_02155-MONOMER
3OAS140	FQ342_01845-MONOMER OR FQ342_02155-MONOMER OR FQ342_25360-MONOMER
3OAS141	FQ342_02155-MONOMER
3OAS160	FQ342_01845-MONOMER OR FQ342_02155-MONOMER OR FQ342_25360-MONOMER
3OAS161	FQ342_02155-MONOMER
3OAS180	FQ342_02155-MONOMER
3OAS181	FQ342_02155-MONOMER
3OAS60	FQ342_01845-MONOMER OR FQ342_02155-MONOMER OR FQ342_25360-MONOMER
3OAS80	FQ342_01845-MONOMER OR FQ342_02155-MONOMER OR FQ342_25360-MONOMER
3OXCOAT	FQ342_04255-MONOMER
3OXOADPt_pp	FQ342_04240-MONOMER
3PEPTabcpp	FQ342_26025-MONOMER OR FQ342_26020-MONOMER OR FQ342_26015-MONOMER OR FQ342_26010-MONOMER
3_4DHBZ1t_pp	FQ342_04270-MONOMER
3_4DHBZt2	FQ342_09945-MONOMER
4CMLCL_kt	FQ342_04225-MONOMER OR FQ342_06410-MONOMER
4HBHYOX	FQ342_16335-MONOMER
4HBZtex	FQ342_04205-MONOMER
4HOXPACt2pp	FQ342_03225-MONOMER
4HTHRS	FQ342_05340-MONOMER_mod_pydx5p(1)
4PEPTabcpp	FQ342_26025-MONOMER OR FQ342_26020-MONOMER OR FQ342_26015-MONOMER OR FQ342_26010-MONOMER
5HPUDICDC_c	FQ342_20530-MONOMER
A5PISO	FQ342_06260-MONOMER
