Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
JHW37_17705-MONOMER	Inner_Membrane	JHW37_17705()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	JHW37_17705()	Inner_Membrane	r
JHW37_17700-MONOMER	Inner_Membrane	JHW37_17700()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	JHW37_17700()	Inner_Membrane	r
JHW37_18960-MONOMER	Periplasm	JHW37_18960()	Periplasm	s
JHW37_26665-MONOMER	Outer_Membrane	JHW37_26665()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	JHW37_26665()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	JHW37_26665()	Outer_Membrane	sb
JHW37_10730-MONOMER	Inner_Membrane	JHW37_10730()	Inner_Membrane	r
JHW37_05375-MONOMER	Inner_Membrane	JHW37_05375()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	JHW37_05375()	Inner_Membrane	r
JHW37_21650-MONOMER	Inner_Membrane	JHW37_21650()	Inner_Membrane	r
JHW37_23630-MONOMER	Inner_Membrane	JHW37_23630()	Inner_Membrane	r
JHW37_14905-MONOMER	Periplasm	JHW37_14905()	Periplasm	s
JHW37_04060-MONOMER	Inner_Membrane	JHW37_04060()	Inner_Membrane	r
JHW37_09480-MONOMER	Periplasm	JHW37_09480()	Periplasm	s
JHW37_28645-MONOMER	Inner_Membrane	JHW37_28645()	Inner_Membrane	r
JHW37_21865-MONOMER	Inner_Membrane	JHW37_21865()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	JHW37_21865()	Inner_Membrane	r
JHW37_21870-MONOMER	Inner_Membrane	JHW37_21870()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	JHW37_21870()	Periplasm	s
JHW37_21860-MONOMER	Inner_Membrane	JHW37_21860()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	JHW37_21860()	Inner_Membrane	r
JHW37_02280-MONOMER	Inner_Membrane	JHW37_02280()	Inner_Membrane	r
JHW37_19050-MONOMER	Inner_Membrane	JHW37_19050()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	JHW37_19050()	Inner_Membrane	r
JHW37_19060-MONOMER	Inner_Membrane	JHW37_19060()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	JHW37_19060()	Inner_Membrane	p
JHW37_19055-MONOMER	Inner_Membrane	JHW37_19055()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	JHW37_19055()	Inner_Membrane	r
JHW37_19065-MONOMER	Inner_Membrane	JHW37_19065()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	JHW37_19065()	Inner_Membrane	p
JHW37_09710-MONOMER	Periplasm	JHW37_09710()	Periplasm	s
JHW37_27060-MONOMER	Inner_Membrane	JHW37_27060()	Inner_Membrane	r
JHW37_05985-MONOMER	Inner_Membrane	JHW37_05985()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	JHW37_05985()	Inner_Membrane	r
JHW37_29050-MONOMER	Inner_Membrane	JHW37_29050()	Inner_Membrane	r
JHW37_01305-MONOMER	Inner_Membrane	JHW37_01305()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	JHW37_01305()	Periplasm	s
JHW37_01295-MONOMER	Inner_Membrane	JHW37_01295()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	JHW37_01295()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	JHW37_01295()	Inner_Membrane	r
JHW37_01300-MONOMER	Inner_Membrane	JHW37_01300()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	JHW37_01300()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	JHW37_01300()	Inner_Membrane	r
JHW37_06965-MONOMER	Inner_Membrane	JHW37_06965()	Inner_Membrane	r
JHW37_01150-MONOMER	Inner_Membrane	JHW37_01150()	Inner_Membrane	r
JHW37_19945-MONOMER	Periplasm	JHW37_19945()	Periplasm	s
JHW37_06605-MONOMER	Inner_Membrane	JHW37_06605()	Inner_Membrane	r
JHW37_15705-MONOMER	Inner_Membrane	JHW37_15705()	Inner_Membrane	r
JHW37_24465-MONOMER	Inner_Membrane	JHW37_24465()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	JHW37_24465()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	JHW37_24465()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	JHW37_24465()	Inner_Membrane	r
JHW37_15770-MONOMER	Inner_Membrane	JHW37_15770()	Inner_Membrane	r
JHW37_13765-MONOMER	Periplasm	JHW37_13765()	Periplasm	s
JHW37_19535-MONOMER	Inner_Membrane	JHW37_19535()	Inner_Membrane	r
JHW37_11180-MONOMER	Inner_Membrane	JHW37_11180()	Inner_Membrane	r
JHW37_29595-MONOMER	Outer_Membrane	JHW37_29595()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	JHW37_29595()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	JHW37_29595()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	JHW37_29595()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-1	Outer_Membrane	JHW37_29595()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-2	Outer_Membrane	JHW37_29595()	Inner_Membrane	r
JHW37_21370-MONOMER	Outer_Membrane	JHW37_21370()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	JHW37_21370()	Inner_Membrane	s
CPLX_FE3DHBZStonex-1	Outer_Membrane	JHW37_21370()	Inner_Membrane	s
JHW37_18535-MONOMER	Outer_Membrane	JHW37_18535()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-2	Outer_Membrane	JHW37_18535()	Outer_Membrane	sb
JHW37_17485-MONOMER	Inner_Membrane	JHW37_17485()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	JHW37_17485()	Inner_Membrane	r
JHW37_17480-MONOMER	Inner_Membrane	JHW37_17480()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	JHW37_17480()	Inner_Membrane	r
JHW37_08335-MONOMER	Inner_Membrane	JHW37_08335()	Inner_Membrane	r
JHW37_12170-MONOMER	Inner_Membrane	JHW37_12170()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12170()	Inner_Membrane	p
JHW37_12115-MONOMER	Inner_Membrane	JHW37_12115()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12115()	Inner_Membrane	r
JHW37_12130-MONOMER	Inner_Membrane	JHW37_12130()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12130()	Inner_Membrane	r
JHW37_12125-MONOMER	Inner_Membrane	JHW37_12125()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12125()	Inner_Membrane	p
JHW37_12120-MONOMER	Inner_Membrane	JHW37_12120()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12120()	Inner_Membrane	r
JHW37_12140-MONOMER	Inner_Membrane	JHW37_12140()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12140()	Inner_Membrane	r
JHW37_12110-MONOMER	Inner_Membrane	JHW37_12110()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	JHW37_12110()	Inner_Membrane	r
JHW37_06845-MONOMER	Inner_Membrane	JHW37_06845()	Inner_Membrane	r
JHW37_19200-MONOMER	Outer_Membrane	JHW37_19200()	Outer_Membrane	sb
JHW37_15245-MONOMER	Inner_Membrane	JHW37_15245()	Inner_Membrane	r
JHW37_28175-MONOMER	Inner_Membrane	JHW37_28175()	Inner_Membrane	p
JHW37_15765-MONOMER	Inner_Membrane	JHW37_15765()	Inner_Membrane	r
JHW37_05020-MONOMER	Inner_Membrane	JHW37_05020()	Inner_Membrane	r
JHW37_02025-MONOMER	Outer_Membrane	JHW37_02025()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	JHW37_02025()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	JHW37_02025()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	JHW37_02025()	Inner_Membrane	pa
JHW37_13360-MONOMER	Inner_Membrane	JHW37_13360()	Inner_Membrane	r
JHW37_09810-MONOMER	Inner_Membrane	JHW37_09810()	Inner_Membrane	r
JHW37_00075-MONOMER	Inner_Membrane	JHW37_00075()	Inner_Membrane	r
JHW37_08520-MONOMER	Inner_Membrane	JHW37_08520()	Inner_Membrane	r
JHW37_25910-MONOMER	Inner_Membrane	JHW37_25910()	Inner_Membrane	r
JHW37_01105-MONOMER	Inner_Membrane	JHW37_01105()	Inner_Membrane	r
JHW37_19045-MONOMER	Inner_Membrane	JHW37_19045()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	JHW37_19045()	Inner_Membrane	r
JHW37_05965-MONOMER	Periplasm	JHW37_05965()	Periplasm	s
JHW37_24770-MONOMER	Inner_Membrane	JHW37_24770()	Inner_Membrane	r
JHW37_14755-MONOMER	Inner_Membrane	JHW37_14755()	Inner_Membrane	r
JHW37_23230-MONOMER	Inner_Membrane	JHW37_23230()	Inner_Membrane	r
JHW37_04970-MONOMER	Inner_Membrane	JHW37_04970()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	JHW37_04970()	Inner_Membrane	r
JHW37_04975-MONOMER	Inner_Membrane	JHW37_04975()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	JHW37_04975()	Inner_Membrane	r
JHW37_15330-MONOMER	Inner_Membrane	JHW37_15330()	Inner_Membrane	r
JHW37_28095-MONOMER	Inner_Membrane	JHW37_28095()	Inner_Membrane	r
JHW37_29335-MONOMER	Inner_Membrane	JHW37_29335()	Inner_Membrane	r
JHW37_04390-MONOMER	Inner_Membrane	JHW37_04390()	Inner_Membrane	r
JHW37_23895-MONOMER	Inner_Membrane	JHW37_23895()	Inner_Membrane	r
JHW37_16930-MONOMER	Periplasm	JHW37_16930()	Periplasm	s
JHW37_01885-MONOMER	Inner_Membrane	JHW37_01885()	Inner_Membrane	r
CPLX_FE2t4pp-0	Inner_Membrane	JHW37_01885()	Inner_Membrane	r
JHW37_15800-MONOMER	Inner_Membrane	JHW37_15800()	Periplasm	s
CPLX_RIBabcpp-0	Inner_Membrane	JHW37_15800()	Periplasm	s
JHW37_15790-MONOMER	Inner_Membrane	JHW37_15790()	Inner_Membrane	r
CPLX_RIBabcpp-0	Inner_Membrane	JHW37_15790()	Inner_Membrane	r
JHW37_25835-MONOMER	Inner_Membrane	JHW37_25835()	Inner_Membrane	r
CPLX_FDHr-0	Inner_Membrane	JHW37_25835()	Inner_Membrane	r
CPLX_FDH4pp-0	Inner_Membrane	JHW37_25835()	Inner_Membrane	r
JHW37_25840-MONOMER	Inner_Membrane	JHW37_25840()	Inner_Membrane	t
CPLX_FDHr-0	Inner_Membrane	JHW37_25840()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	JHW37_25840()	Inner_Membrane	t
JHW37_25845-MONOMER	Inner_Membrane	JHW37_25845()	Periplasm	t
CPLX_FDHr-0	Inner_Membrane	JHW37_25845()	Periplasm	t
CPLX_FDH4pp-0	Inner_Membrane	JHW37_25845()	Periplasm	t
JHW37_29755-MONOMER	Inner_Membrane	JHW37_29755()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	JHW37_29755()	Inner_Membrane	r
JHW37_29730-MONOMER	Inner_Membrane	JHW37_29730()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	JHW37_29730()	Inner_Membrane	y
JHW37_29765-MONOMER	Inner_Membrane	JHW37_29765()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	JHW37_29765()	Inner_Membrane	p
JHW37_29760-MONOMER	Inner_Membrane	JHW37_29760()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	JHW37_29760()	Inner_Membrane	r
JHW37_04955-MONOMER	Inner_Membrane	JHW37_04955()	Inner_Membrane	r
JHW37_20175-MONOMER	Inner_Membrane	JHW37_20175()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	JHW37_20175()	Inner_Membrane	p
JHW37_20170-MONOMER	Inner_Membrane	JHW37_20170()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	JHW37_20170()	Inner_Membrane	r
JHW37_23010-MONOMER	Inner_Membrane	JHW37_23010()	Inner_Membrane	r
JHW37_02565-MONOMER	Inner_Membrane	JHW37_02565()	Inner_Membrane	r
