Reaction	Complexes
1PPDCRc	JHW37_19390-MONOMER
2AGPE140tipp	JHW37_08335-MONOMER
2AGPE141tipp	JHW37_08335-MONOMER
2AGPG140tipp	JHW37_08335-MONOMER
2AGPG141tipp	JHW37_08335-MONOMER
2DHGLCK	JHW37_14255-MONOMER_mod_mg2(1)
2DHGLCNkt_tpp	JHW37_14250-MONOMER
2HH24DDH1	JHW37_03990-MONOMER
2MAHMP	JHW37_12230-MONOMER
34HPPOR	JHW37_21995-MONOMER
3AMACHYD	JHW37_09450-MONOMER
3HAACOAT100	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAACOAT120	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAACOAT121	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAACOAT140	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAACOAT141	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAACOAT60	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAACOAT80	JHW37_22700-MONOMER OR JHW37_07375-MONOMER
3HAD100	JHW37_06635-MONOMER
3HAD120	JHW37_06635-MONOMER
3HAD121	JHW37_06635-MONOMER
3HAD140	JHW37_06635-MONOMER
3HAD141	JHW37_06635-MONOMER
3HAD160	JHW37_06635-MONOMER
3HAD161	JHW37_06635-MONOMER
3HAD180	JHW37_06635-MONOMER
3HAD181	JHW37_06635-MONOMER
3HAD40	JHW37_06635-MONOMER
3HAD60	JHW37_06635-MONOMER
3HAD80	JHW37_06635-MONOMER
3HOXPACt2pp	JHW37_03995-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	JHW37_09980-MONOMER
3OAR120	JHW37_09980-MONOMER
3OAR121	JHW37_09980-MONOMER
3OAR140	JHW37_09980-MONOMER
3OAR141	JHW37_09980-MONOMER
3OAR160	JHW37_09980-MONOMER
3OAR161	JHW37_09980-MONOMER
3OAR180	JHW37_09980-MONOMER
3OAR181	JHW37_09980-MONOMER
3OAR40	JHW37_09980-MONOMER
3OAR60	JHW37_09980-MONOMER
3OAR80	JHW37_09980-MONOMER
3OAS100	JHW37_09990-MONOMER OR JHW37_17345-MONOMER
3OAS120	JHW37_09990-MONOMER OR JHW37_17345-MONOMER
3OAS121	JHW37_17345-MONOMER
3OAS140	JHW37_09990-MONOMER OR JHW37_17345-MONOMER
3OAS141	JHW37_17345-MONOMER
3OAS160	JHW37_09990-MONOMER OR JHW37_17345-MONOMER
3OAS161	JHW37_17345-MONOMER
3OAS180	JHW37_17345-MONOMER
3OAS181	JHW37_17345-MONOMER
3OAS60	JHW37_09990-MONOMER OR JHW37_17345-MONOMER
3OAS80	JHW37_09990-MONOMER OR JHW37_17345-MONOMER
3OXCOAT	JHW37_01100-MONOMER
3OXOADPt_pp	JHW37_01105-MONOMER
3PEPTabcpp	JHW37_16490-MONOMER OR JHW37_16495-MONOMER OR JHW37_16500-MONOMER OR JHW37_16505-MONOMER
3_4DHBZ1t_pp	JHW37_01135-MONOMER
3_4DHBZt2	JHW37_01270-MONOMER
4CMLCL_kt	JHW37_01120-MONOMER OR JHW37_23990-MONOMER
4HBHYOX	JHW37_01180-MONOMER
4HBZtex	JHW37_01145-MONOMER
4HOXPACt2pp	JHW37_14535-MONOMER
4HTHRS	JHW37_06115-MONOMER_mod_pydx5p(1)
4PCP	JHW37_27835-MONOMER
4PEPTabcpp	JHW37_16490-MONOMER OR JHW37_16495-MONOMER OR JHW37_16500-MONOMER OR JHW37_16505-MONOMER
5HPUDICDC_c	JHW37_17835-MONOMER
5MEPCAtex	CPLX_5MEPCAtex-0
A5PISO	JHW37_23845-MONOMER
AACPS1	JHW37_09985-MONOMER_mod_pan4p(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_ac(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_mal(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_but2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_act(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_but(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ha(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_egme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_ogme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_gme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_hgme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_hex(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_pim(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_epme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_opme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_pme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_hpme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_oc(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3odec(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_dca(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_ddca(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_tde(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_myrs(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_hde(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_palm(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_octe(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR JHW37_09985-MONOMER_mod_pan4p(1)_mod_3hocta(1)
