complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,JHW37_00035(2) AND JHW37_00040(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,JHW37_11715(2) AND JHW37_11710(2),,
CPLX_3HPAOX-0,HPA monooxygenase,JHW37_04180() AND JHW37_04185(),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,JHW37_26025(2) AND JHW37_09150(2) AND JHW37_06665(2) AND JHW37_26030(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),JHW37_01575() AND JHW37_05985() AND JHW37_23890() AND JHW37_05990(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,JHW37_25255(2) AND JHW37_25260(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,JHW37_09985() AND JHW37_17345(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,JHW37_22615() AND JHW37_22625() AND JHW37_22620(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),JHW37_09985() AND JHW37_09970(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,JHW37_23770(4) AND JHW37_23775(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,JHW37_29005() AND JHW37_29010(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),JHW37_03530() AND JHW37_05590(),,
CPLX_ALAabcpp-1,L-alanine transport via ABC system (periplasm),JHW37_03530() AND JHW37_26085(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),JHW37_24070() AND JHW37_24075() AND JHW37_24080() AND JHW37_24085() AND JHW37_24090(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),JHW37_24090(1) AND JHW37_24085(1) AND JHW37_24080(1) AND JHW37_24075(1) AND JHW37_24040(1),,
CPLX_ANS-0,Anthranilate synthase,JHW37_20605() AND JHW37_20600(),,
CPLX_ANS-1,Anthranilate synthase,JHW37_02960() AND JHW37_03155(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,JHW37_16795() AND JHW37_28050(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),JHW37_21865(1) AND JHW37_21870(1) AND JHW37_21860(1) AND JHW37_21850(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),JHW37_18935() AND JHW37_18940() AND JHW37_18945() AND JHW37_18950(),,
CPLX_AST-0,Arginine succinyltransferase,JHW37_21830() AND JHW37_21835(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,JHW37_23805() AND JHW37_26490(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),JHW37_29745() AND JHW37_29765() AND JHW37_29730() AND JHW37_29735() AND JHW37_29760() AND JHW37_29755() AND JHW37_29740() AND JHW37_29750() AND JHW37_29770(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,JHW37_15560(2) AND JHW37_15565(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),JHW37_04930(1) AND JHW37_04935(2) AND JHW37_04940(2),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",JHW37_13270() AND JHW37_13275() AND JHW37_13280(),,
CPLX_CD2t3pp-0,Cadmium (Cd+2) transport out via proton antiport (periplasm),JHW37_13255() AND JHW37_13250(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),JHW37_05150() AND JHW37_05155() AND JHW37_05160(),,
CPLX_CHLabcpp-1,Choline transport via ABC system (periplasm),JHW37_05150() AND JHW37_05165() AND JHW37_05160(),,
CPLX_CHLabcpp-2,Choline transport via ABC system (periplasm),JHW37_28760() AND JHW37_28765() AND JHW37_28770(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,JHW37_00145() AND JHW37_00150(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,JHW37_02025() AND JHW37_02030() AND JHW37_02035(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,JHW37_23840() AND JHW37_23835() AND JHW37_23830(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,JHW37_05385() AND JHW37_05030(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),JHW37_28820() AND JHW37_28760() AND JHW37_28765(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),JHW37_01305(1) AND JHW37_01290(2) AND JHW37_01295(1) AND JHW37_01300(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),JHW37_01290() AND JHW37_01300() AND JHW37_01295() AND JHW37_17925(),,
CPLX_CTBTabcpp-0,Crotonobetaine transport via ABC system (periplasm),JHW37_27185(2) AND JHW37_27180(2) AND JHW37_27220(1),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),JHW37_15260() AND JHW37_15265(),,
