complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,FIV02_00070(2) AND FIV02_00075(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,FIV02_14400(2) AND FIV02_14405(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,FIV02_03560(2) AND FIV02_09860(2) AND FIV02_16365(2) AND FIV02_03555(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,FIV02_18960(2) AND FIV02_18965(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,FIV02_08195() AND FIV02_11135(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),FIV02_08195() AND FIV02_08180(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,FIV02_04570(4) AND FIV02_04565(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,FIV02_00550() AND FIV02_00555(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),FIV02_20925() AND FIV02_03495(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FIV02_04320() AND FIV02_04315() AND FIV02_04310() AND FIV02_04305() AND FIV02_04300(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FIV02_04300(1) AND FIV02_04305(1) AND FIV02_04310(1) AND FIV02_04315(1) AND FIV02_04325(1),,
CPLX_ANS-0,Anthranilate synthase,FIV02_21315() AND FIV02_21310(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),FIV02_08445(1) AND FIV02_08440(1) AND FIV02_08450(1) AND FIV02_08455(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),FIV02_21950() AND FIV02_21955() AND FIV02_21960() AND FIV02_21965(),,
CPLX_AST-0,Arginine succinyltransferase,FIV02_08475() AND FIV02_08470(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,FIV02_04540() AND FIV02_03170(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),FIV02_24605() AND FIV02_24625() AND FIV02_24590() AND FIV02_24595() AND FIV02_24620() AND FIV02_24615() AND FIV02_24600() AND FIV02_24610() AND FIV02_24630(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,FIV02_05625(2) AND FIV02_05630(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),FIV02_22870(2) AND FIV02_22865(2) AND FIV02_22880(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,FIV02_00245() AND FIV02_00250(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,FIV02_19825() AND FIV02_19830() AND FIV02_19835(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,FIV02_04505() AND FIV02_04510() AND FIV02_04515(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,FIV02_05135() AND FIV02_14110(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),FIV02_23165() AND FIV02_23150() AND FIV02_23155() AND FIV02_23160(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),FIV02_20570() AND FIV02_20560(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,FIV02_04635() AND FIV02_04640() AND FIV02_04645(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,FIV02_18675(6) AND FIV02_18680(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),FIV02_01710() AND FIV02_01715() AND FIV02_17740(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),FIV02_24385() AND FIV02_24395() AND FIV02_24390(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),FIV02_06495() AND FIV02_13355(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",FIV02_22765() AND FIV02_22755() AND FIV02_22760(),,
CPLX_GALURt2rpp-1,"D-galacturonate transport via proton symport, reversible (periplasm)",FIV02_18195() AND FIV02_18190() AND FIV02_18185(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),FIV02_16665() AND FIV02_16660() AND FIV02_16655() AND FIV02_16650(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,FIV02_02740(4) AND FIV02_02735(4),,
