Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FIV02_03020-MONOMER	Outer_Membrane	FIV02_03020()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FIV02_03020()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FIV02_03020()	Outer_Membrane	sb
FIV02_20000-MONOMER	Inner_Membrane	FIV02_20000()	Inner_Membrane	r
FIV02_04720-MONOMER	Inner_Membrane	FIV02_04720()	Inner_Membrane	r
FIV02_05590-MONOMER	Periplasm	FIV02_05590()	Periplasm	s
FIV02_16210-MONOMER	Periplasm	FIV02_16210()	Periplasm	s
FIV02_23500-MONOMER	Inner_Membrane	FIV02_23500()	Inner_Membrane	r
FIV02_08445-MONOMER	Inner_Membrane	FIV02_08445()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	FIV02_08445()	Inner_Membrane	r
FIV02_08440-MONOMER	Inner_Membrane	FIV02_08440()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	FIV02_08440()	Periplasm	s
FIV02_08450-MONOMER	Inner_Membrane	FIV02_08450()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	FIV02_08450()	Inner_Membrane	r
FIV02_14965-MONOMER	Inner_Membrane	FIV02_14965()	Inner_Membrane	r
FIV02_07625-MONOMER	Inner_Membrane	FIV02_07625()	Inner_Membrane	r
FIV02_07615-MONOMER	Inner_Membrane	FIV02_07615()	Inner_Membrane	p
FIV02_07620-MONOMER	Inner_Membrane	FIV02_07620()	Inner_Membrane	r
FIV02_07610-MONOMER	Inner_Membrane	FIV02_07610()	Inner_Membrane	p
FIV02_07915-MONOMER	Periplasm	FIV02_07915()	Periplasm	s
FIV02_02590-MONOMER	Inner_Membrane	FIV02_02590()	Inner_Membrane	r
FIV02_23150-MONOMER	Inner_Membrane	FIV02_23150()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FIV02_23150()	Periplasm	s
FIV02_22845-MONOMER	Inner_Membrane	FIV02_22845()	Inner_Membrane	r
FIV02_22850-MONOMER	Inner_Membrane	FIV02_22850()	Inner_Membrane	r
FIV02_10390-MONOMER	Periplasm	FIV02_10390()	Periplasm	s
FIV02_17340-MONOMER	Periplasm	FIV02_17340()	Periplasm	s
FIV02_16420-MONOMER	Inner_Membrane	FIV02_16420()	Inner_Membrane	r
FIV02_10985-MONOMER	Inner_Membrane	FIV02_10985()	Inner_Membrane	r
FIV02_03650-MONOMER	Inner_Membrane	FIV02_03650()	Inner_Membrane	s
FIV02_04910-MONOMER	Inner_Membrane	FIV02_04910()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	FIV02_04910()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	FIV02_04910()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	FIV02_04910()	Inner_Membrane	r
FIV02_22855-MONOMER	Inner_Membrane	FIV02_22855()	Periplasm	s
FIV02_07815-MONOMER	Inner_Membrane	FIV02_07815()	Inner_Membrane	r
FIV02_22500-MONOMER	Inner_Membrane	FIV02_22500()	Inner_Membrane	r
FIV02_06405-MONOMER	Outer_Membrane	FIV02_06405()	Inner_Membrane	s
FIV02_01525-MONOMER	Outer_Membrane	FIV02_01525()	Outer_Membrane	sb
FIV02_10940-MONOMER	Inner_Membrane	FIV02_10940()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIV02_10940()	Inner_Membrane	r
FIV02_10945-MONOMER	Inner_Membrane	FIV02_10945()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIV02_10945()	Inner_Membrane	r
FIV02_09445-MONOMER	Inner_Membrane	FIV02_09445()	Inner_Membrane	p
FIV02_11440-MONOMER	Inner_Membrane	FIV02_11440()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11440()	Inner_Membrane	p
FIV02_11385-MONOMER	Inner_Membrane	FIV02_11385()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11385()	Inner_Membrane	r
FIV02_11400-MONOMER	Inner_Membrane	FIV02_11400()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11400()	Inner_Membrane	r
FIV02_11395-MONOMER	Inner_Membrane	FIV02_11395()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11395()	Inner_Membrane	p
FIV02_11390-MONOMER	Inner_Membrane	FIV02_11390()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11390()	Inner_Membrane	r
FIV02_11410-MONOMER	Inner_Membrane	FIV02_11410()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11410()	Inner_Membrane	r
FIV02_11380-MONOMER	Inner_Membrane	FIV02_11380()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIV02_11380()	Inner_Membrane	r
FIV02_11085-MONOMER	Inner_Membrane	FIV02_11085()	Inner_Membrane	r
FIV02_09095-MONOMER	Outer_Membrane	FIV02_09095()	Outer_Membrane	sb
FIV02_14820-MONOMER	Inner_Membrane	FIV02_14820()	Inner_Membrane	r
FIV02_05155-MONOMER	Periplasm	FIV02_05155()	Periplasm	s
FIV02_11980-MONOMER	Inner_Membrane	FIV02_11980()	Inner_Membrane	r
FIV02_20615-MONOMER	Inner_Membrane	FIV02_20615()	Inner_Membrane	r
FIV02_19825-MONOMER	Outer_Membrane	FIV02_19825()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	FIV02_19825()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	FIV02_19825()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	FIV02_19825()	Inner_Membrane	pa
FIV02_07555-MONOMER	Inner_Membrane	FIV02_07555()	Inner_Membrane	r
FIV02_05550-MONOMER	Inner_Membrane	FIV02_05550()	Inner_Membrane	r
FIV02_07630-MONOMER	Inner_Membrane	FIV02_07630()	Inner_Membrane	r
FIV02_18115-MONOMER	Periplasm	FIV02_18115()	Periplasm	s
FIV02_10740-MONOMER	Inner_Membrane	FIV02_10740()	Inner_Membrane	r
FIV02_10735-MONOMER	Inner_Membrane	FIV02_10735()	Inner_Membrane	r
FIV02_15495-MONOMER	Inner_Membrane	FIV02_15495()	Inner_Membrane	r
FIV02_01465-MONOMER	Inner_Membrane	FIV02_01465()	Inner_Membrane	r
FIV02_20790-MONOMER	Inner_Membrane	FIV02_20790()	Inner_Membrane	r
FIV02_13115-MONOMER	Periplasm	FIV02_13115()	Periplasm	s
FIV02_03410-MONOMER	Inner_Membrane	FIV02_03410()	Periplasm	s
FIV02_03690-MONOMER	Inner_Membrane	FIV02_03690()	Inner_Membrane	r
CPLX_FDHr-0	Inner_Membrane	FIV02_03690()	Inner_Membrane	r
CPLX_FDH4pp-0	Inner_Membrane	FIV02_03690()	Inner_Membrane	r
FIV02_03685-MONOMER	Inner_Membrane	FIV02_03685()	Inner_Membrane	t
CPLX_FDHr-0	Inner_Membrane	FIV02_03685()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	FIV02_03685()	Inner_Membrane	t
FIV02_03680-MONOMER	Inner_Membrane	FIV02_03680()	Periplasm	t
CPLX_FDHr-0	Inner_Membrane	FIV02_03680()	Periplasm	t
CPLX_FDH4pp-0	Inner_Membrane	FIV02_03680()	Periplasm	t
FIV02_14120-MONOMER	Inner_Membrane	FIV02_14120()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	FIV02_14120()	Inner_Membrane	r
FIV02_24615-MONOMER	Inner_Membrane	FIV02_24615()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	FIV02_24615()	Inner_Membrane	r
FIV02_24590-MONOMER	Inner_Membrane	FIV02_24590()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	FIV02_24590()	Inner_Membrane	y
FIV02_24625-MONOMER	Inner_Membrane	FIV02_24625()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	FIV02_24625()	Inner_Membrane	p
FIV02_24620-MONOMER	Inner_Membrane	FIV02_24620()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	FIV02_24620()	Inner_Membrane	r
FIV02_24335-MONOMER	Inner_Membrane	FIV02_24335()	Inner_Membrane	r
FIV02_06970-MONOMER	Inner_Membrane	FIV02_06970()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	FIV02_06970()	Inner_Membrane	p
FIV02_06975-MONOMER	Inner_Membrane	FIV02_06975()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	FIV02_06975()	Inner_Membrane	r
FIV02_01430-MONOMER	Inner_Membrane	FIV02_01430()	Inner_Membrane	r
FIV02_04355-MONOMER	Inner_Membrane	FIV02_04355()	Inner_Membrane	r
FIV02_11640-MONOMER	Inner_Membrane	FIV02_11640()	Inner_Membrane	r
FIV02_23040-MONOMER	Inner_Membrane	FIV02_23040()	Inner_Membrane	r
FIV02_23045-MONOMER	Inner_Membrane	FIV02_23045()	Inner_Membrane	r
FIV02_17145-MONOMER	Inner_Membrane	FIV02_17145()	Inner_Membrane	r
FIV02_19990-MONOMER	Periplasm	FIV02_19990()	Periplasm	s
FIV02_00640-MONOMER	Inner_Membrane	FIV02_00640()	Inner_Membrane	p
FIV02_15535-MONOMER	Outer_Membrane	FIV02_15535()	Outer_Membrane	sb
FIV02_20360-MONOMER	Inner_Membrane	FIV02_20360()	Inner_Membrane	r
FIV02_20250-MONOMER	Outer_Membrane	FIV02_20250()	Outer_Membrane	pla
FIV02_04005-MONOMER	Inner_Membrane	FIV02_04005()	Inner_Membrane	r
FIV02_19835-MONOMER	Outer_Membrane	FIV02_19835()	Outer_Membrane	pla
CPLX_CMtpp-0	Outer_Membrane	FIV02_19835()	Outer_Membrane	pla
FIV02_10115-MONOMER	Outer_Membrane	FIV02_10115()	Periplasm	s
FIV02_20510-MONOMER	Outer_Membrane	FIV02_20510()	Periplasm	s
FIV02_20515-MONOMER	Outer_Membrane	FIV02_20515()	Inner_Membrane	r
FIV02_19445-MONOMER	Inner_Membrane	FIV02_19445()	Inner_Membrane	r
FIV02_22930-MONOMER	Inner_Membrane	FIV02_22930()	Inner_Membrane	r
FIV02_22925-MONOMER	Inner_Membrane	FIV02_22925()	Inner_Membrane	r
FIV02_20110-MONOMER	Inner_Membrane	FIV02_20110()	Periplasm	t
FIV02_15545-MONOMER	Inner_Membrane	FIV02_15545()	Inner_Membrane	r
FIV02_06005-MONOMER	Inner_Membrane	FIV02_06005()	Inner_Membrane	r
FIV02_04895-MONOMER	Inner_Membrane	FIV02_04895()	Inner_Membrane	r
FIV02_00860-MONOMER	Inner_Membrane	FIV02_00860()	Inner_Membrane	r
CPLX_PIuabcpp-0	Inner_Membrane	FIV02_00860()	Inner_Membrane	r
