Reaction	Complexes
1PPDCRc	FIV02_23975-MONOMER
2AGPE140tipp	FIV02_16935-MONOMER
2AGPE141tipp	FIV02_16935-MONOMER
2AGPG140tipp	FIV02_16935-MONOMER
2AGPG141tipp	FIV02_16935-MONOMER
2MAHMP	FIV02_11505-MONOMER
34HPPOR	FIV02_08690-MONOMER
3HAACOAT100	FIV02_06810-MONOMER
3HAACOAT120	FIV02_06810-MONOMER
3HAACOAT121	FIV02_06810-MONOMER
3HAACOAT140	FIV02_06810-MONOMER
3HAACOAT141	FIV02_06810-MONOMER
3HAACOAT60	FIV02_06810-MONOMER
3HAACOAT80	FIV02_06810-MONOMER
3HAD100	FIV02_16390-MONOMER
3HAD120	FIV02_16390-MONOMER
3HAD121	FIV02_16390-MONOMER
3HAD140	FIV02_16390-MONOMER
3HAD141	FIV02_16390-MONOMER
3HAD160	FIV02_16390-MONOMER
3HAD161	FIV02_16390-MONOMER
3HAD180	FIV02_16390-MONOMER
3HAD181	FIV02_16390-MONOMER
3HAD40	FIV02_16390-MONOMER
3HAD60	FIV02_16390-MONOMER
3HAD80	FIV02_16390-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FIV02_08190-MONOMER
3OAR120	FIV02_08190-MONOMER
3OAR121	FIV02_08190-MONOMER
3OAR140	FIV02_08190-MONOMER
3OAR141	FIV02_08190-MONOMER
3OAR160	FIV02_08190-MONOMER
3OAR161	FIV02_08190-MONOMER
3OAR180	FIV02_08190-MONOMER
3OAR181	FIV02_08190-MONOMER
3OAR40	FIV02_08190-MONOMER
3OAR60	FIV02_08190-MONOMER
3OAR80	FIV02_08190-MONOMER
3OAS100	FIV02_08200-MONOMER OR FIV02_11135-MONOMER
3OAS120	FIV02_08200-MONOMER OR FIV02_11135-MONOMER
3OAS121	FIV02_11135-MONOMER
3OAS140	FIV02_08200-MONOMER OR FIV02_11135-MONOMER
3OAS141	FIV02_11135-MONOMER
3OAS160	FIV02_08200-MONOMER OR FIV02_11135-MONOMER
3OAS161	FIV02_11135-MONOMER
3OAS180	FIV02_11135-MONOMER
3OAS181	FIV02_11135-MONOMER
3OAS60	FIV02_08200-MONOMER OR FIV02_11135-MONOMER
3OAS80	FIV02_08200-MONOMER OR FIV02_11135-MONOMER
3PEPTabcpp	FIV02_10625-MONOMER OR FIV02_10620-MONOMER OR FIV02_10615-MONOMER OR FIV02_10610-MONOMER
3_4DHBZt2	FIV02_23200-MONOMER
4CMLCL_kt	FIV02_04350-MONOMER
4HTHRS	FIV02_17980-MONOMER_mod_pydx5p(1)
4PCP	FIV02_01880-MONOMER
4PEPTabcpp	FIV02_10625-MONOMER OR FIV02_10620-MONOMER OR FIV02_10615-MONOMER OR FIV02_10610-MONOMER
5HPUDICDC_c	FIV02_14940-MONOMER
