Reaction	Complexes
2AGPE140tipp	KQ248_18700-MONOMER
2AGPE141tipp	KQ248_18700-MONOMER
2AGPG140tipp	KQ248_18700-MONOMER
2AGPG141tipp	KQ248_18700-MONOMER
2DHGLCK	KQ248_02980-MONOMER
2DHGLCNkt_tpp	KQ248_02985-MONOMER
2MAHMP	KQ248_14170-MONOMER
3AMACHYD	KQ248_11045-MONOMER
3HAD100	KQ248_19745-MONOMER
3HAD120	KQ248_19745-MONOMER
3HAD121	KQ248_19745-MONOMER
3HAD140	KQ248_19745-MONOMER
3HAD141	KQ248_19745-MONOMER
3HAD160	KQ248_19745-MONOMER
3HAD161	KQ248_19745-MONOMER
3HAD180	KQ248_19745-MONOMER
3HAD181	KQ248_19745-MONOMER
3HAD40	KQ248_19745-MONOMER
3HAD60	KQ248_19745-MONOMER
3HAD80	KQ248_19745-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	KQ248_19220-MONOMER
3OAR120	KQ248_19220-MONOMER
3OAR121	KQ248_19220-MONOMER
3OAR140	KQ248_19220-MONOMER
3OAR141	KQ248_19220-MONOMER
3OAR160	KQ248_19220-MONOMER
3OAR161	KQ248_19220-MONOMER
3OAR180	KQ248_19220-MONOMER
3OAR181	KQ248_19220-MONOMER
3OAR40	KQ248_19220-MONOMER
3OAR60	KQ248_19220-MONOMER
3OAR80	KQ248_19220-MONOMER
3OAS100	KQ248_19210-MONOMER OR KQ248_13860-MONOMER
3OAS120	KQ248_19210-MONOMER OR KQ248_13860-MONOMER
3OAS121	KQ248_13860-MONOMER
3OAS140	KQ248_19210-MONOMER OR KQ248_13860-MONOMER
3OAS141	KQ248_13860-MONOMER
3OAS160	KQ248_19210-MONOMER OR KQ248_13860-MONOMER
3OAS161	KQ248_13860-MONOMER
3OAS180	KQ248_13860-MONOMER
3OAS181	KQ248_13860-MONOMER
3OAS60	KQ248_19210-MONOMER OR KQ248_13860-MONOMER
3OAS80	KQ248_19210-MONOMER OR KQ248_13860-MONOMER
3OXCOAT	KQ248_14795-MONOMER
3PEPTabcpp	KQ248_16440-MONOMER OR KQ248_16445-MONOMER OR KQ248_16450-MONOMER OR KQ248_16455-MONOMER
3_4DHBZt2	KQ248_01800-MONOMER
4HTHRS	KQ248_20780-MONOMER_mod_pydx5p(1)
4PEPTabcpp	KQ248_16440-MONOMER OR KQ248_16445-MONOMER OR KQ248_16450-MONOMER OR KQ248_16455-MONOMER
5HPUDICDC_c	KQ248_10640-MONOMER
A5PISO	KQ248_09665-MONOMER
