Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
KQ248_07340-MONOMER	Outer_Membrane	KQ248_07340()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	KQ248_07340()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	KQ248_07340()	Outer_Membrane	sb
KQ248_21950-MONOMER	Inner_Membrane	KQ248_21950()	Inner_Membrane	r
KQ248_18670-MONOMER	Periplasm	KQ248_18670()	Periplasm	s
KQ248_09890-MONOMER	Inner_Membrane	KQ248_09890()	Inner_Membrane	r
KQ248_15970-MONOMER	Periplasm	KQ248_15970()	Periplasm	s
KQ248_11820-MONOMER	Inner_Membrane	KQ248_11820()	Inner_Membrane	r
KQ248_13500-MONOMER	Periplasm	KQ248_13500()	Periplasm	s
KQ248_02055-MONOMER	Inner_Membrane	KQ248_02055()	Inner_Membrane	r
KQ248_05800-MONOMER	Inner_Membrane	KQ248_05800()	Inner_Membrane	r
CPLX_LYSabcpp-0	Inner_Membrane	KQ248_05800()	Inner_Membrane	r
KQ248_07930-MONOMER	Inner_Membrane	KQ248_07930()	Inner_Membrane	r
KQ248_03515-MONOMER	Inner_Membrane	KQ248_03515()	Inner_Membrane	p
CPLX_CYTCAA6pp-0	Inner_Membrane	KQ248_03515()	Inner_Membrane	p
KQ248_03505-MONOMER	Inner_Membrane	KQ248_03505()	Inner_Membrane	r
CPLX_CYTCAA6pp-0	Inner_Membrane	KQ248_03505()	Inner_Membrane	r
KQ248_16700-MONOMER	Inner_Membrane	KQ248_16700()	Inner_Membrane	p
KQ248_17625-MONOMER	Periplasm	KQ248_17625()	Periplasm	s
KQ248_02635-MONOMER	Inner_Membrane	KQ248_02635()	Inner_Membrane	r
KQ248_08105-MONOMER	Inner_Membrane	KQ248_08105()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	KQ248_08105()	Periplasm	s
KQ248_08095-MONOMER	Inner_Membrane	KQ248_08095()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	KQ248_08095()	Inner_Membrane	r
KQ248_08100-MONOMER	Inner_Membrane	KQ248_08100()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	KQ248_08100()	Inner_Membrane	r
KQ248_11760-MONOMER	Inner_Membrane	KQ248_11760()	Inner_Membrane	r
KQ248_18330-MONOMER	Periplasm	KQ248_18330()	Periplasm	s
KQ248_09275-MONOMER	Periplasm	KQ248_09275()	Periplasm	s
KQ248_19775-MONOMER	Inner_Membrane	KQ248_19775()	Inner_Membrane	r
KQ248_13820-MONOMER	Inner_Membrane	KQ248_13820()	Inner_Membrane	r
KQ248_00285-MONOMER	Inner_Membrane	KQ248_00285()	Inner_Membrane	r
KQ248_03745-MONOMER	Inner_Membrane	KQ248_03745()	Inner_Membrane	r
KQ248_18935-MONOMER	Outer_Membrane	KQ248_18935()	Inner_Membrane	s
KQ248_13775-MONOMER	Inner_Membrane	KQ248_13775()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	KQ248_13775()	Inner_Membrane	r
KQ248_13780-MONOMER	Inner_Membrane	KQ248_13780()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	KQ248_13780()	Inner_Membrane	r
KQ248_17430-MONOMER	Inner_Membrane	KQ248_17430()	Inner_Membrane	p
CPLX_Kt2pp-0	Inner_Membrane	KQ248_17430()	Inner_Membrane	p
KQ248_19840-MONOMER	Inner_Membrane	KQ248_19840()	Inner_Membrane	r
KQ248_00545-MONOMER	Inner_Membrane	KQ248_00545()	Inner_Membrane	r
KQ248_12845-MONOMER	Outer_Membrane	KQ248_12845()	Outer_Membrane	sb
KQ248_16925-MONOMER	Inner_Membrane	KQ248_16925()	Inner_Membrane	r
KQ248_03710-MONOMER	Periplasm	KQ248_03710()	Periplasm	s
KQ248_01600-MONOMER	Inner_Membrane	KQ248_01600()	Inner_Membrane	p
KQ248_16230-MONOMER	Inner_Membrane	KQ248_16230()	Inner_Membrane	r
KQ248_09165-MONOMER	Inner_Membrane	KQ248_09165()	Inner_Membrane	r
KQ248_06670-MONOMER	Outer_Membrane	KQ248_06670()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	KQ248_06670()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	KQ248_06670()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	KQ248_06670()	Inner_Membrane	pa
KQ248_17880-MONOMER	Inner_Membrane	KQ248_17880()	Inner_Membrane	r
KQ248_19175-MONOMER	Inner_Membrane	KQ248_19175()	Inner_Membrane	r
KQ248_17890-MONOMER	Inner_Membrane	KQ248_17890()	Inner_Membrane	r
KQ248_18155-MONOMER	Inner_Membrane	KQ248_18155()	Inner_Membrane	r
KQ248_03480-MONOMER	Inner_Membrane	KQ248_03480()	Inner_Membrane	r
KQ248_11130-MONOMER	Periplasm	KQ248_11130()	Periplasm	s
KQ248_00480-MONOMER	Inner_Membrane	KQ248_00480()	Inner_Membrane	r
KQ248_12705-MONOMER	Inner_Membrane	KQ248_12705()	Inner_Membrane	r
KQ248_12710-MONOMER	Inner_Membrane	KQ248_12710()	Inner_Membrane	r
KQ248_13855-MONOMER	Inner_Membrane	KQ248_13855()	Inner_Membrane	r
KQ248_01510-MONOMER	Inner_Membrane	KQ248_01510()	Inner_Membrane	r
KQ248_08680-MONOMER	Inner_Membrane	KQ248_08680()	Inner_Membrane	r
KQ248_12660-MONOMER	Inner_Membrane	KQ248_12660()	Inner_Membrane	r
KQ248_12125-MONOMER	Periplasm	KQ248_12125()	Periplasm	s
KQ248_04570-MONOMER	Inner_Membrane	KQ248_04570()	Inner_Membrane	r
KQ248_16000-MONOMER	Inner_Membrane	KQ248_16000()	Inner_Membrane	r
KQ248_16010-MONOMER	Inner_Membrane	KQ248_16010()	Periplasm	t
KQ248_04205-MONOMER	Inner_Membrane	KQ248_04205()	Inner_Membrane	r
KQ248_04180-MONOMER	Inner_Membrane	KQ248_04180()	Inner_Membrane	y
KQ248_04215-MONOMER	Inner_Membrane	KQ248_04215()	Inner_Membrane	p
KQ248_04210-MONOMER	Inner_Membrane	KQ248_04210()	Inner_Membrane	r
KQ248_18185-MONOMER	Inner_Membrane	KQ248_18185()	Inner_Membrane	r
KQ248_10730-MONOMER	Inner_Membrane	KQ248_10730()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	KQ248_10730()	Inner_Membrane	p
KQ248_10735-MONOMER	Inner_Membrane	KQ248_10735()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	KQ248_10735()	Inner_Membrane	r
KQ248_01545-MONOMER	Inner_Membrane	KQ248_01545()	Inner_Membrane	r
KQ248_11790-MONOMER	Periplasm	KQ248_11790()	Periplasm	s
KQ248_09540-MONOMER	Inner_Membrane	KQ248_09540()	Inner_Membrane	r
KQ248_15685-MONOMER	Inner_Membrane	KQ248_15685()	Inner_Membrane	r
KQ248_19500-MONOMER	Inner_Membrane	KQ248_19500()	Inner_Membrane	r
