bnum	position	modification
KQ248_00980	1518	m62A
KQ248_00980	1519	m62A
KQ248_02440	1518	m62A
KQ248_02440	1519	m62A
KQ248_10120	1518	m62A
KQ248_10120	1519	m62A
KQ248_17250	1518	m62A
KQ248_17250	1519	m62A
KQ248_00980	967	m5C
KQ248_02440	967	m5C
KQ248_10120	967	m5C
KQ248_17250	967	m5C
KQ248_00980	966	m2G
KQ248_02440	966	m2G
KQ248_10120	966	m2G
KQ248_17250	966	m2G
KQ248_00980	1498	m3U
KQ248_02440	1498	m3U
KQ248_10120	1498	m3U
KQ248_17250	1498	m3U
KQ248_00980	527	m7G
KQ248_02440	527	m7G
KQ248_10120	527	m7G
KQ248_17250	527	m7G
KQ248_00980	1402	m4Cm
KQ248_02440	1402	m4Cm
KQ248_10120	1402	m4Cm
KQ248_17250	1402	m4Cm
KQ248_00980	516	Y
KQ248_02440	516	Y
KQ248_10120	516	Y
KQ248_17250	516	Y
KQ248_00965	2503	m2A
KQ248_02425	2503	m2A
KQ248_10135	2503	m2A
KQ248_17235	2503	m2A
KQ248_00965	2251	Gm
KQ248_02425	2251	Gm
KQ248_10135	2251	Gm
KQ248_17235	2251	Gm
KQ248_00965	1939	m5U
KQ248_02425	1939	m5U
KQ248_10135	1939	m5U
KQ248_17235	1939	m5U
KQ248_00965	2498	Cm
KQ248_02425	2498	Cm
KQ248_10135	2498	Cm
KQ248_17235	2498	Cm
KQ248_00965	745	m1G
KQ248_02425	745	m1G
KQ248_10135	745	m1G
KQ248_17235	745	m1G
KQ248_00965	1835	m2G
KQ248_02425	1835	m2G
KQ248_10135	1835	m2G
KQ248_17235	1835	m2G
KQ248_00965	1962	m5C
KQ248_02425	1962	m5C
KQ248_10135	1962	m5C
KQ248_17235	1962	m5C
KQ248_00965	1618	m6A
KQ248_02425	1618	m6A
KQ248_10135	1618	m6A
KQ248_17235	1618	m6A
KQ248_00965	2069	m7G
KQ248_02425	2069	m7G
KQ248_10135	2069	m7G
KQ248_17235	2069	m7G
KQ248_00965	2552	Um
KQ248_02425	2552	Um
KQ248_10135	2552	Um
KQ248_17235	2552	Um
KQ248_00965	1911	Y
KQ248_00965	1915	Y
KQ248_00965	1917	Y
KQ248_02425	1911	Y
KQ248_02425	1915	Y
KQ248_02425	1917	Y
KQ248_10135	1911	Y
KQ248_10135	1915	Y
KQ248_10135	1917	Y
KQ248_17235	1911	Y
KQ248_17235	1915	Y
KQ248_17235	1917	Y
