bnum	position	modification
I9X26_03665	1518	m62A
I9X26_03665	1519	m62A
I9X26_26245	1518	m62A
I9X26_26245	1519	m62A
I9X26_29040	1518	m62A
I9X26_29040	1519	m62A
I9X26_32865	1518	m62A
I9X26_32865	1519	m62A
I9X26_03665	967	m5C
I9X26_26245	967	m5C
I9X26_29040	967	m5C
I9X26_32865	967	m5C
I9X26_03665	966	m2G
I9X26_26245	966	m2G
I9X26_29040	966	m2G
I9X26_32865	966	m2G
I9X26_03665	1498	m3U
I9X26_26245	1498	m3U
I9X26_29040	1498	m3U
I9X26_32865	1498	m3U
I9X26_03665	527	m7G
I9X26_26245	527	m7G
I9X26_29040	527	m7G
I9X26_32865	527	m7G
I9X26_03665	1402	m4Cm
I9X26_26245	1402	m4Cm
I9X26_29040	1402	m4Cm
I9X26_32865	1402	m4Cm
I9X26_03665	516	Y
I9X26_26245	516	Y
I9X26_29040	516	Y
I9X26_32865	516	Y
I9X26_03680	2503	m2A
I9X26_26230	2503	m2A
I9X26_29025	2503	m2A
I9X26_32850	2503	m2A
I9X26_03680	2251	Gm
I9X26_26230	2251	Gm
I9X26_29025	2251	Gm
I9X26_32850	2251	Gm
I9X26_03680	1939	m5U
I9X26_26230	1939	m5U
I9X26_29025	1939	m5U
I9X26_32850	1939	m5U
I9X26_03680	2498	Cm
I9X26_26230	2498	Cm
I9X26_29025	2498	Cm
I9X26_32850	2498	Cm
I9X26_03680	745	m1G
I9X26_26230	745	m1G
I9X26_29025	745	m1G
I9X26_32850	745	m1G
I9X26_03680	1835	m2G
I9X26_26230	1835	m2G
I9X26_29025	1835	m2G
I9X26_32850	1835	m2G
I9X26_03680	1962	m5C
I9X26_26230	1962	m5C
I9X26_29025	1962	m5C
I9X26_32850	1962	m5C
I9X26_03680	1618	m6A
I9X26_26230	1618	m6A
I9X26_29025	1618	m6A
I9X26_32850	1618	m6A
I9X26_03680	2069	m7G
I9X26_26230	2069	m7G
I9X26_29025	2069	m7G
I9X26_32850	2069	m7G
I9X26_03680	2552	Um
I9X26_26230	2552	Um
I9X26_29025	2552	Um
I9X26_32850	2552	Um
I9X26_03680	1911	Y
I9X26_03680	1915	Y
I9X26_03680	1917	Y
I9X26_26230	1911	Y
I9X26_26230	1915	Y
I9X26_26230	1917	Y
I9X26_29025	1911	Y
I9X26_29025	1915	Y
I9X26_29025	1917	Y
I9X26_32850	1911	Y
I9X26_32850	1915	Y
I9X26_32850	1917	Y
