complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,I9X26_00070(2) AND I9X26_00075(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,I9X26_12940(2) AND I9X26_12935(2),,
CPLX_3HPAOX-0,HPA monooxygenase,I9X26_04665() AND I9X26_04670(),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,I9X26_29855(2) AND I9X26_10055(2) AND I9X26_07070(2) AND I9X26_29860(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),I9X26_01755() AND I9X26_06455() AND I9X26_27195() AND I9X26_06460(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,I9X26_29065(2) AND I9X26_29070(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,I9X26_10810() AND I9X26_20880(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,I9X26_25775() AND I9X26_25785() AND I9X26_25780(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),I9X26_10810() AND I9X26_10795(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,I9X26_27075(4) AND I9X26_27080(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,I9X26_33145() AND I9X26_33150(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),I9X26_03940() AND I9X26_05925(),,
CPLX_ALAabcpp-1,L-alanine transport via ABC system (periplasm),I9X26_03940() AND I9X26_29915(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),I9X26_27375() AND I9X26_27380() AND I9X26_27385() AND I9X26_27390() AND I9X26_27395(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),I9X26_27395(1) AND I9X26_27390(1) AND I9X26_27385(1) AND I9X26_27380(1) AND I9X26_27345(1),,
CPLX_ANS-0,Anthranilate synthase,I9X26_24355() AND I9X26_24350(),,
CPLX_ANS-1,Anthranilate synthase,I9X26_03370() AND I9X26_03565(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,I9X26_20130() AND I9X26_32140(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),I9X26_24925() AND I9X26_24935() AND I9X26_24940() AND I9X26_24945(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),I9X26_22170() AND I9X26_22175() AND I9X26_22180() AND I9X26_22185(),,
CPLX_AST-0,Arginine succinyltransferase,I9X26_24900() AND I9X26_24905(),,
