Reaction	Complexes
1PPDCRc	I9X26_22630-MONOMER
2AGPE140tipp	I9X26_09230-MONOMER
2AGPE141tipp	I9X26_09230-MONOMER
2AGPG140tipp	I9X26_09230-MONOMER
2AGPG141tipp	I9X26_09230-MONOMER
2DHGLCK	I9X26_17000-MONOMER
2DHGLCNkt_tpp	I9X26_17005-MONOMER
2HH24DDH1	I9X26_04480-MONOMER
2MAHMP	I9X26_14075-MONOMER
34HPPOR	I9X26_25060-MONOMER
3AMACHYD	I9X26_10365-MONOMER
3HAACOAT100	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAACOAT120	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAACOAT121	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAACOAT140	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAACOAT141	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAACOAT60	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAACOAT80	I9X26_25905-MONOMER OR I9X26_08105-MONOMER
3HAD100	I9X26_07040-MONOMER
3HAD120	I9X26_07040-MONOMER
3HAD121	I9X26_07040-MONOMER
3HAD140	I9X26_07040-MONOMER
3HAD141	I9X26_07040-MONOMER
3HAD160	I9X26_07040-MONOMER
3HAD161	I9X26_07040-MONOMER
3HAD180	I9X26_07040-MONOMER
3HAD181	I9X26_07040-MONOMER
3HAD40	I9X26_07040-MONOMER
3HAD60	I9X26_07040-MONOMER
3HAD80	I9X26_07040-MONOMER
3HOXPACt2pp	I9X26_04485-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	I9X26_10805-MONOMER
3OAR120	I9X26_10805-MONOMER
3OAR121	I9X26_10805-MONOMER
3OAR140	I9X26_10805-MONOMER
3OAR141	I9X26_10805-MONOMER
3OAR160	I9X26_10805-MONOMER
3OAR161	I9X26_10805-MONOMER
3OAR180	I9X26_10805-MONOMER
3OAR181	I9X26_10805-MONOMER
3OAR40	I9X26_10805-MONOMER
3OAR60	I9X26_10805-MONOMER
3OAR80	I9X26_10805-MONOMER
3OAS100	I9X26_10815-MONOMER OR I9X26_20880-MONOMER OR I9X26_22010-MONOMER
3OAS120	I9X26_10815-MONOMER OR I9X26_20880-MONOMER OR I9X26_22010-MONOMER
3OAS121	I9X26_20880-MONOMER
3OAS140	I9X26_10815-MONOMER OR I9X26_20880-MONOMER OR I9X26_22010-MONOMER
3OAS141	I9X26_20880-MONOMER
3OAS160	I9X26_10815-MONOMER OR I9X26_20880-MONOMER OR I9X26_22010-MONOMER
3OAS161	I9X26_20880-MONOMER
3OAS180	I9X26_20880-MONOMER
3OAS181	I9X26_20880-MONOMER
3OAS60	I9X26_10815-MONOMER OR I9X26_20880-MONOMER OR I9X26_22010-MONOMER
3OAS80	I9X26_10815-MONOMER OR I9X26_20880-MONOMER OR I9X26_22010-MONOMER
3OXCOAT	I9X26_01200-MONOMER
3OXOADPt_pp	I9X26_01205-MONOMER
3PEPTabcpp	I9X26_19455-MONOMER OR I9X26_19460-MONOMER OR I9X26_19465-MONOMER OR I9X26_19470-MONOMER
3_4DHBZ1t_pp	I9X26_01235-MONOMER
3_4DHBZt2	I9X26_01440-MONOMER
4CMLCL_kt	I9X26_01220-MONOMER OR I9X26_27295-MONOMER
4HBHYOX	I9X26_01295-MONOMER
4HBZtex	I9X26_01260-MONOMER
4HOXPACt2pp	I9X26_17425-MONOMER
4HTHRS	I9X26_06585-MONOMER_mod_pydx5p(1)
4PCP	I9X26_31925-MONOMER
4PEPTabcpp	I9X26_19455-MONOMER OR I9X26_19460-MONOMER OR I9X26_19465-MONOMER OR I9X26_19470-MONOMER
5HPUDICDC_c	I9X26_21365-MONOMER
5MEPCAtex	CPLX_5MEPCAtex-0
A5PISO	I9X26_27150-MONOMER
