Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
I9X26_21240-MONOMER	Inner_Membrane	I9X26_21240()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	I9X26_21240()	Inner_Membrane	r
I9X26_21235-MONOMER	Inner_Membrane	I9X26_21235()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	I9X26_21235()	Inner_Membrane	r
I9X26_22195-MONOMER	Periplasm	I9X26_22195()	Periplasm	s
I9X26_30515-MONOMER	Outer_Membrane	I9X26_30515()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	I9X26_30515()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	I9X26_30515()	Outer_Membrane	sb
I9X26_15575-MONOMER	Inner_Membrane	I9X26_15575()	Inner_Membrane	r
I9X26_05775-MONOMER	Inner_Membrane	I9X26_05775()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	I9X26_05775()	Inner_Membrane	r
I9X26_24785-MONOMER	Inner_Membrane	I9X26_24785()	Inner_Membrane	r
I9X26_26935-MONOMER	Inner_Membrane	I9X26_26935()	Inner_Membrane	r
I9X26_17735-MONOMER	Periplasm	I9X26_17735()	Periplasm	s
I9X26_04550-MONOMER	Inner_Membrane	I9X26_04550()	Inner_Membrane	r
I9X26_10395-MONOMER	Periplasm	I9X26_10395()	Periplasm	s
I9X26_32785-MONOMER	Inner_Membrane	I9X26_32785()	Inner_Membrane	r
I9X26_11025-MONOMER	Inner_Membrane	I9X26_11025()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	I9X26_11025()	Inner_Membrane	r
I9X26_11020-MONOMER	Inner_Membrane	I9X26_11020()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	I9X26_11020()	Inner_Membrane	r
I9X26_02460-MONOMER	Inner_Membrane	I9X26_02460()	Inner_Membrane	r
I9X26_22280-MONOMER	Inner_Membrane	I9X26_22280()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X26_22280()	Inner_Membrane	r
I9X26_22290-MONOMER	Inner_Membrane	I9X26_22290()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X26_22290()	Inner_Membrane	p
I9X26_22285-MONOMER	Inner_Membrane	I9X26_22285()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X26_22285()	Inner_Membrane	r
I9X26_22295-MONOMER	Inner_Membrane	I9X26_22295()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X26_22295()	Inner_Membrane	p
I9X26_10535-MONOMER	Periplasm	I9X26_10535()	Periplasm	s
I9X26_30975-MONOMER	Inner_Membrane	I9X26_30975()	Inner_Membrane	r
I9X26_06455-MONOMER	Inner_Membrane	I9X26_06455()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	I9X26_06455()	Inner_Membrane	r
I9X26_33190-MONOMER	Inner_Membrane	I9X26_33190()	Inner_Membrane	r
I9X26_01475-MONOMER	Inner_Membrane	I9X26_01475()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	I9X26_01475()	Periplasm	s
I9X26_01465-MONOMER	Inner_Membrane	I9X26_01465()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	I9X26_01465()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	I9X26_01465()	Inner_Membrane	r
I9X26_01470-MONOMER	Inner_Membrane	I9X26_01470()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	I9X26_01470()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	I9X26_01470()	Inner_Membrane	r
I9X26_07690-MONOMER	Inner_Membrane	I9X26_07690()	Inner_Membrane	r
I9X26_01265-MONOMER	Inner_Membrane	I9X26_01265()	Inner_Membrane	r
I9X26_23370-MONOMER	Periplasm	I9X26_23370()	Periplasm	s
I9X26_07010-MONOMER	Inner_Membrane	I9X26_07010()	Inner_Membrane	r
I9X26_18645-MONOMER	Inner_Membrane	I9X26_18645()	Inner_Membrane	r
I9X26_28325-MONOMER	Inner_Membrane	I9X26_28325()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	I9X26_28325()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	I9X26_28325()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	I9X26_28325()	Inner_Membrane	r
I9X26_18720-MONOMER	Inner_Membrane	I9X26_18720()	Inner_Membrane	r
I9X26_22855-MONOMER	Inner_Membrane	I9X26_22855()	Inner_Membrane	r
I9X26_11675-MONOMER	Inner_Membrane	I9X26_11675()	Inner_Membrane	r
I9X26_33680-MONOMER	Outer_Membrane	I9X26_33680()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	I9X26_33680()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	I9X26_33680()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	I9X26_33680()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-1	Outer_Membrane	I9X26_33680()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-2	Outer_Membrane	I9X26_33680()	Inner_Membrane	r
I9X26_24495-MONOMER	Outer_Membrane	I9X26_24495()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	I9X26_24495()	Inner_Membrane	s
CPLX_FE3DHBZStonex-1	Outer_Membrane	I9X26_24495()	Inner_Membrane	s
I9X26_13700-MONOMER	Outer_Membrane	I9X26_13700()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-2	Outer_Membrane	I9X26_13700()	Outer_Membrane	sb
I9X26_21020-MONOMER	Inner_Membrane	I9X26_21020()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	I9X26_21020()	Inner_Membrane	r
I9X26_21015-MONOMER	Inner_Membrane	I9X26_21015()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	I9X26_21015()	Inner_Membrane	r
I9X26_09230-MONOMER	Inner_Membrane	I9X26_09230()	Inner_Membrane	r
I9X26_14015-MONOMER	Inner_Membrane	I9X26_14015()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	I9X26_14015()	Inner_Membrane	p
I9X26_13960-MONOMER	Inner_Membrane	I9X26_13960()	Inner_Membrane	r
