Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
JQN61_10615-MONOMER	Periplasm	JQN61_10615()	Periplasm	s
JQN61_18860-MONOMER	Outer_Membrane	JQN61_18860()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	JQN61_18860()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	JQN61_18860()	Outer_Membrane	sb
JQN61_08250-MONOMER	Inner_Membrane	JQN61_08250()	Inner_Membrane	r
JQN61_10405-MONOMER	Inner_Membrane	JQN61_10405()	Inner_Membrane	r
JQN61_16625-MONOMER	Inner_Membrane	JQN61_16625()	Inner_Membrane	r
JQN61_13355-MONOMER	Periplasm	JQN61_13355()	Periplasm	s
JQN61_20910-MONOMER	Inner_Membrane	JQN61_20910()	Inner_Membrane	r
JQN61_09515-MONOMER	Inner_Membrane	JQN61_09515()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	JQN61_09515()	Inner_Membrane	r
JQN61_09520-MONOMER	Inner_Membrane	JQN61_09520()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	JQN61_09520()	Periplasm	s
JQN61_09510-MONOMER	Inner_Membrane	JQN61_09510()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	JQN61_09510()	Inner_Membrane	r
JQN61_08590-MONOMER	Inner_Membrane	JQN61_08590()	Inner_Membrane	r
JQN61_12340-MONOMER	Inner_Membrane	JQN61_12340()	Inner_Membrane	r
JQN61_12350-MONOMER	Inner_Membrane	JQN61_12350()	Inner_Membrane	p
JQN61_12345-MONOMER	Inner_Membrane	JQN61_12345()	Inner_Membrane	r
JQN61_12355-MONOMER	Inner_Membrane	JQN61_12355()	Inner_Membrane	p
JQN61_13195-MONOMER	Periplasm	JQN61_13195()	Periplasm	s
JQN61_19330-MONOMER	Inner_Membrane	JQN61_19330()	Inner_Membrane	r
JQN61_20155-MONOMER	Inner_Membrane	JQN61_20155()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	JQN61_20155()	Periplasm	s
JQN61_20145-MONOMER	Inner_Membrane	JQN61_20145()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	JQN61_20145()	Inner_Membrane	r
