complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,JQN61_00075(2) AND JQN61_00080(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,JQN61_02995(2) AND JQN61_13830(2) AND JQN61_15525(2) AND JQN61_02990(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,JQN61_17460(2) AND JQN61_17465(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,JQN61_14040() AND JQN61_07920(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,JQN61_16190() AND JQN61_16200() AND JQN61_16195(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),JQN61_14040() AND JQN61_14055(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,JQN61_16765(4) AND JQN61_16770(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,JQN61_20995() AND JQN61_21000(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),JQN61_02630() AND JQN61_18460(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),JQN61_11975() AND JQN61_11980() AND JQN61_11985() AND JQN61_11990() AND JQN61_11995(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),JQN61_11995(1) AND JQN61_11990(1) AND JQN61_11985(1) AND JQN61_11980(1) AND JQN61_11960(1),,
CPLX_ANS-0,Anthranilate synthase,JQN61_02270() AND JQN61_02280(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),JQN61_09515(1) AND JQN61_09520(1) AND JQN61_09510(1) AND JQN61_09505(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),JQN61_11055() AND JQN61_11060() AND JQN61_11065() AND JQN61_11070(),,
CPLX_AST-0,Arginine succinyltransferase,JQN61_09485() AND JQN61_09490(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,JQN61_11575() AND JQN61_18695(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),JQN61_21240() AND JQN61_21260() AND JQN61_21225() AND JQN61_21230() AND JQN61_21255() AND JQN61_21250() AND JQN61_21235() AND JQN61_21245() AND JQN61_21265(),,
