Reaction	Complexes
2AGPE140tipp	JQN61_15100-MONOMER
2AGPE141tipp	JQN61_15100-MONOMER
2AGPG140tipp	JQN61_15100-MONOMER
2AGPG141tipp	JQN61_15100-MONOMER
2DHGLCK	JQN61_03595-MONOMER
2DHGLCNkt_tpp	JQN61_03590-MONOMER
2MAHMP	JQN61_07185-MONOMER
3AMACHYD	JQN61_12815-MONOMER
3HAACOAT100	JQN61_16245-MONOMER
3HAACOAT120	JQN61_16245-MONOMER
3HAACOAT121	JQN61_16245-MONOMER
3HAACOAT140	JQN61_16245-MONOMER
3HAACOAT141	JQN61_16245-MONOMER
3HAACOAT60	JQN61_16245-MONOMER
3HAACOAT80	JQN61_16245-MONOMER
3HAD100	JQN61_15550-MONOMER
3HAD120	JQN61_15550-MONOMER
3HAD121	JQN61_15550-MONOMER
3HAD140	JQN61_15550-MONOMER
3HAD141	JQN61_15550-MONOMER
3HAD160	JQN61_15550-MONOMER
3HAD161	JQN61_15550-MONOMER
3HAD180	JQN61_15550-MONOMER
3HAD181	JQN61_15550-MONOMER
3HAD40	JQN61_15550-MONOMER
3HAD60	JQN61_15550-MONOMER
3HAD80	JQN61_15550-MONOMER
3OAR100	JQN61_14045-MONOMER
3OAR120	JQN61_14045-MONOMER
3OAR121	JQN61_14045-MONOMER
3OAR140	JQN61_14045-MONOMER
3OAR141	JQN61_14045-MONOMER
3OAR160	JQN61_14045-MONOMER
3OAR161	JQN61_14045-MONOMER
3OAR180	JQN61_14045-MONOMER
3OAR181	JQN61_14045-MONOMER
3OAR40	JQN61_14045-MONOMER
3OAR60	JQN61_14045-MONOMER
3OAR80	JQN61_14045-MONOMER
3OAS100	JQN61_14035-MONOMER OR JQN61_07920-MONOMER
3OAS120	JQN61_14035-MONOMER OR JQN61_07920-MONOMER
3OAS121	JQN61_07920-MONOMER
3OAS140	JQN61_14035-MONOMER OR JQN61_07920-MONOMER
3OAS141	JQN61_07920-MONOMER
3OAS160	JQN61_14035-MONOMER OR JQN61_07920-MONOMER
3OAS161	JQN61_07920-MONOMER
3OAS180	JQN61_07920-MONOMER
3OAS181	JQN61_07920-MONOMER
3OAS60	JQN61_14035-MONOMER OR JQN61_07920-MONOMER
3OAS80	JQN61_14035-MONOMER OR JQN61_07920-MONOMER
3OXCOAT	JQN61_16405-MONOMER
3OXOADPt_pp	JQN61_16400-MONOMER
3PEPTabcpp	JQN61_07795-MONOMER OR JQN61_07800-MONOMER OR JQN61_07805-MONOMER OR JQN61_07810-MONOMER
3_4DHBZ1t_pp	JQN61_16415-MONOMER
3_4DHBZt2	JQN61_16380-MONOMER
4CMLCL_kt	JQN61_16385-MONOMER
4HBZtex	JQN61_16375-MONOMER
4HTHRS	JQN61_15925-MONOMER_mod_pydx5p(1)
4PEPTabcpp	JQN61_07795-MONOMER OR JQN61_07800-MONOMER OR JQN61_07805-MONOMER OR JQN61_07810-MONOMER
5HPUDICDC_c	JQN61_08490-MONOMER
A5PISO	JQN61_11615-MONOMER
