bnum	position	modification
I9X29_03325	1518	m62A
I9X29_03325	1519	m62A
I9X29_24100	1518	m62A
I9X29_24100	1519	m62A
I9X29_26290	1518	m62A
I9X29_26290	1519	m62A
I9X29_29845	1518	m62A
I9X29_29845	1519	m62A
I9X29_03325	967	m5C
I9X29_24100	967	m5C
I9X29_26290	967	m5C
I9X29_29845	967	m5C
I9X29_03325	966	m2G
I9X29_24100	966	m2G
I9X29_26290	966	m2G
I9X29_29845	966	m2G
I9X29_03325	1498	m3U
I9X29_24100	1498	m3U
I9X29_26290	1498	m3U
I9X29_29845	1498	m3U
I9X29_03325	527	m7G
I9X29_24100	527	m7G
I9X29_26290	527	m7G
I9X29_29845	527	m7G
I9X29_03325	1402	m4Cm
I9X29_24100	1402	m4Cm
I9X29_26290	1402	m4Cm
I9X29_29845	1402	m4Cm
I9X29_03325	516	Y
I9X29_24100	516	Y
I9X29_26290	516	Y
I9X29_29845	516	Y
I9X29_03340	2503	m2A
I9X29_24085	2503	m2A
I9X29_26275	2503	m2A
I9X29_29830	2503	m2A
I9X29_03340	2251	Gm
I9X29_24085	2251	Gm
I9X29_26275	2251	Gm
I9X29_29830	2251	Gm
I9X29_03340	1939	m5U
I9X29_24085	1939	m5U
I9X29_26275	1939	m5U
I9X29_29830	1939	m5U
I9X29_03340	2498	Cm
I9X29_24085	2498	Cm
I9X29_26275	2498	Cm
I9X29_29830	2498	Cm
I9X29_03340	745	m1G
I9X29_24085	745	m1G
I9X29_26275	745	m1G
I9X29_29830	745	m1G
I9X29_03340	1835	m2G
I9X29_24085	1835	m2G
I9X29_26275	1835	m2G
I9X29_29830	1835	m2G
I9X29_03340	1962	m5C
I9X29_24085	1962	m5C
I9X29_26275	1962	m5C
I9X29_29830	1962	m5C
I9X29_03340	1618	m6A
I9X29_24085	1618	m6A
I9X29_26275	1618	m6A
I9X29_29830	1618	m6A
I9X29_03340	2069	m7G
I9X29_24085	2069	m7G
I9X29_26275	2069	m7G
I9X29_29830	2069	m7G
I9X29_03340	2552	Um
I9X29_24085	2552	Um
I9X29_26275	2552	Um
I9X29_29830	2552	Um
I9X29_03340	1911	Y
I9X29_03340	1915	Y
I9X29_03340	1917	Y
I9X29_24085	1911	Y
I9X29_24085	1915	Y
I9X29_24085	1917	Y
I9X29_26275	1911	Y
I9X29_26275	1915	Y
I9X29_26275	1917	Y
I9X29_29830	1911	Y
I9X29_29830	1915	Y
I9X29_29830	1917	Y
