Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
I9X29_18465-MONOMER	Inner_Membrane	I9X29_18465()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	I9X29_18465()	Inner_Membrane	r
I9X29_18460-MONOMER	Inner_Membrane	I9X29_18460()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	I9X29_18460()	Inner_Membrane	r
I9X29_19505-MONOMER	Periplasm	I9X29_19505()	Periplasm	s
I9X29_27770-MONOMER	Outer_Membrane	I9X29_27770()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	I9X29_27770()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	I9X29_27770()	Outer_Membrane	sb
I9X29_13370-MONOMER	Inner_Membrane	I9X29_13370()	Inner_Membrane	r
I9X29_05515-MONOMER	Inner_Membrane	I9X29_05515()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	I9X29_05515()	Inner_Membrane	r
I9X29_22450-MONOMER	Inner_Membrane	I9X29_22450()	Inner_Membrane	r
I9X29_24790-MONOMER	Inner_Membrane	I9X29_24790()	Inner_Membrane	r
I9X29_14905-MONOMER	Periplasm	I9X29_14905()	Periplasm	s
I9X29_04280-MONOMER	Inner_Membrane	I9X29_04280()	Inner_Membrane	r
I9X29_10105-MONOMER	Periplasm	I9X29_10105()	Periplasm	s
I9X29_29765-MONOMER	Inner_Membrane	I9X29_29765()	Inner_Membrane	r
I9X29_10735-MONOMER	Inner_Membrane	I9X29_10735()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	I9X29_10735()	Inner_Membrane	r
I9X29_10730-MONOMER	Inner_Membrane	I9X29_10730()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	I9X29_10730()	Inner_Membrane	r
I9X29_02430-MONOMER	Inner_Membrane	I9X29_02430()	Inner_Membrane	r
I9X29_19625-MONOMER	Inner_Membrane	I9X29_19625()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X29_19625()	Inner_Membrane	r
I9X29_19635-MONOMER	Inner_Membrane	I9X29_19635()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X29_19635()	Inner_Membrane	p
I9X29_19630-MONOMER	Inner_Membrane	I9X29_19630()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X29_19630()	Inner_Membrane	r
I9X29_19640-MONOMER	Inner_Membrane	I9X29_19640()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	I9X29_19640()	Inner_Membrane	p
I9X29_10245-MONOMER	Periplasm	I9X29_10245()	Periplasm	s
I9X29_28230-MONOMER	Inner_Membrane	I9X29_28230()	Inner_Membrane	r
I9X29_06410-MONOMER	Inner_Membrane	I9X29_06410()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	I9X29_06410()	Inner_Membrane	r
I9X29_30180-MONOMER	Inner_Membrane	I9X29_30180()	Inner_Membrane	r
I9X29_01440-MONOMER	Inner_Membrane	I9X29_01440()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	I9X29_01440()	Periplasm	s
I9X29_01430-MONOMER	Inner_Membrane	I9X29_01430()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	I9X29_01430()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	I9X29_01430()	Inner_Membrane	r
I9X29_01435-MONOMER	Inner_Membrane	I9X29_01435()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	I9X29_01435()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	I9X29_01435()	Inner_Membrane	r
I9X29_07315-MONOMER	Inner_Membrane	I9X29_07315()	Inner_Membrane	r
I9X29_01215-MONOMER	Inner_Membrane	I9X29_01215()	Inner_Membrane	r
I9X29_20710-MONOMER	Periplasm	I9X29_20710()	Periplasm	s
I9X29_06965-MONOMER	Inner_Membrane	I9X29_06965()	Inner_Membrane	r
I9X29_15865-MONOMER	Inner_Membrane	I9X29_15865()	Inner_Membrane	r
I9X29_25560-MONOMER	Inner_Membrane	I9X29_25560()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	I9X29_25560()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	I9X29_25560()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	I9X29_25560()	Inner_Membrane	r
I9X29_15930-MONOMER	Inner_Membrane	I9X29_15930()	Inner_Membrane	r
I9X29_20190-MONOMER	Inner_Membrane	I9X29_20190()	Inner_Membrane	r
I9X29_06770-MONOMER	Inner_Membrane	I9X29_06770()	Inner_Membrane	r
I9X29_30675-MONOMER	Outer_Membrane	I9X29_30675()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	I9X29_30675()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	I9X29_30675()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	I9X29_30675()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-1	Outer_Membrane	I9X29_30675()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-2	Outer_Membrane	I9X29_30675()	Inner_Membrane	r
I9X29_22170-MONOMER	Outer_Membrane	I9X29_22170()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	I9X29_22170()	Inner_Membrane	s
CPLX_FE3DHBZStonex-1	Outer_Membrane	I9X29_22170()	Inner_Membrane	s
I9X29_12080-MONOMER	Outer_Membrane	I9X29_12080()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-2	Outer_Membrane	I9X29_12080()	Outer_Membrane	sb
I9X29_18240-MONOMER	Inner_Membrane	I9X29_18240()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	I9X29_18240()	Inner_Membrane	r
I9X29_18235-MONOMER	Inner_Membrane	I9X29_18235()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	I9X29_18235()	Inner_Membrane	r
