Reaction	Complexes
1PPDCRc	I9X29_19950-MONOMER
2AGPE140tipp	I9X29_08940-MONOMER
2AGPE141tipp	I9X29_08940-MONOMER
2AGPG140tipp	I9X29_08940-MONOMER
2AGPG141tipp	I9X29_08940-MONOMER
2DHGLCK	I9X29_14440-MONOMER_mod_mg2(1)
2DHGLCNkt_tpp	I9X29_14435-MONOMER
2HH24DDH1	I9X29_04210-MONOMER
2MAHMP	I9X29_12415-MONOMER
34HPPOR	I9X29_22725-MONOMER
3AMACHYD	I9X29_10075-MONOMER
3HAACOAT100	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAACOAT120	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAACOAT121	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAACOAT140	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAACOAT141	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAACOAT60	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAACOAT80	I9X29_23450-MONOMER OR I9X29_07820-MONOMER
3HAD100	I9X29_06995-MONOMER
3HAD120	I9X29_06995-MONOMER
3HAD121	I9X29_06995-MONOMER
3HAD140	I9X29_06995-MONOMER
3HAD141	I9X29_06995-MONOMER
3HAD160	I9X29_06995-MONOMER
3HAD161	I9X29_06995-MONOMER
3HAD180	I9X29_06995-MONOMER
3HAD181	I9X29_06995-MONOMER
3HAD40	I9X29_06995-MONOMER
3HAD60	I9X29_06995-MONOMER
3HAD80	I9X29_06995-MONOMER
3HOXPACt2pp	I9X29_04215-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	I9X29_10515-MONOMER
3OAR120	I9X29_10515-MONOMER
3OAR121	I9X29_10515-MONOMER
3OAR140	I9X29_10515-MONOMER
3OAR141	I9X29_10515-MONOMER
3OAR160	I9X29_10515-MONOMER
3OAR161	I9X29_10515-MONOMER
3OAR180	I9X29_10515-MONOMER
3OAR181	I9X29_10515-MONOMER
3OAR40	I9X29_10515-MONOMER
3OAR60	I9X29_10515-MONOMER
3OAR80	I9X29_10515-MONOMER
3OAS100	I9X29_10525-MONOMER OR I9X29_18100-MONOMER OR I9X29_19345-MONOMER
3OAS120	I9X29_10525-MONOMER OR I9X29_18100-MONOMER OR I9X29_19345-MONOMER
3OAS121	I9X29_18100-MONOMER
3OAS140	I9X29_10525-MONOMER OR I9X29_18100-MONOMER OR I9X29_19345-MONOMER
3OAS141	I9X29_18100-MONOMER
3OAS160	I9X29_10525-MONOMER OR I9X29_18100-MONOMER OR I9X29_19345-MONOMER
3OAS161	I9X29_18100-MONOMER
3OAS180	I9X29_18100-MONOMER
3OAS181	I9X29_18100-MONOMER
3OAS60	I9X29_10525-MONOMER OR I9X29_18100-MONOMER OR I9X29_19345-MONOMER
3OAS80	I9X29_10525-MONOMER OR I9X29_18100-MONOMER OR I9X29_19345-MONOMER
3OXCOAT	I9X29_01150-MONOMER
3OXOADPt_pp	I9X29_01155-MONOMER
3PEPTabcpp	I9X29_16670-MONOMER OR I9X29_16675-MONOMER OR I9X29_16680-MONOMER OR I9X29_16685-MONOMER
3_4DHBZ1t_pp	I9X29_01185-MONOMER
3_4DHBZt2	I9X29_01405-MONOMER
4CMLCL_kt	I9X29_01170-MONOMER OR I9X29_25150-MONOMER
4HBHYOX	I9X29_01245-MONOMER
4HBZtex	I9X29_01210-MONOMER
4HOXPACt2pp	I9X29_14660-MONOMER
4HTHRS	I9X29_06540-MONOMER_mod_pydx5p(1)
4PCP	I9X29_28950-MONOMER
4PEPTabcpp	I9X29_16670-MONOMER OR I9X29_16675-MONOMER OR I9X29_16680-MONOMER OR I9X29_16685-MONOMER
5HPUDICDC_c	I9X29_18595-MONOMER
5MEPCAtex	CPLX_5MEPCAtex-0
A5PISO	I9X29_25005-MONOMER
