complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,I9X29_00040(2) AND I9X29_00045(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,I9X29_11780(2) AND I9X29_11775(2),,
CPLX_3HPAOX-0,HPA monooxygenase,I9X29_04395() AND I9X29_04400(),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,I9X29_27125(2) AND I9X29_09780(2) AND I9X29_07025(2) AND I9X29_27130(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),I9X29_01725() AND I9X29_06410() AND I9X29_25050() AND I9X29_06415(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,I9X29_26315(2) AND I9X29_26320(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,I9X29_10520() AND I9X29_18100(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,I9X29_23320() AND I9X29_23330() AND I9X29_23325(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),I9X29_10520() AND I9X29_10505(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,I9X29_24930(4) AND I9X29_24935(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,I9X29_30135() AND I9X29_30140(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),I9X29_03600() AND I9X29_05695(),,
CPLX_ALAabcpp-1,L-alanine transport via ABC system (periplasm),I9X29_03600() AND I9X29_27180(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),I9X29_25230() AND I9X29_25235() AND I9X29_25240() AND I9X29_25245() AND I9X29_25250(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),I9X29_25250(1) AND I9X29_25245(1) AND I9X29_25240(1) AND I9X29_25235(1) AND I9X29_25200(1),,
CPLX_ANS-0,Anthranilate synthase,I9X29_21435() AND I9X29_21440(),,
CPLX_ANS-1,Anthranilate synthase,I9X29_03100() AND I9X29_03225(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,I9X29_17350() AND I9X29_29165(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),I9X29_22590() AND I9X29_22600() AND I9X29_22605() AND I9X29_22610(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),I9X29_19480() AND I9X29_19485() AND I9X29_19490() AND I9X29_19495(),,
CPLX_AST-0,Arginine succinyltransferase,I9X29_22565() AND I9X29_22570(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,I9X29_24965() AND I9X29_27595(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),I9X29_30800() AND I9X29_30820() AND I9X29_30785() AND I9X29_30790() AND I9X29_30815() AND I9X29_30810() AND I9X29_30795() AND I9X29_30805() AND I9X29_30825(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,I9X29_15715(2) AND I9X29_15720(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),I9X29_08005(2) AND I9X29_08010(2) AND I9X29_07995(),,
CPLX_BUTSO3abcpp-1,Butanesulfonate transport via ABC system (periplasm),I9X29_05160(1) AND I9X29_05165(2) AND I9X29_05170(2),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",I9X29_13125() AND I9X29_13130() AND I9X29_13135(),,
CPLX_CD2t3pp-0,Cadmium (Cd+2) transport out via proton antiport (periplasm),I9X29_13110() AND I9X29_13105(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),I9X29_05415() AND I9X29_05420() AND I9X29_05425(),,
CPLX_CHLabcpp-1,Choline transport via ABC system (periplasm),I9X29_05415() AND I9X29_05430() AND I9X29_05425(),,
CPLX_CHLabcpp-2,Choline transport via ABC system (periplasm),I9X29_29885() AND I9X29_29890() AND I9X29_29895(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,I9X29_00145() AND I9X29_00150(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,I9X29_02180() AND I9X29_02185() AND I9X29_02190(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,I9X29_25000() AND I9X29_24995() AND I9X29_24990(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,I9X29_05525() AND I9X29_05275(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),I9X29_29945() AND I9X29_29885() AND I9X29_29890(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),I9X29_01440(1) AND I9X29_01425(2) AND I9X29_01430(1) AND I9X29_01435(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),I9X29_01425() AND I9X29_01435() AND I9X29_01430() AND I9X29_18710(),,
CPLX_CTBTabcpp-0,Crotonobetaine transport via ABC system (periplasm),I9X29_28380(2) AND I9X29_28375(2) AND I9X29_28420(1),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),I9X29_15370() AND I9X29_15375(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,I9X29_24875() AND I9X29_24870() AND I9X29_24865(),,
CPLX_CYSabcpp-0,L-cysteine uptake via ABC system (periplasm),I9X29_01595() AND I9X29_01600(),,
CPLX_DKMPPD2_PA-0,,I9X29_17710() AND I9X29_17715(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),I9X29_02255(2) AND I9X29_02250(2),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,I9X29_04735(6) AND I9X29_04730(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),I9X29_26245() AND I9X29_26250() AND I9X29_07535(),,
CPLX_FE3abcpp-1,Iron (III) transport via ABC system (periplasm to cytoplasm),I9X29_29045() AND I9X29_29040() AND I9X29_07535(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),I9X29_10785() AND I9X29_10795() AND I9X29_10790(),,
CPLX_FE3DHBZSabcpp-0,"Ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)",I9X29_04085(1) AND I9X29_04075(1) AND I9X29_04080(1) AND I9X29_04090(2),,
CPLX_FE3DHBZStonex-0,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",I9X29_30675() AND I9X29_22170() AND I9X29_25290(),,
CPLX_FE3DHBZStonex-1,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",I9X29_30675() AND I9X29_22170() AND I9X29_16080(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),I9X29_08245() AND I9X29_08050(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",I9X29_28790() AND I9X29_28780() AND I9X29_28785(),,
CPLX_GALURt2rpp-1,"D-galacturonate transport via proton symport, reversible (periplasm)",I9X29_06275() AND I9X29_06280() AND I9X29_06285(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),I9X29_09385() AND I9X29_09390() AND I9X29_09395() AND I9X29_09400(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,I9X29_28080(4) AND I9X29_28085(4),,
