Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
TK06_18240-MONOMER	Outer_Membrane	TK06_18240()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	TK06_18240()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	TK06_18240()	Outer_Membrane	sb
TK06_12110-MONOMER	Inner_Membrane	TK06_12110()	Inner_Membrane	r
TK06_08970-MONOMER	Inner_Membrane	TK06_08970()	Inner_Membrane	r
TK06_26720-MONOMER	Inner_Membrane	TK06_26720()	Inner_Membrane	r
TK06_24480-MONOMER	Periplasm	TK06_24480()	Periplasm	s
TK06_11840-MONOMER	Periplasm	TK06_11840()	Periplasm	s
TK06_20345-MONOMER	Inner_Membrane	TK06_20345()	Inner_Membrane	r
TK06_14825-MONOMER	Inner_Membrane	TK06_14825()	Inner_Membrane	r
TK06_26930-MONOMER	Inner_Membrane	TK06_26930()	Periplasm	s
TK06_14830-MONOMER	Inner_Membrane	TK06_14830()	Inner_Membrane	r
TK06_13375-MONOMER	Inner_Membrane	TK06_13375()	Inner_Membrane	r
TK06_26550-MONOMER	Inner_Membrane	TK06_26550()	Inner_Membrane	r
TK06_26540-MONOMER	Inner_Membrane	TK06_26540()	Inner_Membrane	p
TK06_26545-MONOMER	Inner_Membrane	TK06_26545()	Inner_Membrane	r
TK06_26535-MONOMER	Inner_Membrane	TK06_26535()	Inner_Membrane	p
TK06_11590-MONOMER	Periplasm	TK06_11590()	Periplasm	s
TK06_18900-MONOMER	Inner_Membrane	TK06_18900()	Inner_Membrane	r
TK06_04365-MONOMER	Inner_Membrane	TK06_04365()	Inner_Membrane	r
TK06_20035-MONOMER	Inner_Membrane	TK06_20035()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	TK06_20035()	Periplasm	s
TK06_20025-MONOMER	Inner_Membrane	TK06_20025()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	TK06_20025()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	TK06_20025()	Inner_Membrane	r
TK06_20030-MONOMER	Inner_Membrane	TK06_20030()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	TK06_20030()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	TK06_20030()	Inner_Membrane	r
TK06_27780-MONOMER	Inner_Membrane	TK06_27780()	Inner_Membrane	r
TK06_25220-MONOMER	Inner_Membrane	TK06_25220()	Inner_Membrane	r
TK06_15645-MONOMER	Inner_Membrane	TK06_15645()	Inner_Membrane	p
TK06_15640-MONOMER	Inner_Membrane	TK06_15640()	Inner_Membrane	p
TK06_15630-MONOMER	Inner_Membrane	TK06_15630()	Periplasm	s
TK06_03960-MONOMER	Periplasm	TK06_03960()	Periplasm	s
TK06_15325-MONOMER	Inner_Membrane	TK06_15325()	Inner_Membrane	r
TK06_29180-MONOMER	Inner_Membrane	TK06_29180()	Inner_Membrane	r
TK06_25470-MONOMER	Inner_Membrane	TK06_25470()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	TK06_25470()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	TK06_25470()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	TK06_25470()	Inner_Membrane	r
TK06_03810-MONOMER	Inner_Membrane	TK06_03810()	Inner_Membrane	r
TK06_08265-MONOMER	Periplasm	TK06_08265()	Periplasm	s
TK06_16465-MONOMER	Inner_Membrane	TK06_16465()	Inner_Membrane	r
TK06_19750-MONOMER	Inner_Membrane	TK06_19750()	Inner_Membrane	r
TK06_21850-MONOMER	Outer_Membrane	TK06_21850()	Inner_Membrane	s
TK06_21855-MONOMER	Outer_Membrane	TK06_21855()	Inner_Membrane	p
TK06_29135-MONOMER	Inner_Membrane	TK06_29135()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	TK06_29135()	Inner_Membrane	r
TK06_29140-MONOMER	Inner_Membrane	TK06_29140()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	TK06_29140()	Inner_Membrane	r
TK06_13245-MONOMER	Inner_Membrane	TK06_13245()	Inner_Membrane	p
CPLX_Kt2pp-1	Inner_Membrane	TK06_13245()	Inner_Membrane	p
TK06_01405-MONOMER	Inner_Membrane	TK06_01405()	Inner_Membrane	p
