complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,TK06_00925(2) AND TK06_00920(2),,
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,TK06_20995(2) AND TK06_20990(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,TK06_17605(2) AND TK06_00365(2) AND TK06_15270(2) AND TK06_17610(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,TK06_25825(2) AND TK06_25820(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,TK06_29650() AND TK06_29230(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),TK06_29650() AND TK06_29635(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,TK06_26250(4) AND TK06_26245(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,TK06_20430() AND TK06_20435(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),TK06_24420() AND TK06_17770(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),TK06_16535() AND TK06_16540() AND TK06_16545() AND TK06_16550() AND TK06_16555(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),TK06_16555(1) AND TK06_16550(1) AND TK06_16545(1) AND TK06_16540(1) AND TK06_16520(1),,
CPLX_ANS-0,Anthranilate synthase,TK06_24055() AND TK06_24065(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,TK06_30185() AND TK06_22350(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),TK06_28195() AND TK06_28190() AND TK06_28185() AND TK06_28180(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),TK06_27760() AND TK06_27755() AND TK06_27750() AND TK06_27745(),,
CPLX_AST-0,Arginine succinyltransferase,TK06_28215() AND TK06_28210(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,TK06_16255() AND TK06_18065(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),TK06_21105() AND TK06_21085() AND TK06_21120() AND TK06_21115() AND TK06_21090() AND TK06_21095() AND TK06_21110() AND TK06_21100() AND TK06_21080(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,TK06_10670(2) AND TK06_10665(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),TK06_22560(2) AND TK06_22565(2) AND TK06_22550(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),TK06_23410() AND TK06_23415() AND TK06_23420(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,TK06_14180() AND TK06_14185() AND TK06_14190(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,TK06_16290() AND TK06_16285() AND TK06_16280(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,TK06_26915() AND TK06_03630(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),TK06_18980() AND TK06_23410() AND TK06_23415(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),TK06_20035(1) AND TK06_20020(2) AND TK06_20025(1) AND TK06_20030(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),TK06_20020() AND TK06_20030() AND TK06_20025() AND TK06_29050(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),TK06_27670() AND TK06_27665(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,TK06_26635() AND TK06_26640() AND TK06_26645(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),TK06_02480() AND TK06_02485(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,TK06_24850(6) AND TK06_24845(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),TK06_22460() AND TK06_22465() AND TK06_27795(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),TK06_17760() AND TK06_17750() AND TK06_17755(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),TK06_14950() AND TK06_26350(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),TK06_14510() AND TK06_14505() AND TK06_14500() AND TK06_14495(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,TK06_18755(4) AND TK06_18760(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),TK06_29115() AND TK06_23410() AND TK06_23415(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,TK06_23005() AND TK06_23000(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,TK06_11810() AND TK06_11805() AND TK06_11815(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,TK06_19180(1) AND TK06_19195(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),TK06_14640(1) AND TK06_14650(1) AND TK06_14645(1) AND TK06_14660(1) AND TK06_14655(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),TK06_17910() AND TK06_17915() AND TK06_17925() AND TK06_17930() AND TK06_17920(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,TK06_00325(1) AND TK06_00320(1),,
CPLX_Kabcpp-0,Potassium ABC transporter (periplasm),TK06_12560() AND TK06_12555() AND TK06_12550() AND TK06_12565(),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),TK06_29640() AND TK06_29655() AND TK06_29645() AND TK06_15295(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),TK06_19285() AND TK06_19280() AND TK06_19275() AND TK06_19270(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,TK06_29650() AND TK06_29640(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,TK06_18390() AND TK06_22350(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,TK06_12305() AND TK06_22350(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,TK06_18390() AND TK06_24545(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,TK06_12305() AND TK06_24545(),,
CPLX_MNabc_1-0,Manganese Mn2 transport via ABC system periplasm,TK06_30255() AND TK06_30245() AND TK06_30250(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),TK06_02165(2) AND TK06_02160(2) AND TK06_02170(1),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,TK06_25800() AND TK06_26730() AND TK06_25470(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,TK06_18805() AND TK06_26730() AND TK06_25470(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,TK06_22955() AND TK06_26730() AND TK06_25470(),,
CPLX_MPTS-0,Molybdopterin synthase,TK06_26920() AND TK06_26925(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),TK06_01405(1) AND TK06_01380() AND TK06_01385() AND TK06_01350() AND TK06_01365() AND TK06_01390() AND TK06_01360() AND TK06_01370() AND TK06_01395() AND TK06_01355() AND TK06_01375() AND TK06_01345() AND TK06_01400(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,TK06_27800() AND TK06_14590(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),TK06_02405() AND TK06_02400() AND TK06_02395() AND TK06_02390(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,TK06_22365() AND TK06_24875(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),TK06_30185() AND TK06_24545(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),TK06_30185() AND TK06_19145(),,
