Reaction	Complexes
2AGPE140tipp	TK06_28705-MONOMER
2AGPE141tipp	TK06_28705-MONOMER
2AGPG140tipp	TK06_28705-MONOMER
2AGPG141tipp	TK06_28705-MONOMER
2DHGLCK	TK06_03115-MONOMER
2DHGLCNkt_tpp	TK06_03110-MONOMER
2HH24DDH1	TK06_06675-MONOMER
2MAHMP	TK06_01450-MONOMER
3AMACHYD	TK06_05440-MONOMER
3HAD100	TK06_15295-MONOMER
3HAD120	TK06_15295-MONOMER
3HAD121	TK06_15295-MONOMER
3HAD140	TK06_15295-MONOMER
3HAD141	TK06_15295-MONOMER
3HAD160	TK06_15295-MONOMER
3HAD161	TK06_15295-MONOMER
3HAD180	TK06_15295-MONOMER
3HAD181	TK06_15295-MONOMER
3HAD40	TK06_15295-MONOMER
3HAD60	TK06_15295-MONOMER
3HAD80	TK06_15295-MONOMER
3HOXPACt2pp	TK06_06670-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	TK06_29645-MONOMER
3OAR120	TK06_29645-MONOMER
3OAR121	TK06_29645-MONOMER
3OAR140	TK06_29645-MONOMER
3OAR141	TK06_29645-MONOMER
3OAR160	TK06_29645-MONOMER
3OAR161	TK06_29645-MONOMER
3OAR180	TK06_29645-MONOMER
3OAR181	TK06_29645-MONOMER
3OAR40	TK06_29645-MONOMER
3OAR60	TK06_29645-MONOMER
3OAR80	TK06_29645-MONOMER
3OAS100	TK06_29655-MONOMER OR TK06_29230-MONOMER OR TK06_04125-MONOMER
3OAS120	TK06_29655-MONOMER OR TK06_29230-MONOMER OR TK06_04125-MONOMER
3OAS121	TK06_29230-MONOMER
3OAS140	TK06_29655-MONOMER OR TK06_29230-MONOMER OR TK06_04125-MONOMER
3OAS141	TK06_29230-MONOMER
3OAS160	TK06_29655-MONOMER OR TK06_29230-MONOMER OR TK06_04125-MONOMER
3OAS161	TK06_29230-MONOMER
3OAS180	TK06_29230-MONOMER
3OAS181	TK06_29230-MONOMER
3OAS60	TK06_29655-MONOMER OR TK06_29230-MONOMER OR TK06_04125-MONOMER
3OAS80	TK06_29655-MONOMER OR TK06_29230-MONOMER OR TK06_04125-MONOMER
3OXCOAT	TK06_14245-MONOMER
3OXOADPt_pp	TK06_14230-MONOMER
3PEPTabcpp	TK06_02895-MONOMER OR TK06_02890-MONOMER OR TK06_02885-MONOMER OR TK06_02880-MONOMER
3_4DHBZ1t_pp	TK06_14260-MONOMER
3_4DHBZt2	TK06_20000-MONOMER
4CMLCL_kt	TK06_14215-MONOMER OR TK06_16445-MONOMER
4HBHYOX	TK06_14610-MONOMER
4HBZtex	TK06_14210-MONOMER
4HTHRS	TK06_15705-MONOMER_mod_pydx5p(1)
4PEPTabcpp	TK06_02895-MONOMER OR TK06_02890-MONOMER OR TK06_02885-MONOMER OR TK06_02880-MONOMER
5HPUDICDC_c	TK06_28920-MONOMER
A5PISO	TK06_16295-MONOMER
