Reaction	Complexes
2AGPE140tipp	HXW90_10075-MONOMER
2AGPE141tipp	HXW90_10075-MONOMER
2AGPG140tipp	HXW90_10075-MONOMER
2AGPG141tipp	HXW90_10075-MONOMER
2DHGLCK	HXW90_13525-MONOMER
2DHGLCNkt_tpp	HXW90_13520-MONOMER
2MAHMP	HXW90_18835-MONOMER
3AMACHYD	HXW90_16285-MONOMER
3HAACOAT100	HXW90_29115-MONOMER
3HAACOAT120	HXW90_29115-MONOMER
3HAACOAT121	HXW90_29115-MONOMER
3HAACOAT140	HXW90_29115-MONOMER
3HAACOAT141	HXW90_29115-MONOMER
3HAACOAT60	HXW90_29115-MONOMER
3HAACOAT80	HXW90_29115-MONOMER
3HAD100	HXW90_07115-MONOMER
3HAD120	HXW90_07115-MONOMER
3HAD121	HXW90_07115-MONOMER
3HAD140	HXW90_07115-MONOMER
3HAD141	HXW90_07115-MONOMER
3HAD160	HXW90_07115-MONOMER
3HAD161	HXW90_07115-MONOMER
3HAD180	HXW90_07115-MONOMER
3HAD181	HXW90_07115-MONOMER
3HAD40	HXW90_07115-MONOMER
3HAD60	HXW90_07115-MONOMER
3HAD80	HXW90_07115-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	HXW90_24025-MONOMER
3OAR120	HXW90_24025-MONOMER
3OAR121	HXW90_24025-MONOMER
3OAR140	HXW90_24025-MONOMER
3OAR141	HXW90_24025-MONOMER
3OAR160	HXW90_24025-MONOMER
3OAR161	HXW90_24025-MONOMER
3OAR180	HXW90_24025-MONOMER
3OAR181	HXW90_24025-MONOMER
3OAR40	HXW90_24025-MONOMER
3OAR60	HXW90_24025-MONOMER
3OAR80	HXW90_24025-MONOMER
3OAS100	HXW90_24015-MONOMER OR HXW90_09790-MONOMER OR HXW90_27115-MONOMER
3OAS120	HXW90_24015-MONOMER OR HXW90_09790-MONOMER OR HXW90_27115-MONOMER
3OAS121	HXW90_09790-MONOMER
3OAS140	HXW90_24015-MONOMER OR HXW90_09790-MONOMER OR HXW90_27115-MONOMER
3OAS141	HXW90_09790-MONOMER
3OAS160	HXW90_24015-MONOMER OR HXW90_09790-MONOMER OR HXW90_27115-MONOMER
3OAS161	HXW90_09790-MONOMER
3OAS180	HXW90_09790-MONOMER
3OAS181	HXW90_09790-MONOMER
3OAS60	HXW90_24015-MONOMER OR HXW90_09790-MONOMER OR HXW90_27115-MONOMER
3OAS80	HXW90_24015-MONOMER OR HXW90_09790-MONOMER OR HXW90_27115-MONOMER
3OXCOAT	HXW90_07495-MONOMER
3OXOADPt_pp	HXW90_07510-MONOMER
3PEPTabcpp	HXW90_17595-MONOMER OR HXW90_17600-MONOMER OR HXW90_17605-MONOMER OR HXW90_17610-MONOMER
3_4DHBZ1t_pp	HXW90_07480-MONOMER
3_4DHBZt2	HXW90_01030-MONOMER
4CMLCL_kt	HXW90_07525-MONOMER OR HXW90_04915-MONOMER
4HBHYOX	HXW90_08190-MONOMER
4HBZtex	HXW90_19545-MONOMER
4HTHRS	HXW90_25490-MONOMER_mod_pydx5p(1)
4PEPTabcpp	HXW90_17595-MONOMER OR HXW90_17600-MONOMER OR HXW90_17605-MONOMER OR HXW90_17610-MONOMER
5HPUDICDC_c	HXW90_22270-MONOMER
A5PISO	HXW90_05070-MONOMER
